"번호","sourceSegment","exerciseStableKey","운동명","bodyRegion","category","forceType","movementPattern","movementCategory","laterality","plane","equipmentTags","primaryMuscles","secondaryMuscles","scapularDemand","hipDemand","legacyJointEmphasis","jointEmphasisAuthority","운동군","운동군_ko","연구구분","대표연구운동","scoreStatus","scoreRowCount","mappedLoadUnitStableKeys","mappedJointComplexStableKeys","mappedComponentTissueStableKeys","mappedLoadUnitCount","P_load_profile","DoseBasis","DoseUnit","DoseRule","metadataUpdatedAt","description"
"11","UPPER_95","ex_95028bfe","덤벨 리스트 컬","UPPER","근력운동","ISOLATION","ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT","ACCESSORY","BILATERAL","SAGITTAL","덤벨","손목굴곡근/전완근","그립","","","ELBOW|WRIST","DEPRECATED_AFTER_NEW_MAP","WRIST_FLEXION","손목 굴곡","대표 연구","Y","SCORED_RESEARCH_DRAFT","10","lu_0fff8b2ee4|lu_52a0b0ba44|lu_6573d7bf8a|lu_8af4d2c3e7|lu_a706efdddb|lu_b929d8ffe5|lu_c11995f705|lu_c738cc0a37|lu_dec56c15d8|lu_e11d5f58a5","jc_0876f954f2|jc_6e7ae18e56|jc_7ac0533b9d|jc_eadfb381fa","tissue_1e675db416|tissue_21f8300cc1|tissue_2e1ef7f7e0|tissue_4360531007|tissue_45c03145ee|tissue_4608205e92|tissue_5a830323a8|tissue_6ab8c8af59|tissue_8e5c3b2414|tissue_a19cc622c3|tissue_a5051659e6|tissue_af7cdbd941|tissue_ba1d866e61|tissue_bda5f6c880|tissue_c1221f5e4e|tissue_c60f2bd1f5|tissue_c98e4f0e0c|tissue_e1c9db452e|tissue_e30af10e4a|tissue_fcc58a85e8","10","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","전완을 고정하고 손목만 접어 올린다. 손목과 그립 지구력을 보강하되 통증이 있으면 중량을 낮춘다."
"12","UPPER_95","ex_3a7d3eda","덤벨 벤치프레스","UPPER","근력운동","PUSH","PUSH_HORIZONTAL|CHEST_STRENGTH","STRENGTH","BILATERAL","TRANSVERSE","덤벨|벤치","대흉근","삼두근/전면삼각근","SCAPULAR_CONTROL_LIGHT","","SHOULDER|ELBOW","DEPRECATED_AFTER_NEW_MAP","BENCH_DUMBBELL","덤벨 수평 프레스","대표 연구","Y","SCORED_RESEARCH_DRAFT","15","lu_0a858e59a0|lu_211533cb7a|lu_3298f78330|lu_3e640e59e9|lu_63101fe8b2|lu_6573d7bf8a|lu_889f90c55d|lu_8df6cfe570|lu_9244162017|lu_a706efdddb|lu_bdb58738eb|lu_c11995f705|lu_c8bfbfac3b|lu_d5838e52ca|lu_dec56c15d8","jc_0876f954f2|jc_6e7ae18e56|jc_9caf42a031|jc_eadfb381fa|jc_ffd0b0e192","tissue_1e675db416|tissue_36333205dc|tissue_514b348f95|tissue_5a54f92c2b|tissue_5a830323a8|tissue_602356a435|tissue_70a3bb1152|tissue_7b4b07fabb|tissue_7c9fa6743b|tissue_8e5c3b2414|tissue_976c1a9c26|tissue_a19cc622c3|tissue_aabc5cfcea|tissue_aadec158d8|tissue_ae1c99e3b2|tissue_b30624a2b0|tissue_ba1d866e61|tissue_c60f2bd1f5|tissue_e1c9db452e|tissue_e30af10e4a|tissue_e8f0be87e6|tissue_e9120f4563|tissue_ed3eafe58e|tissue_fcc58a85e8","15","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","양손 덤벨을 가슴 옆까지 낮춘 뒤 위로 민다. 로니 콜먼식 고중량 덤벨 프레스 계열의 기본형이다."
"13","UPPER_95","ex_79f3bdbe","덤벨 숄더프레스","UPPER","근력운동","PUSH","PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION","STRENGTH","BILATERAL","SAGITTAL","덤벨","전면삼각근/측면삼각근","삼두근/코어","SCAPULAR_UPWARD_ROTATION|ROTATOR_CUFF_SUPPORT","","SHOULDER|ELBOW","DEPRECATED_AFTER_NEW_MAP","OHP_DUMBBELL","덤벨 수직 프레스","대표 연구","Y","SCORED_RESEARCH_DRAFT","19","lu_0a858e59a0|lu_211533cb7a|lu_3298f78330|lu_3e640e59e9|lu_3f748b96b1|lu_63101fe8b2|lu_6573d7bf8a|lu_6e950505da|lu_8df6cfe570|lu_9244162017|lu_9cf6b4fc69|lu_9db157ba90|lu_a706efdddb|lu_bdb58738eb|lu_c11995f705|lu_c8bfbfac3b|lu_d5838e52ca|lu_dec56c15d8|lu_f037b5f8ea","jc_0876f954f2|jc_5c5aab6f67|jc_6e7ae18e56|jc_9caf42a031|jc_eadfb381fa|jc_ffd0b0e192","tissue_1e675db416|tissue_34a9253eea|tissue_36333205dc|tissue_514b348f95|tissue_5a830323a8|tissue_602356a435|tissue_70a3bb1152|tissue_7b4b07fabb|tissue_7c9fa6743b|tissue_8d017eed91|tissue_8e5c3b2414|tissue_95b1b0da1b|tissue_976c1a9c26|tissue_9ab4c9cc90|tissue_a19cc622c3|tissue_aabc5cfcea|tissue_aadec158d8|tissue_ae1c99e3b2|tissue_b30624a2b0|tissue_ba1d866e61|tissue_bb60f64b7d|tissue_c1250f12e6|tissue_c60f2bd1f5|tissue_caedb51e8e|tissue_e1c9db452e|tissue_e30af10e4a|tissue_e8f0be87e6|tissue_e9120f4563|tissue_ed3eafe58e|tissue_fcc58a85e8","19","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","덤벨을 어깨 높이에서 머리 위로 밀어 올린다. 바벨보다 어깨 각도를 조절하기 쉬운 기본 어깨 프레스다."
"14","LOWER_90","ex_704cbf1a","덤벨 스텝업","LOWER","근력운동","LOWER_BODY","KNEE_DOMINANT|LOWER_BODY_STRENGTH|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","STRENGTH","ALTERNATING","SAGITTAL","덤벨|박스/스텝박스","둔근/대퇴사두근","햄스트링/종아리/코어","","PELVIC_STABILITY","HIP|KNEE","DEPRECATED_AFTER_NEW_MAP","KNEE_DOMINANT","","기존 30개 확장","Y","EXISTING_SCORE_MIGRATED","13","lu_2d44aafe1e|lu_348ac6b7a6|lu_3d242daa59|lu_7d200f36f3|lu_9a06d0adb2|lu_a18a644473|lu_a7dd63adb6|lu_a9651bd8d7|lu_bf3f500760|lu_d7b54824bb|lu_d967354bce|lu_f4005dd228|lu_ff559f42cd","jc_209871f411|jc_4201fb72f3|jc_6326ea19a8|jc_ad7382e4b2|jc_ae763d5994","tissue_01df1d3a7f|tissue_06987e1084|tissue_1eaf4d14d8|tissue_21a56b379e|tissue_23a874341a|tissue_50091b2878|tissue_7545ba6787|tissue_7f007308a0|tissue_816066da61|tissue_8ce649f960|tissue_8dc13da436|tissue_91887f185f|tissue_c9d3826a11|tissue_f41bde5976","13","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier. 템포 지속시간은 필요 시 별도 duration modifier.","1781278881407","박스 위로 한 발씩 올라서며 완전히 펴고 내려온다. 코트 전진 동작과 한발 추진력을 보강한다."
"15","UPPER_95","ex_281347da","덤벨 컬","UPPER","근력운동","ISOLATION","ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT","ACCESSORY","BILATERAL","SAGITTAL","덤벨","이두근","전완근","","","ELBOW|WRIST","DEPRECATED_AFTER_NEW_MAP","CURL_SUPINATED","회외·중립 이두 컬","대표 연구","Y","SCORED_RESEARCH_DRAFT","11","lu_0fff8b2ee4|lu_1b115c8b4f|lu_52a0b0ba44|lu_6573d7bf8a|lu_8af4d2c3e7|lu_a706efdddb|lu_b929d8ffe5|lu_c11995f705|lu_c738cc0a37|lu_dec56c15d8|lu_e11d5f58a5","jc_0876f954f2|jc_6e7ae18e56|jc_7ac0533b9d|jc_eadfb381fa","tissue_1e675db416|tissue_21f8300cc1|tissue_228c25da18|tissue_2e1ef7f7e0|tissue_4360531007|tissue_45c03145ee|tissue_4608205e92|tissue_5a830323a8|tissue_6ab8c8af59|tissue_8e5c3b2414|tissue_a19cc622c3|tissue_a5051659e6|tissue_af7cdbd941|tissue_ba1d866e61|tissue_bda5f6c880|tissue_c1221f5e4e|tissue_c60f2bd1f5|tissue_c98e4f0e0c|tissue_e1c9db452e|tissue_e30af10e4a|tissue_fcc58a85e8","11","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","덤벨 컬: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 이두근이고, 전완근이 흔들리지 않게 보조한다."
"16","UPPER_95","ex_da56a4fe","덤벨 킥백","UPPER","근력운동","ISOLATION","ELBOW_EXTENSION|TRICEPS_ISOLATION|ARM_ACCESSORY","ACCESSORY","BILATERAL","SAGITTAL","덤벨","삼두근","후면삼각근/코어","SHOULDER_STABILITY_LIGHT","","ELBOW|SHOULDER","DEPRECATED_AFTER_NEW_MAP","TRICEPS_KICKBACK","킥백","운동군 전이","N","SCORED_RESEARCH_DRAFT","5","lu_63101fe8b2|lu_6573d7bf8a|lu_a706efdddb|lu_c11995f705|lu_dec56c15d8","jc_0876f954f2|jc_6e7ae18e56|jc_eadfb381fa","tissue_1e675db416|tissue_5a830323a8|tissue_7c9fa6743b|tissue_8e5c3b2414|tissue_a19cc622c3|tissue_ba1d866e61|tissue_c60f2bd1f5|tissue_e1c9db452e|tissue_e30af10e4a|tissue_fcc58a85e8","5","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","상체를 숙이고 팔꿈치를 몸 옆에 고정한 뒤 팔을 뒤로 편다. 가볍게 끝 범위 수축을 확인한다."
"17","UPPER_95","ex_708e64ce","덤벨 풀오버","UPPER","근력운동","PULL","SHOULDER_EXTENSION|LAT_ACCESSORY|SCAPULAR_CONTROL|CHEST_LAT_ACCESSORY","ACCESSORY","BILATERAL","SAGITTAL","덤벨","광배근/대흉근","전거근/코어","SCAPULAR_DEPRESSION","","SHOULDER","DEPRECATED_AFTER_NEW_MAP","PULLOVER","풀오버","대표 연구","Y","SCORED_RESEARCH_DRAFT","13","lu_0a858e59a0|lu_0fff8b2ee4|lu_211533cb7a|lu_3298f78330|lu_3e640e59e9|lu_4a4649760b|lu_6573d7bf8a|lu_8af4d2c3e7|lu_9cf6b4fc69|lu_9db157ba90|lu_c11995f705|lu_d5838e52ca|lu_dec56c15d8","jc_0876f954f2|jc_6e7ae18e56|jc_9caf42a031|jc_ffd0b0e192","tissue_1e675db416|tissue_2e1ef7f7e0|tissue_36333205dc|tissue_4360531007|tissue_514b348f95|tissue_5a830323a8|tissue_602356a435|tissue_70a3bb1152|tissue_86a1e65e56|tissue_8d017eed91|tissue_95b1b0da1b|tissue_976c1a9c26|tissue_9ab4c9cc90|tissue_a19cc622c3|tissue_b30624a2b0|tissue_ba1d866e61|tissue_c1221f5e4e|tissue_c60f2bd1f5|tissue_c98e4f0e0c|tissue_e1c9db452e|tissue_ed3eafe58e|tissue_ee46bd1740|tissue_fcc58a85e8","13","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","벤치에 누워 덤벨을 머리 뒤로 내렸다가 가슴 위로 끌어온다. 고전 보디빌딩의 흉곽/등 보조 운동이다."
"18","UPPER_95","ex_f6703b06","덤벨 프로네이션/수피네이션","UPPER","근력운동","ISOLATION","WRIST_FOREARM|FOREARM_ACCESSORY|GRIP_SUPPORT|FOREARM_ROTATION","ACCESSORY","BILATERAL","TRANSVERSE","덤벨","회내근/회외근/전완근","그립","","","WRIST","DEPRECATED_AFTER_NEW_MAP","FOREARM_ROTATION","전완 회내·회외","대표 연구","Y","SCORED_RESEARCH_DRAFT","8","lu_0fff8b2ee4|lu_6573d7bf8a|lu_8af4d2c3e7|lu_c11995f705|lu_c738cc0a37|lu_dec56c15d8|lu_e11d5f58a5|lu_fb7a2d91e6","jc_0876f954f2|jc_6e7ae18e56|jc_7ac0533b9d","tissue_1e675db416|tissue_21f8300cc1|tissue_2e1ef7f7e0|tissue_4360531007|tissue_4608205e92|tissue_5a830323a8|tissue_5b2967ff08|tissue_a19cc622c3|tissue_af7cdbd941|tissue_ba1d866e61|tissue_c1221f5e4e|tissue_c60f2bd1f5|tissue_c98e4f0e0c|tissue_e1c9db452e|tissue_fcc58a85e8","8","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","덤벨 끝을 잡고 손바닥을 안팎으로 천천히 회전한다. 라켓 회전 제어와 전완 내구성 보강용이다."
"19","LOWER_90","barbell_deadlift","데드리프트","LOWER","근력운동","HINGE","HIP_HINGE|POSTERIOR_CHAIN_STRENGTH","STRENGTH","BILATERAL","SAGITTAL","바벨","햄스트링/둔근/척추기립근","광배근/코어","","HIP_EXTENSION","HIP|SPINE","DEPRECATED_AFTER_NEW_MAP","HIP_HINGE","","신규 연구","N","EXISTING_SCORE_MIGRATED","7","lu_27b4a0df1d|lu_9b1d33a6fa|lu_a18a644473|lu_a7dd63adb6|lu_a9651bd8d7|lu_d967354bce|lu_ff559f42cd","jc_209871f411|jc_ad7382e4b2|jc_ae763d5994","tissue_06987e1084|tissue_21a56b379e|tissue_50091b2878|tissue_5e8a64ca23|tissue_7f007308a0|tissue_bacab6a4b8|tissue_e4bd028575|tissue_e6b6f00bf8|tissue_ea550bfa51|tissue_ebf759c79b|tissue_f41bde5976","7","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier. 템포 지속시간은 필요 시 별도 duration modifier.","1781278881407","데드리프트: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 햄스트링/둔근/척추기립근이고, 광배근/코어이 흔들리지 않게 보조한다."
"20","UPPER_95","ex_bb4b4276","등받이 없는 덤벨 시티드 숄더프레스","UPPER","근력운동","PUSH","PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION","STRENGTH","BILATERAL","SAGITTAL","덤벨","전면삼각근/측면삼각근","삼두근/코어/견갑안정근","SCAPULAR_UPWARD_ROTATION|ROTATOR_CUFF_SUPPORT","","SHOULDER|ELBOW","DEPRECATED_AFTER_NEW_MAP","OHP_DUMBBELL","덤벨 수직 프레스","운동군 전이","N","RESEARCH_CORRECTED_V0.2","19","lu_0a858e59a0|lu_211533cb7a|lu_3298f78330|lu_3e640e59e9|lu_3f748b96b1|lu_63101fe8b2|lu_6573d7bf8a|lu_6e950505da|lu_8df6cfe570|lu_9244162017|lu_9cf6b4fc69|lu_9db157ba90|lu_a706efdddb|lu_bdb58738eb|lu_c11995f705|lu_c8bfbfac3b|lu_d5838e52ca|lu_dec56c15d8|lu_f037b5f8ea","jc_0876f954f2|jc_5c5aab6f67|jc_6e7ae18e56|jc_9caf42a031|jc_eadfb381fa|jc_ffd0b0e192","tissue_1e675db416|tissue_34a9253eea|tissue_36333205dc|tissue_514b348f95|tissue_5a830323a8|tissue_602356a435|tissue_70a3bb1152|tissue_7b4b07fabb|tissue_7c9fa6743b|tissue_8d017eed91|tissue_8e5c3b2414|tissue_95b1b0da1b|tissue_976c1a9c26|tissue_9ab4c9cc90|tissue_a19cc622c3|tissue_aabc5cfcea|tissue_aadec158d8|tissue_ae1c99e3b2|tissue_b30624a2b0|tissue_ba1d866e61|tissue_bb60f64b7d|tissue_c1250f12e6|tissue_c60f2bd1f5|tissue_caedb51e8e|tissue_e1c9db452e|tissue_e30af10e4a|tissue_e8f0be87e6|tissue_e9120f4563|tissue_ed3eafe58e|tissue_fcc58a85e8","19","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","등받이 없는 덤벨 시티드 숄더프레스: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 전면삼각근/측면삼각근이고, 삼두근/코어/견갑안정근이 흔들리지 않게 보조한다."
"21","UPPER_95","ex_fb67af37","디클라인 푸시업","UPPER","근력운동","PUSH","PUSH_HORIZONTAL|CHEST_STRENGTH","STRENGTH","BILATERAL","TRANSVERSE","콘/마커|맨몸","상부대흉근/전면삼각근","삼두근/코어","SCAPULAR_CONTROL_LIGHT","","SHOULDER|ELBOW","DEPRECATED_AFTER_NEW_MAP","PUSHUP_DECLINE","디클라인 푸시업","운동군 전이","N","SCORED_RESEARCH_DRAFT","13","lu_0a858e59a0|lu_211533cb7a|lu_3298f78330|lu_3e640e59e9|lu_63101fe8b2|lu_889f90c55d|lu_8df6cfe570|lu_9244162017|lu_a706efdddb|lu_bdb58738eb|lu_d5838e52ca|lu_dec56c15d8|lu_fb7a2d91e6","jc_6e7ae18e56|jc_9caf42a031|jc_eadfb381fa|jc_ffd0b0e192","tissue_36333205dc|tissue_514b348f95|tissue_5a54f92c2b|tissue_5a830323a8|tissue_5b2967ff08|tissue_602356a435|tissue_70a3bb1152|tissue_7b4b07fabb|tissue_7c9fa6743b|tissue_8e5c3b2414|tissue_976c1a9c26|tissue_a19cc622c3|tissue_aadec158d8|tissue_ae1c99e3b2|tissue_b30624a2b0|tissue_e30af10e4a|tissue_e8f0be87e6|tissue_e9120f4563|tissue_ed3eafe58e","13","SMOOTH_CYCLE","BODYWEIGHT_REPETITION","유효체중·회","0.80 × bodyWeight × reps × sets × ROM × effortModifier","1781278881407","발을 높은 곳에 올리고 푸시업을 한다. 몸통을 곧게 유지하며 어깨가 으쓱하지 않게 밀어낸다."
"22","UPPER_95","ex_6463edad","딥스","UPPER","근력운동","PUSH","PUSH_VERTICAL_SUPPORT|CHEST_TRICEPS_STRENGTH","STRENGTH","BILATERAL","SAGITTAL","평행봉","대흉근/삼두근","전면삼각근/코어","SCAPULAR_CONTROL_LIGHT","","SHOULDER|ELBOW","DEPRECATED_AFTER_NEW_MAP","DIPS","평행봉 딥스","대표 연구","Y","SCORED_RESEARCH_DRAFT","4","lu_63101fe8b2|lu_a706efdddb|lu_bdb58738eb|lu_dec56c15d8","jc_6e7ae18e56|jc_eadfb381fa","tissue_5a830323a8|tissue_7c9fa6743b|tissue_8e5c3b2414|tissue_a19cc622c3|tissue_aadec158d8|tissue_e30af10e4a|tissue_e8f0be87e6","4","SMOOTH_CYCLE","BODYWEIGHT_REPETITION","유효체중·회","(bodyWeight + addedWeight) × reps × sets × ROM × effortModifier","1781278881407","몸을 약간 앞으로 기울여 내려갔다가 밀어 올린다. 고전 보디빌딩 루틴에서 가슴과 삼두 보강에 자주 쓰인다."
"23","UPPER_95","ex_d20b7487","라잉 트라이셉스 익스텐션","UPPER","근력운동","ISOLATION","ELBOW_EXTENSION|TRICEPS_ISOLATION|ARM_ACCESSORY","ACCESSORY","BILATERAL","SAGITTAL","EZ바|덤벨","삼두근 장두","전완근/어깨안정근","SHOULDER_STABILITY_LIGHT","","ELBOW|SHOULDER","DEPRECATED_AFTER_NEW_MAP","TRICEPS_LYING","라잉 팔꿈치 신전","운동군 전이","N","SCORED_RESEARCH_DRAFT","5","lu_63101fe8b2|lu_6573d7bf8a|lu_a706efdddb|lu_c11995f705|lu_dec56c15d8","jc_0876f954f2|jc_6e7ae18e56|jc_eadfb381fa","tissue_1e675db416|tissue_5a830323a8|tissue_7c9fa6743b|tissue_8e5c3b2414|tissue_a19cc622c3|tissue_ba1d866e61|tissue_c60f2bd1f5|tissue_e1c9db452e|tissue_e30af10e4a|tissue_fcc58a85e8","5","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","누운 상태에서 팔꿈치를 굽혀 이마 뒤쪽으로 내렸다가 편다. 팔꿈치가 벌어지지 않게 통제한다."
"24","LOWER_90","ex_b4b198de","래터럴 런지","LOWER","근력운동","LOWER_BODY","KNEE_DOMINANT|LOWER_BODY_STRENGTH|LUNGE_PATTERN|UNILATERAL_LOWER|FRONTAL_PLANE_LOWER|ADDUCTOR_GLUTE_SUPPORT","STRENGTH","ALTERNATING","FRONTAL","덤벨|맨몸","내전근/둔근/대퇴사두근","햄스트링/코어","","PELVIC_STABILITY","HIP|KNEE","DEPRECATED_AFTER_NEW_MAP","KNEE_DOMINANT","","기존 30개 확장","Y","EXISTING_SCORE_MIGRATED","14","lu_348ac6b7a6|lu_36ba10a736|lu_3d242daa59|lu_9a06d0adb2|lu_a18a644473|lu_a7dd63adb6|lu_a9651bd8d7|lu_bf3f500760|lu_d7b54824bb|lu_d967354bce|lu_f4005dd228|lu_ff22c06225|lu_ff559f42cd","jc_209871f411|jc_4201fb72f3|jc_ad7382e4b2|jc_ae763d5994","tissue_05c4dec746|tissue_06987e1084|tissue_192d105b4a|tissue_1eaf4d14d8|tissue_21a56b379e|tissue_23a874341a|tissue_50091b2878|tissue_7545ba6787|tissue_7f007308a0|tissue_816066da61|tissue_8dc13da436|tissue_91887f185f|tissue_c9d3826a11|tissue_e1557ece2b|tissue_eaf49ec189|tissue_f41bde5976","13","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier. 템포 지속시간은 필요 시 별도 duration modifier.","1781278881407","옆으로 크게 디뎌 한쪽 다리를 접고 반대쪽은 길게 편다. 사이드 스텝과 측면 감속 능력 보강에 좋다."
"25","UPPER_95","ex_dc9e5953","랫풀다운","UPPER","근력운동","PULL","PULL_VERTICAL|BACK_STRENGTH|SCAPULAR_CONTROL","STRENGTH","BILATERAL","FRONTAL","케이블|머신","광배근","이두근/하부승모근","SCAPULAR_DEPRESSION|SCAPULAR_RETRACTION","","SHOULDER|ELBOW","DEPRECATED_AFTER_NEW_MAP","LAT_PULLDOWN","랫풀다운","대표 연구","Y","SCORED_RESEARCH_DRAFT","21","lu_0a858e59a0|lu_0fff8b2ee4|lu_1b115c8b4f|lu_211533cb7a|lu_3298f78330|lu_3e640e59e9|lu_3f748b96b1|lu_4a4649760b|lu_52a0b0ba44|lu_641c50bab9|lu_6573d7bf8a|lu_6e950505da|lu_8af4d2c3e7|lu_8df6cfe570|lu_9cf6b4fc69|lu_9db157ba90|lu_a706efdddb|lu_b929d8ffe5|lu_c11995f705|lu_d5838e52ca|lu_dec56c15d8","jc_0876f954f2|jc_5c5aab6f67|jc_6e7ae18e56|jc_9caf42a031|jc_eadfb381fa|jc_ffd0b0e192","tissue_1e675db416|tissue_228c25da18|tissue_2e1ef7f7e0|tissue_34a9253eea|tissue_36333205dc|tissue_4360531007|tissue_45c03145ee|tissue_514b348f95|tissue_5a830323a8|tissue_5e2ccec798|tissue_602356a435|tissue_6ab8c8af59|tissue_70a3bb1152|tissue_7b4b07fabb|tissue_86a1e65e56|tissue_8d017eed91|tissue_8e5c3b2414|tissue_95b1b0da1b|tissue_976c1a9c26|tissue_9ab4c9cc90|tissue_a19cc622c3|tissue_a5051659e6|tissue_b30624a2b0|tissue_ba1d866e61|tissue_bda5f6c880|tissue_c1221f5e4e|tissue_c1250f12e6|tissue_c60f2bd1f5|tissue_c98e4f0e0c|tissue_caedb51e8e|tissue_e1c9db452e|tissue_e30af10e4a|tissue_e9120f4563|tissue_ed3eafe58e|tissue_ee46bd1740|tissue_fcc58a85e8","21","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","랫풀다운: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 광배근이고, 이두근/하부승모근이 흔들리지 않게 보조한다."
"26","LOWER_90","ex_64644b5e","런지","LOWER","근력운동","LOWER_BODY","KNEE_DOMINANT|LOWER_BODY_STRENGTH|LUNGE_PATTERN|UNILATERAL_LOWER","STRENGTH","ALTERNATING","SAGITTAL","덤벨|맨몸","대퇴사두근/둔근","햄스트링/코어","","PELVIC_STABILITY","HIP|KNEE","DEPRECATED_AFTER_NEW_MAP","KNEE_DOMINANT","","기존 30개 확장","Y","EXISTING_SCORE_MIGRATED","13","lu_2d44aafe1e|lu_348ac6b7a6|lu_3d242daa59|lu_7d200f36f3|lu_9a06d0adb2|lu_a18a644473|lu_a7dd63adb6|lu_a9651bd8d7|lu_bf3f500760|lu_d7b54824bb|lu_d967354bce|lu_f4005dd228|lu_ff559f42cd","jc_209871f411|jc_4201fb72f3|jc_6326ea19a8|jc_ad7382e4b2|jc_ae763d5994","tissue_01df1d3a7f|tissue_06987e1084|tissue_1eaf4d14d8|tissue_21a56b379e|tissue_23a874341a|tissue_50091b2878|tissue_7545ba6787|tissue_7f007308a0|tissue_816066da61|tissue_8ce649f960|tissue_8dc13da436|tissue_91887f185f|tissue_c9d3826a11|tissue_f41bde5976","13","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier. 템포 지속시간은 필요 시 별도 duration modifier.","1781278881407","런지: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 대퇴사두근/둔근이고, 햄스트링/코어이 흔들리지 않게 보조한다."
"27","LOWER_90","ex_b78a8f95","레그 익스텐션","LOWER","근력운동","ISOLATION","KNEE_EXTENSION|QUAD_ISOLATION","ACCESSORY","BILATERAL","SAGITTAL","레그익스텐션 머신","대퇴사두근","무릎안정근","","","KNEE","DEPRECATED_AFTER_NEW_MAP","KNEE_EXTENSION","","기존 30개 확장","Y","EXISTING_SCORE_MIGRATED","7","lu_3d242daa59|lu_7d200f36f3|lu_9a06d0adb2|lu_9b1d33a6fa|lu_bf3f500760|lu_d7b54824bb|lu_f4005dd228","jc_4201fb72f3|jc_ad7382e4b2","tissue_01df1d3a7f|tissue_23a874341a|tissue_5e8a64ca23|tissue_7545ba6787|tissue_816066da61|tissue_8dc13da436|tissue_91887f185f|tissue_e6b6f00bf8|tissue_ebf759c79b","7","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier. 템포 지속시간은 필요 시 별도 duration modifier.","1781278881407","무릎을 펴 대퇴사두근을 수축한다. 스쿼트 후 대퇴사두근 볼륨을 더할 때 가볍게 통제한다."
"28","LOWER_90","ex_2822ec2e","레그 컬","LOWER","근력운동","ISOLATION","KNEE_FLEXION|HAMSTRING_STRENGTH","ACCESSORY","BILATERAL","SAGITTAL","레그컬 머신","햄스트링","종아리/무릎안정근","","","KNEE","DEPRECATED_AFTER_NEW_MAP","KNEE_FLEXION","","신규 연구","N","EXISTING_SCORE_MIGRATED","7","lu_27b4a0df1d|lu_3d242daa59|lu_6079674d30|lu_7d200f36f3|lu_9a06d0adb2|lu_9b1d33a6fa|lu_bf3f500760","jc_4201fb72f3|jc_ad7382e4b2|jc_ae763d5994","tissue_01df1d3a7f|tissue_23a874341a|tissue_3d6a091a08|tissue_5e8a64ca23|tissue_8dc13da436|tissue_91887f185f|tissue_bacab6a4b8|tissue_e4bd028575|tissue_e6b6f00bf8|tissue_ea550bfa51|tissue_ebf759c79b","7","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier. 템포 지속시간은 필요 시 별도 duration modifier.","1781278881407","머신에서 무릎을 굽혀 햄스트링을 수축한다. 하체 후면 볼륨과 무릎 안정성 보완에 좋다."
