"seedId","title","authorsOrLeadAuthor","year","journal","pmid","pmcid","doi","kciArticleId","language","targetComplexIds","targetTissueIds","candidateAxes","reportedMetrics","exerciseConditions","evidenceRelationCandidate","sourcePriority","accessStatus","verificationStatus","publicationIntegrityStatus","intendedUse","knownLimitations","notes"
"TISSUE_MTC_SEED_109","Hybrid Fixation Restores Tibiofibular Kinematics for Early Weightbearing After Syndesmotic Injury","Patel NK|Chan C|Murphy CI|Debski RE|Musahl V|Hogan MV","2020","Orthopaedic journal of sports medicine","32953921","PMC7485153","10.1177/2325967120946744","","en","SYNDESMOTIC_ROTATIONAL_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","VALIDATED_INTERNAL_MODEL","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_110","Biomechanical Comparison of 3 Current Ankle Syndesmosis Repair Techniques","Clanton TO|Whitlow SR|Williams BT|Liechti DJ|Backus JD|Dornan GJ|Saroki AJ|Turnbull TL|LaPrade RF","2017","Foot & ankle international","27672016","","10.1177/1071100716666278","","en","SYNDESMOTIC_ROTATIONAL_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","VALIDATED_INTERNAL_MODEL","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_111","Primary cadaveric and finite-element studies of AITFL, PITFL, and interosseous-ligament force","","","","","","","","en","SYNDESMOTIC_ROTATIONAL_COMPLEX","AITFL|PITFL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","FINITE_ELEMENT_MECHANISM","DISCOVERY","IDENTIFIER_NOT_REPORTED","UNVERIFIED_SEED","NOT_CHECKED","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Discover and verify from the above sources","Prompt section 19.9; research lead only; no claim or approval."
"TISSUE_MTC_SEED_112","A closed-loop cadaveric foot and ankle loading model","Hansen ML|Otis JC|Kenneally SM|Deland JT","2001","Journal of biomechanics","11266681","","10.1016/s0021-9290(00)00223-2","","en","MEDIAL_ANKLE_ARCH_COMPLEX","ACHILLES_TENDON|POSTERIOR_TIBIAL_TENDON|SPRING_LIGAMENT_COMPLEX","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CADAVERIC_MECHANISM","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Verify exact title","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_113","Posterior Tibial Tendon Force Required During Early Heel Rise","","","","","","","","en","MEDIAL_ANKLE_ARCH_COMPLEX","POSTERIOR_TIBIAL_TENDON","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","INDEXED_ABSTRACT_CANDIDATE","UNVERIFIED_SEED","NOT_CHECKED","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Verify title, PMID, and DOI","Prompt section 19.10; research lead only; no claim or approval."
"TISSUE_MTC_SEED_114","The effects of sectioning the spring ligament on rearfoot stability and posterior tibial tendon efficiency","Jennings MM|Christensen JC","2008","The Journal of foot and ankle surgery : official publication of the American College of Foot and Ankle Surgeons","18455668","","10.1053/j.jfas.2008.02.002","","en","MEDIAL_ANKLE_ARCH_COMPLEX","SPRING_LIGAMENT_COMPLEX","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Verify exact title","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_115","Peritalar Kinematics With Combined Deltoid-Spring Ligament Reconstruction in Simulated Advanced Adult Acquired Flatfoot Deformity","MacDonald A|Ciufo D|Vess E|Knapp E|Awad HA|Ketz JP|Flemister AS|Oh I","2020","Foot & ankle international","32495639","","10.1177/1071100720929004","","en","MEDIAL_ANKLE_ARCH_COMPLEX","SPRING_LIGAMENT_COMPLEX","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Verify exact title","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_116","Deltoid-Spring Ligament Reconstruction in Adult Acquired Flatfoot Deformity With Medial Peritalar Instability","Brodell JD Jr|MacDonald A|Perkins JA|Deland JT|Oh I","2019","Foot & ankle international","30902021","","10.1177/1071100719839176","","en","MEDIAL_ANKLE_ARCH_COMPLEX","SPRING_LIGAMENT_COMPLEX","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_117","Anatomical reconstruction of the spring ligament complex: ""internal brace"" augmentation","Acevedo J|Vora A","2013","Foot & ankle specialist","23925791","","10.1177/1938640013499404","","en","MEDIAL_ANKLE_ARCH_COMPLEX","SPRING_LIGAMENT_COMPLEX","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_118","Primary cadaveric studies of posterior tibial tendon, spring ligament, and deltoid ligament under pronation and eversion","","","","","","","","en","MEDIAL_ANKLE_ARCH_COMPLEX","POSTERIOR_TIBIAL_TENDON|SPRING_LIGAMENT_COMPLEX","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CADAVERIC_MECHANISM","DISCOVERY","IDENTIFIER_NOT_REPORTED","UNVERIFIED_SEED","NOT_CHECKED","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Discover and verify - Separate healthy, flatfoot, and surgical conditions","Prompt section 19.10; research lead only; no claim or approval."
"TISSUE_MTC_SEED_119","바벨 백 스쿼트 시 운동 속도 조건에 따른 하지 근 활성도 및 무릎 관절의 부하량 비교","","","","","","10.5103/KJAB.2024.34.1.25","ART003058005","ko","LOWER_LIMB_CONTEXT_ONLY","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","KCI_INDEX_CANDIDATE","UNVERIFIED_SEED","NOT_CHECKED","squat-speed C/T context","Independent source and protocol verification required before extraction.","Prompt section 19.11; research lead only; no claim or approval."
"TISSUE_MTC_SEED_120","여성들의 나이가 한 발 드롭 착지 시 비접촉성 전방십자인대 부상 위험 요인에 미치는 영향","","","","","","10.24985/kjss.2011.22.1.1693","ART001539103","ko","LOWER_LIMB_CONTEXT_ONLY","KNEE_ACL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","KCI_INDEX_CANDIDATE","UNVERIFIED_SEED","NOT_CHECKED","landing-age context","- Not direct ACL strain","Prompt section 19.11; research lead only; no claim or approval."
"TISSUE_MTC_SEED_121","무릎 신전근 피로 수준이 외발 드롭 착지 시 무릎 관절 안정성에 미치는 영향","","","","","","","ART002933681","ko","LOWER_LIMB_CONTEXT_ONLY","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","KCI_INDEX_CANDIDATE","UNVERIFIED_SEED","NOT_CHECKED","fatigue-context modifier","Independent source and protocol verification required before extraction.","Prompt section 19.11; research lead only; no claim or approval."
"TISSUE_MTC_SEED_122","하지 운동 상해 예방 동영상 교육이 방향전환 동작 시 무릎관절의 운동역학적 변인에 미치는 영향","","","","","","","ART003045285","ko","LOWER_LIMB_CONTEXT_ONLY","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","KCI_INDEX_CANDIDATE","UNVERIFIED_SEED","NOT_CHECKED","cutting and instruction modifier","Independent source and protocol verification required before extraction.","Prompt section 19.11; research lead only; no claim or approval."
"TISSUE_MTC_SEED_123","양발 드롭랜딩 시 만성적인 발목 불안정성 유무에 따른 하지 주요 관절의 역학적 특성","","","","","","","ART002735579","ko","LOWER_LIMB_CONTEXT_ONLY","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","KCI_INDEX_CANDIDATE","UNVERIFIED_SEED","NOT_CHECKED","chronic-ankle-instability landing context","Independent source and protocol verification required before extraction.","Prompt section 19.11; research lead only; no claim or approval."
"TISSUE_MTC_SEED_124","높이에 따른 두발 착지동작 후 점프동작 시 무릎관절의 부하 변화: 전방십자인대 부상을 중심으로","","","","","","","ART002381523","ko","LOWER_LIMB_CONTEXT_ONLY","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","KCI_INDEX_CANDIDATE","UNVERIFIED_SEED","NOT_CHECKED","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Verify exact metadata","Prompt section 19.11; research lead only; no claim or approval."
"TISSUE_MTC_SEED_125","착지 후 점프 시 높이가 하지 관절의 변화와 부상기전에 미치는 영향","","","","","","","ART001650879","ko","LOWER_LIMB_CONTEXT_ONLY","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","KCI_INDEX_CANDIDATE","UNVERIFIED_SEED","NOT_CHECKED","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Verify exact metadata","Prompt section 19.11; research lead only; no claim or approval."
"TISSUE_MTC_SEED_126","낙하 높이와 지면 반발계수가 착지 시 수직지면반력, 관절 각속도, 모멘트 및 근 활성도에 미치는 영향","","","","","","","ART001768636","ko","LOWER_LIMB_CONTEXT_ONLY","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","KCI_INDEX_CANDIDATE","UNVERIFIED_SEED","NOT_CHECKED","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","Prompt section 19.11; research lead only; no claim or approval."
"TISSUE_MTC_SEED_127","무릎 관절 근육 피로와 과체중이 착지 시 하지 관절의 각변위와 모멘트에 미치는 영향","","","","","","","ART001753976","ko","LOWER_LIMB_CONTEXT_ONLY","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","KCI_INDEX_CANDIDATE","UNVERIFIED_SEED","NOT_CHECKED","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","Prompt section 19.11; research lead only; no claim or approval."
"TISSUE_MTC_SEED_128","성인 여성의 외발 착지 동작 시 무릎관절 근육 피로와 과체중이 충격 흡수에 미치는 영향","","","","","","","ART001862320","ko","LOWER_LIMB_CONTEXT_ONLY","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","KCI_INDEX_CANDIDATE","UNVERIFIED_SEED","NOT_CHECKED","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","Prompt section 19.11; research lead only; no claim or approval."
"TISSUE_MTC_SEED_129","드롭 착지 시 인솔 착용이 하지 합성 관절 모멘트 및 근활성도에 미치는 영향","","","","","","","ART002031376","ko","LOWER_LIMB_CONTEXT_ONLY","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","KCI_INDEX_CANDIDATE","UNVERIFIED_SEED","NOT_CHECKED","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","Prompt section 19.11; research lead only; no claim or approval."
"TISSUE_MTC_SEED_130","Korean chronic-ankle-instability postural-control or center-of-pressure studies","","","","","","","","ko","LOWER_LIMB_CONTEXT_ONLY","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","DISCOVERY","KCI_INDEX_CANDIDATE","UNVERIFIED_SEED","NOT_CHECKED","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Discover and verify exact sources","Prompt section 19.11; research lead only; no claim or approval."
