"profileId","biomechanicalMovementFamily","complexId","axis","operationalScore","provenanceTier","confidence","rubricId","coefficientSetId"
"MTC_FAMILY_RUNNING_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C","RUNNING","POSTERIOR_KNEE_HAMSTRING_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_RUNNING_ANKLE_PROPULSION_IMPACT_COMPLEX_M","RUNNING","ANKLE_PROPULSION_IMPACT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_RUNNING_ANKLE_PROPULSION_IMPACT_COMPLEX_T","RUNNING","ANKLE_PROPULSION_IMPACT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_RUNNING_ANKLE_PROPULSION_IMPACT_COMPLEX_C","RUNNING","ANKLE_PROPULSION_IMPACT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_SQUAT_KNEE_EXTENSOR_CONTACT_COMPLEX_M","SQUAT","KNEE_EXTENSOR_CONTACT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_SQUAT_KNEE_EXTENSOR_CONTACT_COMPLEX_T","SQUAT","KNEE_EXTENSOR_CONTACT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_SQUAT_KNEE_EXTENSOR_CONTACT_COMPLEX_C","SQUAT","KNEE_EXTENSOR_CONTACT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_SQUAT_KNEE_MENISCAL_CARTILAGE_COMPLEX_M","SQUAT","KNEE_MENISCAL_CARTILAGE_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_MENISCAL_CARTILAGE_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_SQUAT_KNEE_MENISCAL_CARTILAGE_COMPLEX_T","SQUAT","KNEE_MENISCAL_CARTILAGE_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_MENISCAL_CARTILAGE_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_SQUAT_KNEE_MENISCAL_CARTILAGE_COMPLEX_C","SQUAT","KNEE_MENISCAL_CARTILAGE_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_MENISCAL_CARTILAGE_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_SQUAT_CRUCIATE_LIGAMENT_COMPLEX_M","SQUAT","CRUCIATE_LIGAMENT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CRUCIATE_LIGAMENT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_SQUAT_CRUCIATE_LIGAMENT_COMPLEX_T","SQUAT","CRUCIATE_LIGAMENT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CRUCIATE_LIGAMENT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_SQUAT_CRUCIATE_LIGAMENT_COMPLEX_C","SQUAT","CRUCIATE_LIGAMENT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CRUCIATE_LIGAMENT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_SQUAT_ANKLE_PROPULSION_IMPACT_COMPLEX_M","SQUAT","ANKLE_PROPULSION_IMPACT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_SQUAT_ANKLE_PROPULSION_IMPACT_COMPLEX_T","SQUAT","ANKLE_PROPULSION_IMPACT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_SQUAT_ANKLE_PROPULSION_IMPACT_COMPLEX_C","SQUAT","ANKLE_PROPULSION_IMPACT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_STEP_UP_KNEE_EXTENSOR_CONTACT_COMPLEX_M","STEP_UP","KNEE_EXTENSOR_CONTACT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_STEP_UP_KNEE_EXTENSOR_CONTACT_COMPLEX_T","STEP_UP","KNEE_EXTENSOR_CONTACT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_STEP_UP_KNEE_EXTENSOR_CONTACT_COMPLEX_C","STEP_UP","KNEE_EXTENSOR_CONTACT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_STEP_UP_KNEE_MENISCAL_CARTILAGE_COMPLEX_M","STEP_UP","KNEE_MENISCAL_CARTILAGE_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_MENISCAL_CARTILAGE_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_STEP_UP_KNEE_MENISCAL_CARTILAGE_COMPLEX_T","STEP_UP","KNEE_MENISCAL_CARTILAGE_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_MENISCAL_CARTILAGE_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_STEP_UP_KNEE_MENISCAL_CARTILAGE_COMPLEX_C","STEP_UP","KNEE_MENISCAL_CARTILAGE_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_MENISCAL_CARTILAGE_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_STEP_UP_CRUCIATE_LIGAMENT_COMPLEX_M","STEP_UP","CRUCIATE_LIGAMENT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CRUCIATE_LIGAMENT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_STEP_UP_CRUCIATE_LIGAMENT_COMPLEX_T","STEP_UP","CRUCIATE_LIGAMENT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CRUCIATE_LIGAMENT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_STEP_UP_CRUCIATE_LIGAMENT_COMPLEX_C","STEP_UP","CRUCIATE_LIGAMENT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CRUCIATE_LIGAMENT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_STEP_UP_ANKLE_PROPULSION_IMPACT_COMPLEX_M","STEP_UP","ANKLE_PROPULSION_IMPACT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_STEP_UP_ANKLE_PROPULSION_IMPACT_COMPLEX_T","STEP_UP","ANKLE_PROPULSION_IMPACT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_STEP_UP_ANKLE_PROPULSION_IMPACT_COMPLEX_C","STEP_UP","ANKLE_PROPULSION_IMPACT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_STEP_UP_MEDIAL_ANKLE_ARCH_COMPLEX_M","STEP_UP","MEDIAL_ANKLE_ARCH_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_MEDIAL_ANKLE_ARCH_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_STEP_UP_MEDIAL_ANKLE_ARCH_COMPLEX_T","STEP_UP","MEDIAL_ANKLE_ARCH_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_MEDIAL_ANKLE_ARCH_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_STEP_UP_MEDIAL_ANKLE_ARCH_COMPLEX_C","STEP_UP","MEDIAL_ANKLE_ARCH_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_MEDIAL_ANKLE_ARCH_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
