"exerciseStableKey","운동명","bodyRegion","category","forceType","movementCategory","executionLaterality(D_CONTEXT_ONLY)","defaultProtocolClass","diProfileId","functionalCurveId","jointProtectionCurveId","fastMechanicalCurveId","biologicalCurveRouting","runtimeFlags","mappingStatus","scoreAuthority"
"ex_1a4858d7","농구","WHOLE_BODY","스포츠","SPORT","SPORT","MULTIDIRECTIONAL","COURT_SPORT_SESSION","DI_SPORT_SESSION","RCV_FUNC_ENDURANCE_HARD","RCV_JOINT_PROTECTION_COD","RCV_LIGAMENT_FAST_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","COD_OPTIONAL|JUMPS_OPTIONAL","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_aca9d312","러닝 풋살","WHOLE_BODY","스포츠","SPORT","SPORT","MULTIDIRECTIONAL","FIELD_SPORT_SESSION","DI_SPORT_SESSION","RCV_FUNC_ENDURANCE_HARD","RCV_JOINT_PROTECTION_COD","RCV_LIGAMENT_FAST_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","COD_OPTIONAL|SPRINTS_OPTIONAL","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_ae9ecdbc","배드민턴","WHOLE_BODY","스포츠","SPORT","SPORT","MULTIDIRECTIONAL","BADMINTON_SESSION","DI_SPORT_SESSION","RCV_FUNC_ENDURANCE_HARD","RCV_JOINT_PROTECTION_COD","RCV_LIGAMENT_FAST_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","COD_OPTIONAL|RALLIES_OPTIONAL|STROKES_OPTIONAL|UPPER_AND_LOWER_EVENT_ROUTING","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_badminton_lesson","배드민턴 레슨","WHOLE_BODY","스포츠","SPORT","SPORT","MULTIDIRECTIONAL","BADMINTON_LESSON","DI_SPORT_SESSION","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_COD","RCV_LIGAMENT_FAST_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","COD_OPTIONAL|DRILL_COMPOSITION_REQUIRED|STROKES_OPTIONAL|UPPER_AND_LOWER_EVENT_ROUTING","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_1a4bbdcf","축구","WHOLE_BODY","스포츠","SPORT","SPORT","MULTIDIRECTIONAL","FIELD_SPORT_SESSION","DI_SPORT_SESSION","RCV_FUNC_ENDURANCE_HARD","RCV_JOINT_PROTECTION_COD","RCV_LIGAMENT_FAST_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","COD_OPTIONAL|SPRINTS_OPTIONAL","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_2f3b56d0","테니스","WHOLE_BODY","스포츠","SPORT","SPORT","MULTIDIRECTIONAL","RACKET_SPORT_SESSION","DI_SPORT_SESSION","RCV_FUNC_ENDURANCE_HARD","RCV_SHOULDER_SENSORIMOTOR_24","RCV_LIGAMENT_FAST_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","COD_OPTIONAL|OVERHEAD_STROKES_OPTIONAL|UPPER_AND_LOWER_EVENT_ROUTING","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_74c2d13b","계단 오르기","LOWER","유산소운동","CARDIO","CARDIO","CYCLIC","STAIR_ENDURANCE","DI_CARDIO_TIME","RCV_FUNC_ENDURANCE_HARD","RCV_JOINT_PROTECTION_COD","RCV_CARTILAGE_FAST_LOWER","BY_LOAD_UNIT_RECOVERY_CLASS","DESCENT_CONTEXT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_681d9ed2","러닝","CARDIO","유산소운동","CARDIO","CARDIO","CYCLIC","RUNNING_STEADY","DI_RUNNING","RCV_FUNC_ENDURANCE_SHORT","RCV_JOINT_PROTECTION_SHORT","RCV_CARTILAGE_FAST_LOWER","BY_LOAD_UNIT_RECOVERY_CLASS","SESSION_SPIKE_CHECK","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_d7c90536","로잉머신","WHOLE_BODY","유산소운동","CARDIO","CARDIO","CYCLIC","ROWING_CYCLIC","DI_CARDIO_TIME","RCV_FUNC_ENDURANCE_SHORT","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","GRIP_CONTEXT|STROKE_RATE_OPTIONAL","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_681eed4a","수영","WHOLE_BODY","유산소운동","CARDIO","CARDIO","CYCLIC","SWIMMING_OVERHEAD_CYCLIC","DI_CARDIO_TIME","RCV_FUNC_ENDURANCE_HARD","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","SHOULDER_SYMPTOM_OVERRIDE|STROKE_COUNT_OPTIONAL|STROKE_TYPE_REQUIRED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_ab918e2b","실내 자전거","LOWER","유산소운동","CARDIO","CARDIO","CYCLIC","CARDIO_LOW_IMPACT_CYCLIC","DI_CARDIO_TIME","RCV_FUNC_ENDURANCE_SHORT","RCV_JOINT_PROTECTION_SHORT","RCV_CARTILAGE_FAST_LOWER","BY_LOAD_UNIT_RECOVERY_CLASS","INTERVAL_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_faae2044","인터벌 러닝","CARDIO","유산소운동","CARDIO","CARDIO","CYCLIC","RUNNING_INTERVAL","DI_RUNNING","RCV_FUNC_ENDURANCE_HARD","RCV_JOINT_PROTECTION_COD","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","SESSION_SPIKE_CHECK|SPRINT_MINUTES","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_9bd6dddb","줄넘기","LOWER","유산소운동","CARDIO_PLYOMETRIC","CARDIO","CYCLIC","REPETITIVE_IMPACT_CARDIO","DI_CONTACT","RCV_FUNC_ENDURANCE_HARD","RCV_JOINT_PROTECTION_COD","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","CONTACTS_REQUIRED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"med_ball_side_throw","메디신볼 사이드 스로우","WHOLE_BODY","기능성운동","ROTATION","POWER","UNILATERAL","MEDBALL_ROTATIONAL_POWER","DI_THROW_POWER","RCV_FUNC_BALLISTIC_POWER","RCV_SHOULDER_SENSORIMOTOR_24","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","GRIP_CONTEXT|THROWS_REQUIRED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"med_ball_rotational_scoop_toss","메디신볼 로테이셔널 스쿱 토스","WHOLE_BODY","기능성운동","ROTATION","POWER","UNILATERAL","MEDBALL_ROTATIONAL_POWER","DI_THROW_POWER","RCV_FUNC_BALLISTIC_POWER","RCV_SHOULDER_SENSORIMOTOR_24","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","THROWS_REQUIRED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"med_ball_rotational_slam","메디신볼 로테이셔널 슬램","WHOLE_BODY","기능성운동","ROTATION","POWER","UNILATERAL","MEDBALL_ROTATIONAL_POWER","DI_THROW_POWER","RCV_FUNC_BALLISTIC_POWER","RCV_SHOULDER_SENSORIMOTOR_24","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","SHOULDER_SYMPTOM_OVERRIDE|THROWS_REQUIRED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"med_ball_overhead_slam","메디신볼 오버헤드 슬램","WHOLE_BODY","기능성운동","POWER","POWER","BILATERAL","MEDBALL_OVERHEAD_POWER","DI_THROW_POWER","RCV_FUNC_BALLISTIC_POWER","RCV_SHOULDER_OVERHEAD_72","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","OVERHEAD_VOLUME|SHOULDER_SYMPTOM_OVERRIDE|THROWS_REQUIRED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"med_ball_chest_pass","메디신볼 체스트 패스","WHOLE_BODY","기능성운동","POWER","POWER","BILATERAL","MEDBALL_HORIZONTAL_POWER","DI_THROW_POWER","RCV_FUNC_BALLISTIC_POWER","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","MAX_INTENT_REQUIRED|THROWS_REQUIRED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"medicine_ball_rotational_throw","메디신볼 로테이셔널 스로우","WHOLE_BODY","기능성운동","ROTATION","POWER","UNILATERAL","MEDBALL_ROTATIONAL_POWER","DI_THROW_POWER","RCV_FUNC_BALLISTIC_POWER","RCV_SHOULDER_SENSORIMOTOR_24","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","GRIP_CONTEXT|THROWS_REQUIRED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"medicine_ball_side_slam","메디신볼 사이드 슬램","WHOLE_BODY","기능성운동","ROTATION","POWER","UNILATERAL","MEDBALL_ROTATIONAL_POWER","DI_THROW_POWER","RCV_FUNC_BALLISTIC_POWER","RCV_SHOULDER_SENSORIMOTOR_24","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","SHOULDER_SYMPTOM_OVERRIDE|THROWS_REQUIRED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"medicine_ball_three_step_acceleration_throw","메디신볼 3스텝 가속 던지기","WHOLE_BODY","기능성운동","POWER","POWER","UNILATERAL","MEDBALL_ROTATIONAL_POWER","DI_THROW_POWER","RCV_FUNC_BALLISTIC_POWER","RCV_SHOULDER_SENSORIMOTOR_24","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","THROWS_REQUIRED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"medicine_ball_three_step_deceleration_throw","메디신볼 3스텝 감속 던지기","WHOLE_BODY","기능성운동","DECELERATION_DIRECT","POWER","UNILATERAL","MEDBALL_ROTATIONAL_POWER","DI_THROW_POWER","RCV_FUNC_BALLISTIC_POWER","RCV_SHOULDER_SENSORIMOTOR_24","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","THROWS_REQUIRED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"cable_woodchop","케이블 우드찹","WHOLE_BODY","기능성운동","ROTATION","SUPPORT","UNILATERAL","TRUNK_ROTATION_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"cable_lift","케이블 리프트","WHOLE_BODY","기능성운동","ROTATION","SUPPORT","UNILATERAL","TRUNK_ROTATION_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"band_woodchop","밴드 우드찹","WHOLE_BODY","기능성운동","ROTATION","SUPPORT","UNILATERAL","TRUNK_ROTATION_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"band_lift","밴드 리프트","WHOLE_BODY","기능성운동","ROTATION","SUPPORT","UNILATERAL","TRUNK_ROTATION_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"landmine_rotation","랜드마인 로테이션","WHOLE_BODY","기능성운동","ROTATION","POWER","BILATERAL","ROTATIONAL_POWER_LOADED","DI_WEIGHTED_REP","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","MAX_INTENT_REQUIRED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"landmine_rainbow","랜드마인 레인보우","WHOLE_BODY","기능성운동","ROTATION","POWER","BILATERAL","ROTATIONAL_POWER_LOADED","DI_WEIGHTED_REP","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","MAX_INTENT_REQUIRED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"landmine_anti_rotation","랜드마인 안티로테이션","WHOLE_BODY","기능성운동","ANTI_ROTATION","SUPPORT","BILATERAL","TRUNK_ROTATION_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"plate_rotational_press_out","플레이트 로테이셔널 프레스아웃","WHOLE_BODY","기능성운동","ANTI_ROTATION","SUPPORT","UNILATERAL","TRUNK_ROTATION_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","SHOULDER_SYMPTOM_OVERRIDE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"dumbbell_woodchop","덤벨 우드찹","WHOLE_BODY","기능성운동","ROTATION","SUPPORT","UNILATERAL","TRUNK_ROTATION_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"kettlebell_halo","케틀벨 헤일로","UPPER","기능성운동","MOTOR_CONTROL","MOBILITY","BILATERAL","UPPER_SCAP_ROTATOR_CONTROL","DI_WEIGHTED_REP","RCV_FUNC_VERY_LIGHT","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","PAIN_OVERRIDE|SHOULDER_SYMPTOM_OVERRIDE|TECHNIQUE_QUALITY","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"vipr_rotational_lift","바이퍼 로테이셔널 리프트","WHOLE_BODY","기능성운동","ROTATION","POWER","UNILATERAL","ROTATIONAL_POWER_LOADED","DI_WEIGHTED_REP","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","MAX_INTENT_REQUIRED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"vipr_chop","바이퍼 찹","WHOLE_BODY","기능성운동","ROTATION","POWER","UNILATERAL","ROTATIONAL_POWER_LOADED","DI_WEIGHTED_REP","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","MAX_INTENT_REQUIRED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"vipr_shovel_scoop","바이퍼 셔블 / 스쿱","WHOLE_BODY","기능성운동","ROTATION","POWER","UNILATERAL","ROTATIONAL_POWER_LOADED","DI_WEIGHTED_REP","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","MAX_INTENT_REQUIRED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"vipr_step_and_rotate","바이퍼 스텝 앤 로테이트","WHOLE_BODY","기능성운동","ROTATION","POWER","UNILATERAL","ROTATIONAL_POWER_LOADED","DI_WEIGHTED_REP","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","MAX_INTENT_REQUIRED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"vipr_rotational_press_out","바이퍼 로테이셔널 프레스아웃","WHOLE_BODY","기능성운동","ROTATION","SUPPORT","UNILATERAL","TRUNK_ROTATION_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","SHOULDER_SYMPTOM_OVERRIDE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
