exerciseStableKey,exerciseNameKo,identityStatus,transferLevel,transferTypeCodes,skillTargetCodes,physicalQualityCodes,courtMovementTypeCodes,transferConfidence,sourceStableKey,inheritanceSourceStableKey,identityResolution,reviewStatus,evidenceSource,provenance,notes
ex_dd16e07a,스트레칭,SELECTABLE_CANONICAL,NONE,NONE,NONE,NONE,NONE,NONE,ex_dd16e07a,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_de46b7f6,바벨 로우,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,LOW,ex_de46b7f6,,RETAINED_CANONICAL,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_debf6a8b,다이아몬드 푸시업,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,SHOULDER_DURABILITY,NONE,LOW,ex_debf6a8b,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_deca2b61,벤치 딥스,SELECTABLE_CANONICAL,NONE,NONE,NONE,NONE,NONE,NONE,ex_deca2b61,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_df966b45,점프 런지,SELECTABLE_CANONICAL,SUPPORTIVE,LOWER_BODY_SUPPORTIVE,CHANGE_OF_DIRECTION|FIRST_STEP,ACCELERATION|DECELERATION|FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|REACTIVE_AGILITY|SINGLE_LEG_STABILITY,NONE,MEDIUM,ex_df966b45,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_e0b1e364,원암 덤벨 RDL,SELECTABLE_CANONICAL,SUPPORTIVE,LOWER_BODY_SUPPORTIVE,CHANGE_OF_DIRECTION|FIRST_STEP,FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY,NONE,MEDIUM,ex_e0b1e364,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_e1894690,스캡 풀업,SELECTABLE_CANONICAL,SUPPORTIVE,SHOULDER_SCAPULAR_SUPPORTIVE,DRIVE|OVERHEAD_CLEAR,SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,LOW,ex_e1894690,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_e2efd0fe,불가리안 스플릿 스쿼트,SELECTABLE_CANONICAL,SUPPORTIVE,LOWER_BODY_SUPPORTIVE,CHANGE_OF_DIRECTION|FIRST_STEP,FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY,NONE,MEDIUM,ex_e2efd0fe,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_e3715c0b,워킹 런지,SELECTABLE_CANONICAL,SUPPORTIVE,LOWER_BODY_SUPPORTIVE,CHANGE_OF_DIRECTION|FIRST_STEP,FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY,NONE,MEDIUM,ex_e3715c0b,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_e41e8dcf,중량 친업,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,LOW,ex_e41e8dcf,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_e41f4c2b,중량 풀업,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,LOW,ex_e41f4c2b,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_e465d1e9,포고 점프,SELECTABLE_CANONICAL,SUPPORTIVE,ANKLE_CALF_SSC_SUPPORTIVE,CHANGE_OF_DIRECTION|FIRST_STEP|SPLIT_STEP,ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY,NONE,MEDIUM,ex_e465d1e9,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_e4f911bb,네거티브 풀업,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,LOW,ex_e4f911bb,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_e709eeda,케이블 컬,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,GRIP_ENDURANCE,NONE,LOW,ex_e709eeda,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_e8ff8cfa,밴드 외회전,SELECTABLE_CANONICAL,SUPPORTIVE,SHOULDER_SCAPULAR_SUPPORTIVE,DRIVE|OVERHEAD_CLEAR|SMASH,ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,MEDIUM,ex_e8ff8cfa,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_e9e97659,핵 스쿼트,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE,NONE,LOW,ex_e9e97659,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_eb636bac,원암 케이블 오버헤드 트라이셉스 익스텐션,SELECTABLE_CANONICAL,NONE,NONE,NONE,NONE,NONE,NONE,ex_eb636bac,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_ee378da7,스케이터 스쿼트,SELECTABLE_CANONICAL,SUPPORTIVE,LOWER_BODY_SUPPORTIVE,CHANGE_OF_DIRECTION|FIRST_STEP,FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY,NONE,MEDIUM,ex_ee378da7,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_f1d31d3d,원레그 핵 스쿼트,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE,NONE,LOW,ex_f1d31d3d,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_f2a79d37,스플릿 스쿼트,SELECTABLE_CANONICAL,SUPPORTIVE,LOWER_BODY_SUPPORTIVE,CHANGE_OF_DIRECTION|FIRST_STEP,FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY,NONE,MEDIUM,ex_f2a79d37,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_f332aeab,월 드라이브,SELECTABLE_CANONICAL,SUPPORTIVE,ANKLE_CALF_SSC_SUPPORTIVE|LOWER_BODY_SUPPORTIVE,NONE,ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|HIP_CONTROL,NONE,LOW,ex_f332aeab,,RETAINED_CANONICAL,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_f459ad2a,메도우즈 로우,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,LOW,ex_f459ad2a,,RETAINED_CANONICAL,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_f6703b06,덤벨 프로네이션/수피네이션,SELECTABLE_CANONICAL,SUPPORTIVE,GRIP_WRIST_SUPPORTIVE,DRIVE|NET_PLAY,GRIP_ENDURANCE,NONE,LOW,ex_f6703b06,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_f6d43398,사이드 플랭크,SELECTABLE_CANONICAL,SUPPORTIVE,CORE_STABILITY_SUPPORTIVE,CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE,CORE_BRACING|HIP_CONTROL|SINGLE_LEG_STABILITY,NONE,MEDIUM,ex_f6d43398,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_f97a05ab,월 슬라이드,SELECTABLE_CANONICAL,SUPPORTIVE,SHOULDER_SCAPULAR_SUPPORTIVE,DRIVE|OVERHEAD_CLEAR|SMASH,ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,MEDIUM,ex_f97a05ab,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_fa2e73b3,핸드스탠드 푸시업,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,LOW,ex_fa2e73b3,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_fa31f7a6,케이블 로우,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,LOW,ex_fa31f7a6,,RETAINED_CANONICAL,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_fa3416f6,스미스 머신 스쿼트,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE,NONE,LOW,ex_fa3416f6,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_fa34ddfe,케이블 킥백,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE,NONE,LOW,ex_fa34ddfe,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_fa570291,트라이셉스 푸시다운,SELECTABLE_CANONICAL,NONE,NONE,NONE,NONE,NONE,NONE,ex_fa570291,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_faae2044,인터벌 러닝,SELECTABLE_CANONICAL,GENERAL,GENERAL_CONDITIONING_SUPPORTIVE,NONE,AEROBIC_BASE|ANAEROBIC_REPEATABILITY,NONE,LOW,ex_faae2044,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_fb67af37,디클라인 푸시업,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,SHOULDER_DURABILITY,NONE,LOW,ex_fb67af37,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_fdbdf454,원암 덤벨 오버헤드 트라이셉스 익스텐션,SELECTABLE_CANONICAL,NONE,NONE,NONE,NONE,NONE,NONE,ex_fdbdf454,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ez_bar_lying_triceps_extension,EZ바 라잉 트라이셉스 익스텐션,SELECTABLE_CANONICAL,NONE,NONE,NONE,NONE,NONE,NONE,ex_d20b7487,ex_d20b7487,EQUIPMENT_VARIANT_SPLIT,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_d20b7487,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
ez_bar_preacher_curl,EZ바 프리처 컬,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,GRIP_ENDURANCE,NONE,LOW,ex_e994008a,ex_e994008a,EQUIPMENT_VARIANT_SPLIT,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_e994008a,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
ez_bar_reverse_curl,EZ바 리버스 컬,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,GRIP_ENDURANCE,NONE,LOW,ex_dd2f732e,ex_dd2f732e,EQUIPMENT_VARIANT_SPLIT,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_dd2f732e,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
ez_bar_spider_curl,EZ바 스파이더 컬,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,GRIP_ENDURANCE,NONE,LOW,ex_516f4456,ex_516f4456,EQUIPMENT_VARIANT_SPLIT,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_516f4456,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
face_pull,페이스풀,SELECTABLE_CANONICAL,SUPPORTIVE,SHOULDER_SCAPULAR_SUPPORTIVE,DRIVE|OVERHEAD_CLEAR|SMASH,ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,MEDIUM,face_pull,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
gymnastic_ring_inverted_row,짐내스틱 링 인버티드 로우,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,LOW,ex_e159d15a,ex_e159d15a,EQUIPMENT_VARIANT_SPLIT,PASS,VERIFIED_EXACT|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_e159d15a,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
half_kneeling_single_arm_dumbbell_press,하프 닐링 원암 덤벨 프레스,SELECTABLE_CANONICAL,SUPPORTIVE,SHOULDER_SCAPULAR_SUPPORTIVE,DRIVE|OVERHEAD_CLEAR|SMASH,ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,MEDIUM,half_kneeling_single_arm_dumbbell_press,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
half_kneeling_single_arm_kettlebell_press,하프 닐링 원암 케틀벨 프레스,SELECTABLE_CANONICAL,SUPPORTIVE,SHOULDER_SCAPULAR_SUPPORTIVE,DRIVE|OVERHEAD_CLEAR|SMASH,ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,MEDIUM,half_kneeling_single_arm_kettlebell_press,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
hip_adduction_machine,힙 어덕션 머신,SELECTABLE_CANONICAL,SUPPORTIVE,LOWER_BODY_SUPPORTIVE,CHANGE_OF_DIRECTION|FIRST_STEP,FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY,NONE,MEDIUM,ex_eaea872c,ex_eaea872c,EQUIPMENT_VARIANT_SPLIT,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_eaea872c,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
kettlebell_farmer_carry,케틀벨 파머스 캐리,SELECTABLE_CANONICAL,SUPPORTIVE,CORE_STABILITY_SUPPORTIVE,CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE,CORE_BRACING|HIP_CONTROL|SINGLE_LEG_STABILITY,NONE,MEDIUM,ex_a1fc4533,ex_a1fc4533,EQUIPMENT_VARIANT_SPLIT,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_a1fc4533,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
kettlebell_goblet_squat,케틀벨 고블릿 스쿼트,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE,NONE,LOW,ex_ac7df636,ex_ac7df636,EQUIPMENT_VARIANT_SPLIT,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_ac7df636,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
kettlebell_halo,케틀벨 헤일로,SELECTABLE_CANONICAL,SUPPORTIVE,SHOULDER_CARE_SUPPORTIVE,SHOULDER_DURABILITY,GRIP_ENDURANCE|SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,MEDIUM,kettlebell_halo,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
kettlebell_single_leg_rdl,케틀벨 원레그 루마니안 데드리프트,SELECTABLE_CANONICAL,SUPPORTIVE,LOWER_BODY_SUPPORTIVE,CHANGE_OF_DIRECTION|FIRST_STEP,FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY,NONE,MEDIUM,single_leg_rdl,single_leg_rdl,EQUIPMENT_VARIANT_SPLIT,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_single_leg_rdl,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
landmine_anti_rotation,랜드마인 안티로테이션,SELECTABLE_CANONICAL,SUPPORTIVE,ANTI_ROTATION_STABILITY_SUPPORTIVE,ANTI_ROTATION_STABILITY,ANTI_ROTATION_STABILITY|CORE_BRACING,NONE,MEDIUM,landmine_anti_rotation,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
landmine_rotation,랜드마인 좌우 회전,SELECTABLE_CANONICAL,SUPPORTIVE,OVERHEAD_POWER_SUPPORTIVE|ROTATION_POWER_SUPPORTIVE,ROTATION_SEQUENCING,CORE_BRACING|ROTATIONAL_POWER|SHOULDER_DURABILITY,NONE,MEDIUM,landmine_rotation,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
lateral_bound_continuous,래터럴 바운드,SELECTABLE_CANONICAL,SUPPORTIVE,LOWER_BODY_SUPPORTIVE,FIRST_STEP|LATERAL_MOVEMENT,ACCELERATION|DECELERATION|FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|REACTIVE_AGILITY|SINGLE_LEG_STABILITY,NONE,MEDIUM,lateral_bound_continuous,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
med_ball_chest_pass,메디신볼 체스트 패스,SELECTABLE_CANONICAL,SUPPORTIVE,GENERAL_POWER_SUPPORTIVE,NONE,CORE_BRACING|UPPER_BODY_EXPLOSIVE_POWER,NONE,MEDIUM,med_ball_chest_pass,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
med_ball_overhead_slam,메디신볼 위에서 아래로 슬램,SELECTABLE_CANONICAL,SUPPORTIVE,OVERHEAD_POWER_SUPPORTIVE,OVERHEAD_POWER,CORE_BRACING|SHOULDER_DURABILITY|UPPER_BODY_EXPLOSIVE_POWER,NONE,MEDIUM,med_ball_overhead_slam,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
med_ball_rotational_scoop_toss,메디신볼 로테이셔널 스쿱 토스,SELECTABLE_CANONICAL,SUPPORTIVE,ROTATION_POWER_SUPPORTIVE,ROTATION_SEQUENCING,CORE_BRACING|POSTERIOR_CHAIN|ROTATIONAL_POWER,NONE,MEDIUM,med_ball_rotational_scoop_toss,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
med_ball_rotational_slam,메디신볼 회전 아래로 슬램,SELECTABLE_CANONICAL,SUPPORTIVE,OVERHEAD_POWER_SUPPORTIVE|ROTATION_POWER_SUPPORTIVE,OVERHEAD_POWER|ROTATION_SEQUENCING,CORE_BRACING|ROTATIONAL_POWER|SHOULDER_DURABILITY,NONE,MEDIUM,med_ball_rotational_slam,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
medicine_ball_rotational_throw,메디신볼 회전 옆으로 던지기,SELECTABLE_CANONICAL,SUPPORTIVE,ROTATION_POWER_SUPPORTIVE,OVERHEAD_POWER|ROTATION_SEQUENCING,CORE_BRACING|ROTATIONAL_POWER|SHOULDER_DURABILITY,NONE,MEDIUM,medicine_ball_rotational_throw,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
medicine_ball_three_step_acceleration_throw,메디신볼 3스텝 가속 던지기,SELECTABLE_CANONICAL,SUPPORTIVE,LOWER_BODY_SUPPORTIVE|ROTATION_POWER_SUPPORTIVE,FIRST_STEP|ROTATION_SEQUENCING,ACCELERATION|CORE_BRACING|ROTATIONAL_POWER,RECOVERY_STEP,MEDIUM,medicine_ball_three_step_acceleration_throw,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
medicine_ball_three_step_deceleration_throw,메디신볼 3스텝 감속 던지기,SELECTABLE_CANONICAL,SUPPORTIVE,LOWER_BODY_SUPPORTIVE|ROTATION_POWER_SUPPORTIVE,DECELERATION_CONTROL|ROTATION_SEQUENCING,CORE_BRACING|DECELERATION|ROTATIONAL_POWER,DECELERATION|RECOVERY_STEP,MEDIUM,medicine_ball_three_step_deceleration_throw,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
