"legacyField","storageOwner","cardinality","currentConsumerModule","consumerLocation","currentRuntimeMeaning","targetLayer","targetRelation","conversionMode","derivationMode","rawSourcePresenceRule","compatibilityStatus","removalGate","parityRisk","knownIssueIds","notes"
"strengthProgressionGroup","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"strengthProgressionGroup","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/PlanGeneratedPreview.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"strengthProgressionGroup","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"strengthProgressionGroup","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/contracts/UserExerciseAnalysisContractProjector.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"strengthProgressionGroup","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"strengthProgressionGroup","Room exercises","SINGLE","OFI/readiness","app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculator.kt","Exercise property consumed by OFI/readiness","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"strengthProgressionGroup","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"strengthProgressionGroup","Room exercises","SINGLE","muscle/strength analysis","app/src/main/java/com/training/trackplanner/analysis/lab/MuscleLoadInputBuilder.kt","Exercise property consumed by muscle/strength analysis","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"strengthProgressionGroup","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/proxyperformance/ProxyPerformanceLoadingBuilder.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"strengthProgressionGroup","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/strengthperformance/StrengthPerformanceRegistry.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"strengthProgressionGroup","Room exercises","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/ProgramBuilder.kt","Exercise property consumed by program generation","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"strengthProgressionGroup","Room exercises","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt","Exercise property consumed by program generation","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"strengthProgressionGroup","Room exercises","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt","Exercise property consumed by program generation","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"strengthProgressionGroup","Room exercises","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/ProgramIssueDrivenRerankPolicy.kt","Exercise property consumed by program generation","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"strengthProgressionGroup","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"strengthProgressionGroup","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"strengthProgressionGroup","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/SeedData.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"strengthProgressionGroup","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/SlotCapabilityResolver.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"strengthProgressionGroup","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"strengthProgressionGroup","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/PlanGeneratedPreview.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"strengthProgressionGroup","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"stressMagnitudeHint","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"stressMagnitudeHint","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"stressMagnitudeHint","canonical asset plus Room runtime_exercise_metadata override","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/ProgramBuilder.kt","Exercise property consumed by program generation","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"stressMagnitudeHint","canonical asset plus Room runtime_exercise_metadata override","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt","Exercise property consumed by program generation","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"stressMagnitudeHint","canonical asset plus Room runtime_exercise_metadata override","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt","Exercise property consumed by program generation","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"stressMagnitudeHint","canonical asset plus Room runtime_exercise_metadata override","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/ProgramDayIntensityPolicy.kt","Exercise property consumed by program generation","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"stressMagnitudeHint","canonical asset plus Room runtime_exercise_metadata override","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/ProgramIssueDrivenRerankPolicy.kt","Exercise property consumed by program generation","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"stressMagnitudeHint","canonical asset plus Room runtime_exercise_metadata override","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/ProgramRepairPolicy.kt","Exercise property consumed by program generation","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"stressMagnitudeHint","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"stressMagnitudeHint","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"stressMagnitudeHint","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"stressMagnitudeHint","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/PlanGeneratedPreview.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"stressMagnitudeHint","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"systemicLoadWeight","Room exercises","SINGLE","badminton analysis","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt","Exercise property consumed by badminton analysis","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"systemicLoadWeight","Room exercises","SINGLE","OFI/readiness","app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculator.kt","Exercise property consumed by OFI/readiness","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"systemicLoadWeight","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"systemicLoadWeight","Room exercises","SINGLE","OFI/readiness","app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt","Exercise property consumed by OFI/readiness","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"systemicLoadWeight","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"systemicLoadWeight","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"systemicLoadWeight","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"systemicMuscularStressLevel","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"systemicMuscularStressLevel","canonical asset plus Room runtime_exercise_metadata override","SINGLE","OFI/readiness","app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculator.kt","Exercise property consumed by OFI/readiness","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"systemicMuscularStressLevel","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"systemicMuscularStressLevel","canonical asset plus Room runtime_exercise_metadata override","SINGLE","OFI/readiness","app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt","Exercise property consumed by OFI/readiness","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"systemicMuscularStressLevel","canonical asset plus Room runtime_exercise_metadata override","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/ProgramBuilder.kt","Exercise property consumed by program generation","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"systemicMuscularStressLevel","canonical asset plus Room runtime_exercise_metadata override","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt","Exercise property consumed by program generation","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"systemicMuscularStressLevel","canonical asset plus Room runtime_exercise_metadata override","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/ProgramIssueDrivenRerankPolicy.kt","Exercise property consumed by program generation","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"systemicMuscularStressLevel","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"systemicMuscularStressLevel","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"systemicMuscularStressLevel","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/PlanGeneratedPreview.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"systemicMuscularStressLevel","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
