displayField,canonicalCode,koreanLabel,koreanShortLabel,koreanFormalLabel,koreanDescription,koreanSearchAliases,englishLabel,englishSearchAliases,allowedLatinTokens,displayScope,reviewStatus
REDUNDANCY_GROUP,FOREARM_GRIP_ELBOW_SUPPORT,전완 그립 팔꿈치 보조,전완 그립 팔꿈치 보조,,전완 그립 팔꿈치 보조 항목을 나타내는 앱 표시 용어입니다.,,Forearm grip elbow support,FOREARM GRIP ELBOW SUPPORT,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,FOREARM_WRIST_GRIP_ACCESSORY,전완 손목 그립 보조,전완 손목 그립 보조,,전완 손목 그립 보조 항목을 나타내는 앱 표시 용어입니다.,,Forearm wrist grip accessory,FOREARM WRIST GRIP ACCESSORY,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,FRONTAL_PLANE_SQUAT_ACCESSORY,전두면 면 스쿼트 보조,전두면 면 스쿼트 보조,,전두면 면 스쿼트 보조 항목을 나타내는 앱 표시 용어입니다.,,Frontal plane squat accessory,FRONTAL PLANE SQUAT ACCESSORY,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,GLUTE_ISOLATION_ACCESSORY,둔근 고립 보조,둔근 고립 보조,,둔근 고립 보조 항목을 나타내는 앱 표시 용어입니다.,,Glute isolation accessory,GLUTE ISOLATION ACCESSORY,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,HALF_KNEELING_UNILATERAL_VERTICAL_PUSH,하프 닐링 편측 수직 밀기,하프 닐링 편측 수직 밀기,,하프 닐링 편측 수직 밀기 항목을 나타내는 앱 표시 용어입니다.,,Half kneeling unilateral vertical push,HALF KNEELING UNILATERAL VERTICAL PUSH,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,HAMSTRING_KNEE_FLEXION_ISOLATION,햄스트링 무릎 굴곡 고립,햄스트링 무릎 굴곡 고립,,햄스트링 무릎 굴곡 고립 항목을 나타내는 앱 표시 용어입니다.,,Hamstring knee flexion isolation,HAMSTRING KNEE FLEXION ISOLATION,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,HANDSTAND_VERTICAL_PUSH,물구나무 수직 밀기,물구나무 수직 밀기,,물구나무 수직 밀기 항목을 나타내는 앱 표시 용어입니다.,,Handstand vertical push,HANDSTAND VERTICAL PUSH,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,HEAVY_HINGE,고중량 힌지,고중량 힌지,,고중량 힌지 항목을 나타내는 앱 표시 용어입니다.,,Heavy hinge,HEAVY HINGE,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,HIP_ABDUCTION_GLUTE_MED_ACCESSORY,고관절 외전 둔근 메디신 보조,고관절 외전 둔근 메디신 보조,,고관절 외전 둔근 메디신 보조 항목을 나타내는 앱 표시 용어입니다.,,Hip abduction glute med accessory,HIP ABDUCTION GLUTE MED ACCESSORY,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,HIP_ADDUCTION_ACCESSORY,고관절 내전 보조,고관절 내전 보조,,고관절 내전 보조 항목을 나타내는 앱 표시 용어입니다.,,Hip adduction accessory,HIP ADDUCTION ACCESSORY,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,HIP_EXTENSION_ACCESSORY,고관절 신전 보조,고관절 신전 보조,,고관절 신전 보조 항목을 나타내는 앱 표시 용어입니다.,,Hip extension accessory,HIP EXTENSION ACCESSORY,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,HIP_HINGE_POSTERIOR_CHAIN,고관절 힌지 후면 운동사슬,고관절 힌지 후면 운동사슬,,고관절 힌지 후면 운동사슬 항목을 나타내는 앱 표시 용어입니다.,,Hip hinge posterior chain,HIP HINGE POSTERIOR CHAIN,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,HIP_THRUST_GLUTE,고관절 쓰러스트 둔근,고관절 쓰러스트 둔근,,고관절 쓰러스트 둔근 항목을 나타내는 앱 표시 용어입니다.,,Hip thrust glute,HIP THRUST GLUTE,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,HORIZONTAL_PULL_COMPOUND,수평 당기기 복합,수평 당기기 복합,,수평 당기기 복합 항목을 나타내는 앱 표시 용어입니다.,,Horizontal pull compound,HORIZONTAL PULL COMPOUND,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,HORIZONTAL_PUSH_COMPOUND,수평 밀기 복합,수평 밀기 복합,,수평 밀기 복합 항목을 나타내는 앱 표시 용어입니다.,,Horizontal push compound,HORIZONTAL PUSH COMPOUND,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,KNEE_EXTENSION_QUAD_ISOLATION,무릎 신전 대퇴사두근 고립,무릎 신전 대퇴사두근 고립,,무릎 신전 대퇴사두근 고립 항목을 나타내는 앱 표시 용어입니다.,,Knee extension quad isolation,KNEE EXTENSION QUAD ISOLATION,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,LANDMINE_ROTATIONAL_CHAIN,랜드마인 회전 운동사슬,랜드마인 회전 운동사슬,,랜드마인 회전 운동사슬 항목을 나타내는 앱 표시 용어입니다.,,Landmine rotational chain,LANDMINE ROTATIONAL CHAIN,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,LATERAL_CONTINUOUS_SSC,측면 연속 SSC,측면 연속 SSC,,측면 연속 SSC 항목을 나타내는 앱 표시 용어입니다.,,Lateral continuous SSC,LATERAL CONTINUOUS SSC,SSC,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,LATERAL_DECELERATION_SSC,측면 감속 SSC,측면 감속 SSC,,측면 감속 SSC 항목을 나타내는 앱 표시 용어입니다.,,Lateral deceleration SSC,LATERAL DECELERATION SSC,SSC,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,LATERAL_DELTOID_ISOLATION,측면 삼각근 고립,측면 삼각근 고립,,측면 삼각근 고립 항목을 나타내는 앱 표시 용어입니다.,,Lateral deltoid isolation,LATERAL DELTOID ISOLATION,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,LOADED_ROTATIONAL_CHAIN,중량 회전 운동사슬,중량 회전 운동사슬,,중량 회전 운동사슬 항목을 나타내는 앱 표시 용어입니다.,,Loaded rotational chain,LOADED ROTATIONAL CHAIN,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,LOWER_BODY_ISOMETRIC_HOLD,하체 신체 등척성 유지,하체 신체 등척성 유지,,하체 신체 등척성 유지 항목을 나타내는 앱 표시 용어입니다.,,Lower body isometric hold,LOWER BODY ISOMETRIC HOLD,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,LOWER_SQUAT_PATTERN,하체 스쿼트 패턴,하체 스쿼트 패턴,,하체 스쿼트 패턴 항목을 나타내는 앱 표시 용어입니다.,,Lower squat pattern,LOWER SQUAT PATTERN,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,LOW_LOAD_POSTERIOR_CHAIN_CONTROL,낮은 부하 후면 운동사슬 제어,낮은 부하 후면 운동사슬 제어,,낮은 부하 후면 운동사슬 제어 항목을 나타내는 앱 표시 용어입니다.,,Low load posterior chain control,LOW LOAD POSTERIOR CHAIN CONTROL,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,LUNGE_UNILATERAL_LOWER,런지 편측 하체,런지 편측 하체,,런지 편측 하체 항목을 나타내는 앱 표시 용어입니다.,,Lunge unilateral lower,LUNGE UNILATERAL LOWER,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,MACHINE_KNEE_DOMINANT_PRESS,머신 무릎 우세 프레스,머신 무릎 우세 프레스,,머신 무릎 우세 프레스 항목을 나타내는 앱 표시 용어입니다.,,Machine knee dominant press,MACHINE KNEE DOMINANT PRESS,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,MED_BALL_EXPLOSIVE_THROW,메디신 볼 폭발력 던지기,메디신 볼 폭발력 던지기,,메디신 볼 폭발력 던지기 항목을 나타내는 앱 표시 용어입니다.,,Med ball explosive throw,MED BALL EXPLOSIVE THROW,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,MED_BALL_OVERHEAD_POWER,메디신 볼 머리 위 파워,메디신 볼 머리 위 파워,,메디신 볼 머리 위 파워 항목을 나타내는 앱 표시 용어입니다.,,Med ball overhead power,MED BALL OVERHEAD POWER,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,MED_BALL_ROTATIONAL_POWER,메디신 볼 회전 파워,메디신 볼 회전 파워,,메디신 볼 회전 파워 항목을 나타내는 앱 표시 용어입니다.,,Med ball rotational power,MED BALL ROTATIONAL POWER,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,MOBILITY_RECOVERY_PREP,가동성 회복 준비,가동성 회복 준비,,가동성 회복 준비 항목을 나타내는 앱 표시 용어입니다.,,Mobility recovery prep,MOBILITY RECOVERY PREP,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,NORDIC_HAMSTRING_ECCENTRIC,노르딕 햄스트링 신장성,노르딕 햄스트링 신장성,,노르딕 햄스트링 신장성 항목을 나타내는 앱 표시 용어입니다.,,Nordic hamstring eccentric,NORDIC HAMSTRING ECCENTRIC,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,NOT_APPLICABLE,해당 없음,해당 없음,,해당 없음 항목을 나타내는 앱 표시 용어입니다.,,Not applicable,NOT APPLICABLE,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,OVERHEAD_PRESS_SHOULDER_DOMINANT,머리 위 프레스 어깨 우세,머리 위 프레스 어깨 우세,,머리 위 프레스 어깨 우세 항목을 나타내는 앱 표시 용어입니다.,,Overhead press shoulder dominant,OVERHEAD PRESS SHOULDER DOMINANT,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,OVERHEAD_SMASH_SUPPORT,머리 위 스매시 보조,머리 위 스매시 보조,,머리 위 스매시 보조 항목을 나타내는 앱 표시 용어입니다.,,Overhead smash support,OVERHEAD SMASH SUPPORT,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,OVERHEAD_TRICEPS_LONG_HEAD,머리 위 삼두근 긴 갈래,머리 위 삼두근 긴 갈래,,머리 위 삼두근 긴 갈래 항목을 나타내는 앱 표시 용어입니다.,,Overhead triceps long head,OVERHEAD TRICEPS LONG HEAD,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,PLYOMETRIC_LUNGE_SSC,플라이오메트릭 런지 SSC,플라이오메트릭 런지 SSC,,플라이오메트릭 런지 SSC 항목을 나타내는 앱 표시 용어입니다.,,Plyometric lunge SSC,PLYOMETRIC LUNGE SSC,SSC,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,POSTERIOR_DELTOID_HORIZONTAL_ABDUCTION,후면 삼각근 수평 외전,후면 삼각근 수평 외전,,후면 삼각근 수평 외전 항목을 나타내는 앱 표시 용어입니다.,,Posterior deltoid horizontal abduction,POSTERIOR DELTOID HORIZONTAL ABDUCTION,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,POWER_REACTIVE_LOW_VOLUME,파워·반응성 저볼륨,파워·반응성 저볼륨,,파워·반응성 저볼륨 항목을 나타내는 앱 표시 용어입니다.,,Power reactive low volume,POWER REACTIVE LOW VOLUME,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,PULLOVER_LAT_CHEST_ACCESSORY,풀오버 광배근 가슴 보조,풀오버 광배근 가슴 보조,,풀오버 광배근 가슴 보조 항목을 나타내는 앱 표시 용어입니다.,,Pullover lat chest accessory,PULLOVER LAT CHEST ACCESSORY,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,QUAD_ECCENTRIC_KNEE_DOMINANT,대퇴사두근 신장성 무릎 우세,대퇴사두근 신장성 무릎 우세,,대퇴사두근 신장성 무릎 우세 항목을 나타내는 앱 표시 용어입니다.,,Quad eccentric knee dominant,QUAD ECCENTRIC KNEE DOMINANT,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,RECOVERY_PREHAB_LIGHT,회복·프리햅 저강도,회복·프리햅 저강도,,회복·프리햅 저강도 항목을 나타내는 앱 표시 용어입니다.,,Recovery prehab light,RECOVERY PREHAB LIGHT,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,ROTATIONAL_KINETIC_CHAIN,회전 운동사슬,회전 운동사슬,,회전 운동사슬 항목을 나타내는 앱 표시 용어입니다.,,Rotational kinetic chain,ROTATIONAL KINETIC CHAIN,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,ROTATOR_CUFF_PREHAB,회전근개 회전근개 프리햅,회전근개 회전근개 프리햅,,회전근개 회전근개 프리햅 항목을 나타내는 앱 표시 용어입니다.,,Rotator cuff prehab,ROTATOR CUFF PREHAB,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,RUNNING_MECHANICS_SUPPORT,달리기 역학 보조,달리기 역학 보조,,달리기 역학 보조 항목을 나타내는 앱 표시 용어입니다.,,Running mechanics support,RUNNING MECHANICS SUPPORT,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,SCAPULAR_PROTRACTION_CONTROL,견갑 전인 제어,견갑 전인 제어,,견갑 전인 제어 항목을 나타내는 앱 표시 용어입니다.,,Scapular protraction control,SCAPULAR PROTRACTION CONTROL,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,SCAPULAR_RETRACTION_EXTERNAL_ROTATION,견갑 후인 외회전 회전,견갑 후인 외회전 회전,,견갑 후인 외회전 회전 항목을 나타내는 앱 표시 용어입니다.,,Scapular retraction external rotation,SCAPULAR RETRACTION EXTERNAL ROTATION,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,SCAPULAR_SHOULDER_CONTROL,견갑 어깨 제어,견갑 어깨 제어,,견갑 어깨 제어 항목을 나타내는 앱 표시 용어입니다.,,Scapular shoulder control,SCAPULAR SHOULDER CONTROL,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,SCAPULAR_SHOULDER_SUPPORT,견갑·어깨 보조,견갑·어깨 보조,,견갑·어깨 보조 항목을 나타내는 앱 표시 용어입니다.,,Scapular shoulder support,SCAPULAR SHOULDER SUPPORT,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,SCAPULAR_UPWARD_ROTATION_CONTROL,견갑 상방 회전 제어,견갑 상방 회전 제어,,견갑 상방 회전 제어 항목을 나타내는 앱 표시 용어입니다.,,Scapular upward rotation control,SCAPULAR UPWARD ROTATION CONTROL,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,SINGLE_LEG_HINGE_STABILITY,한쪽 다리 힌지 안정성,한쪽 다리 힌지 안정성,,한쪽 다리 힌지 안정성 항목을 나타내는 앱 표시 용어입니다.,,Single leg hinge stability,SINGLE LEG HINGE STABILITY,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,SINGLE_LEG_SQUAT_STABILITY,한쪽 다리 스쿼트 안정성,한쪽 다리 스쿼트 안정성,,한쪽 다리 스쿼트 안정성 항목을 나타내는 앱 표시 용어입니다.,,Single leg squat stability,SINGLE LEG SQUAT STABILITY,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,SINGLE_LEG_STRENGTH_CONTROL,한쪽 다리 근력 제어,한쪽 다리 근력 제어,,한쪽 다리 근력 제어 항목을 나타내는 앱 표시 용어입니다.,,Single leg strength control,SINGLE LEG STRENGTH CONTROL,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,SPRINT_ACCELERATION_CONDITIONING,스프린트 가속 컨디셔닝,스프린트 가속 컨디셔닝,,스프린트 가속 컨디셔닝 항목을 나타내는 앱 표시 용어입니다.,,Sprint acceleration conditioning,SPRINT ACCELERATION CONDITIONING,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,SQUAT_PATTERN_ACCESSORY,스쿼트 패턴 보조,스쿼트 패턴 보조,,스쿼트 패턴 보조 항목을 나타내는 앱 표시 용어입니다.,,Squat pattern accessory,SQUAT PATTERN ACCESSORY,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,SQUAT_PATTERN_HEAVY_LOWER,스쿼트 패턴 고중량 하체,스쿼트 패턴 고중량 하체,,스쿼트 패턴 고중량 하체 항목을 나타내는 앱 표시 용어입니다.,,Squat pattern heavy lower,SQUAT PATTERN HEAVY LOWER,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,STEP_UP_SINGLE_LEG_KNEE_HIP_EXTENSION,스텝 업 한쪽 다리 무릎 고관절 신전,스텝 업 한쪽 다리 무릎 고관절 신전,,스텝 업 한쪽 다리 무릎 고관절 신전 항목을 나타내는 앱 표시 용어입니다.,,Step up single leg knee hip extension,STEP UP SINGLE LEG KNEE HIP EXTENSION,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,STRAIGHT_ARM_LAT_ACCESSORY,스트레이트 팔 광배근 보조,스트레이트 팔 광배근 보조,,스트레이트 팔 광배근 보조 항목을 나타내는 앱 표시 용어입니다.,,Straight arm lat accessory,STRAIGHT ARM LAT ACCESSORY,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,TOTAL_BODY_STABILITY_SKILL,전신 신체 안정성 기술,전신 신체 안정성 기술,,전신 신체 안정성 기술 항목을 나타내는 앱 표시 용어입니다.,,Total body stability skill,TOTAL BODY STABILITY SKILL,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,TRUNK_ANTI_MOVEMENT,몸통 항 동작,몸통 항 동작,,몸통 항 동작 항목을 나타내는 앱 표시 용어입니다.,,Trunk anti movement,TRUNK ANTI MOVEMENT,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,TRUNK_ANTI_ROTATION_CONTROL,몸통 항 회전 제어,몸통 항 회전 제어,,몸통 항 회전 제어 항목을 나타내는 앱 표시 용어입니다.,,Trunk anti rotation control,TRUNK ANTI ROTATION CONTROL,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,TRUNK_ANTI_ROTATION_STABILITY,몸통 항회전 안정성,몸통 항회전 안정성,,몸통 항회전 안정성 항목을 나타내는 앱 표시 용어입니다.,,Trunk anti rotation stability,TRUNK ANTI ROTATION STABILITY,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,UNILATERAL_HORIZONTAL_PUSH,편측 수평 밀기,편측 수평 밀기,,편측 수평 밀기 항목을 나타내는 앱 표시 용어입니다.,,Unilateral horizontal push,UNILATERAL HORIZONTAL PUSH,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,UNILATERAL_INCLINE_PUSH,편측 인클라인 밀기,편측 인클라인 밀기,,편측 인클라인 밀기 항목을 나타내는 앱 표시 용어입니다.,,Unilateral incline push,UNILATERAL INCLINE PUSH,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,UPPER_PULL_ANCHOR,상체 당기기 기준,상체 당기기 기준,,상체 당기기 기준 항목을 나타내는 앱 표시 용어입니다.,,Upper pull anchor,UPPER PULL ANCHOR,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,UPPER_PUSH_SUPPORT,상체 밀기 보조,상체 밀기 보조,,상체 밀기 보조 항목을 나타내는 앱 표시 용어입니다.,,Upper push support,UPPER PUSH SUPPORT,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,VERTICAL_JUMP_SSC,수직 점프 SSC,수직 점프 SSC,,수직 점프 SSC 항목을 나타내는 앱 표시 용어입니다.,,Vertical jump SSC,VERTICAL JUMP SSC,SSC,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,VERTICAL_PULL_COMPOUND,수직 당기기 복합,수직 당기기 복합,,수직 당기기 복합 항목을 나타내는 앱 표시 용어입니다.,,Vertical pull compound,VERTICAL PULL COMPOUND,,PRODUCTION,APPROVED_RESEARCHED
REDUNDANCY_GROUP,VIPR_ROTATIONAL_CHAIN,ViPR 회전 운동사슬,ViPR 회전 운동사슬,,ViPR 회전 운동사슬 항목을 나타내는 앱 표시 용어입니다.,,VIPR rotational chain,VIPR ROTATIONAL CHAIN,ViPR,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,ACCELERATION_DECELERATION_LOAD,가속 감속 부하,가속 감속 부하,,가속 감속 부하 항목을 나타내는 앱 표시 용어입니다.,,Acceleration deceleration load,ACCELERATION DECELERATION LOAD,,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,ACCELERATION_LOAD,가속 부하,가속 부하,,가속 부하 항목을 나타내는 앱 표시 용어입니다.,,Acceleration load,ACCELERATION LOAD,,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,AEROBIC_ANAEROBIC_LOAD,유산소 무산소 부하,유산소 무산소 부하,,유산소 무산소 부하 항목을 나타내는 앱 표시 용어입니다.,,Aerobic anaerobic load,AEROBIC ANAEROBIC LOAD,,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,ANTERIOR_CORE_LOAD,전면 코어 부하,전면 코어 부하,,전면 코어 부하 항목을 나타내는 앱 표시 용어입니다.,,Anterior core load,ANTERIOR CORE LOAD,,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,ANTERIOR_DELTOID_LOAD,전면 삼각근 부하,전면 삼각근 부하,,전면 삼각근 부하 항목을 나타내는 앱 표시 용어입니다.,,Anterior deltoid load,ANTERIOR DELTOID LOAD,,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,ANTERIOR_SHOULDER_LOAD,전면 어깨 부하,전면 어깨 부하,,전면 어깨 부하 항목을 나타내는 앱 표시 용어입니다.,,Anterior shoulder load,ANTERIOR SHOULDER LOAD,,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,ANTI_ROTATION,항 회전,항 회전,,항 회전 항목을 나타내는 앱 표시 용어입니다.,,Anti rotation,ANTI ROTATION,,SEARCH_ONLY,APPROVED_RESEARCHED
SECONDARY_STRESS,ANTI_ROTATION_LOAD,항 회전 부하,항 회전 부하,,항 회전 부하 항목을 나타내는 앱 표시 용어입니다.,,Anti rotation load,ANTI ROTATION LOAD,,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,BARBELL_LOAD,바벨 부하,바벨 부하,,바벨 부하 항목을 나타내는 앱 표시 용어입니다.,,Barbell load,BARBELL LOAD,,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,BICEPS_LOAD,이두근 부하,이두근 부하,,이두근 부하 항목을 나타내는 앱 표시 용어입니다.,,Biceps load,BICEPS LOAD,,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,BICEPS_LOCAL_LOAD,이두근 국소 부하,이두근 국소 부하,,이두근 국소 부하 항목을 나타내는 앱 표시 용어입니다.,,Biceps local load,BICEPS LOCAL LOAD,,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,BODYWEIGHT_LOAD,맨몸 부하,맨몸 부하,,맨몸 부하 항목을 나타내는 앱 표시 용어입니다.,,Bodyweight load,BODYWEIGHT LOAD,,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,BRACHIALIS_BRACHIORADIALIS_LOAD,위팔근 위팔노근 부하,위팔근 위팔노근 부하,,위팔근 위팔노근 부하 항목을 나타내는 앱 표시 용어입니다.,,Brachialis brachioradialis load,BRACHIALIS BRACHIORADIALIS LOAD,,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,CALF_ANKLE_SSC_LOAD,종아리 발목 SSC 부하,종아리 발목 SSC 부하,,종아리 발목 SSC 부하 항목을 나타내는 앱 표시 용어입니다.,,Calf ankle SSC load,CALF ANKLE SSC LOAD,SSC,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,CHANGE_OF_DIRECTION_LOAD,전환 방향 부하,전환 방향 부하,,전환 방향 부하 항목을 나타내는 앱 표시 용어입니다.,,Change of direction load,CHANGE OF DIRECTION LOAD,,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,CHEST_LOAD,가슴 부하,가슴 부하,,가슴 부하 항목을 나타내는 앱 표시 용어입니다.,,Chest load,CHEST LOAD,,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,CONDITIONING_LOAD,컨디셔닝 부하,컨디셔닝 부하,,컨디셔닝 부하 항목을 나타내는 앱 표시 용어입니다.,,Conditioning load,CONDITIONING LOAD,,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,CORE_BRACING_LOAD,코어 브레이싱 부하,코어 브레이싱 부하,,코어 브레이싱 부하 항목을 나타내는 앱 표시 용어입니다.,,Core bracing load,CORE BRACING LOAD,,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,COURT_MOVEMENT_LOAD,코트 동작 부하,코트 동작 부하,,코트 동작 부하 항목을 나타내는 앱 표시 용어입니다.,,Court movement load,COURT MOVEMENT LOAD,,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,DECELERATION,감속,감속,,감속 항목을 나타내는 앱 표시 용어입니다.,,Deceleration,DECELERATION,,SEARCH_ONLY,APPROVED_RESEARCHED
SECONDARY_STRESS,DECELERATION_LOAD,감속 부하,감속 부하,,감속 부하 항목을 나타내는 앱 표시 용어입니다.,,Deceleration load,DECELERATION LOAD,,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,DELTOID_LOAD,삼각근 부하,삼각근 부하,,삼각근 부하 항목을 나타내는 앱 표시 용어입니다.,,Deltoid load,DELTOID LOAD,,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,ELASTIC_SSC,탄성 SSC,탄성 SSC,,탄성 SSC 항목을 나타내는 앱 표시 용어입니다.,,Elastic SSC,ELASTIC SSC,SSC,SEARCH_ONLY,APPROVED_RESEARCHED
SECONDARY_STRESS,ELASTIC_SSC_LOAD,탄성 SSC 부하,탄성 SSC 부하,,탄성 SSC 부하 항목을 나타내는 앱 표시 용어입니다.,,Elastic SSC load,ELASTIC SSC LOAD,SSC,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,ELBOW_EXTENSION_LOAD,팔꿈치 신전 부하,팔꿈치 신전 부하,,팔꿈치 신전 부하 항목을 나타내는 앱 표시 용어입니다.,,Elbow extension load,ELBOW EXTENSION LOAD,,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,ELBOW_FLEXION_LOAD,팔꿈치 굴곡 부하,팔꿈치 굴곡 부하,,팔꿈치 굴곡 부하 항목을 나타내는 앱 표시 용어입니다.,,Elbow flexion load,ELBOW FLEXION LOAD,,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,EXTERNAL_LOAD,외회전 부하,외회전 부하,,외회전 부하 항목을 나타내는 앱 표시 용어입니다.,,External load,EXTERNAL LOAD,,PRODUCTION,APPROVED_RESEARCHED
SECONDARY_STRESS,FRONTAL_PLANE_LOAD,전두면 면 부하,전두면 면 부하,,전두면 면 부하 항목을 나타내는 앱 표시 용어입니다.,,Frontal plane load,FRONTAL PLANE LOAD,,PRODUCTION,APPROVED_RESEARCHED
