stableKey,exerciseName,identityStatus,sourceStableKey,lineageType,selectable,historyTreatment,movementPattern,jointAction,movementEvent,kineticChain,stabilityDemandLevel,mobilityDemandLevel,equipmentRequirementModel,equipmentCodes,equipmentRequirementGroupId,sourceOrigin,mappingConfidence,identityDecisionStatus,reviewStatus,analysisInheritance,evidence,provenance
ex_ac7df636,고블릿 스쿼트,HISTORY_ONLY_GENERIC,ex_ac7df636,SOURCE_GENERIC_HISTORY,NO,PRESERVE_GENERIC_HISTORY; DO_NOT_INFER_VARIANT,KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN,,,,,,HISTORICAL_GENERIC,덤벨|케틀벨,,training_settings_seed.csv + equipment_variant_split_plan.csv,,,HISTORY_ONLY,SOURCE_PROFILE_FOR_APPROVED_VARIANTS,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,FINAL_CLOSEOUT_SPLIT_FROM_ex_ac7df636
ex_aca9d312,러닝 풋살,SELECTABLE_CANONICAL,ex_aca9d312,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,,,,HIGH,MODERATE,SINGLE,SOCCER_BALL,eqreq_ex_aca9d312,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_ae9ecdbc,배드민턴,SELECTABLE_CANONICAL,ex_ae9ecdbc,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,,,,HIGH,MODERATE,ALL_REQUIRED,BADMINTON_RACKET|SHUTTLECOCKS,eqreq_ex_ae9ecdbc,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_b076570e,원암 케이블 래터럴 레이즈,SELECTABLE_CANONICAL,ex_b076570e,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,SHOULDER_ABDUCTION|SHOULDER_ADDUCTION,,OPEN_CHAIN,LOW,LOW,SINGLE,CABLE,eqreq_ex_b076570e,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_b3f447be,행잉 레그 레이즈,SELECTABLE_CANONICAL,ex_b3f447be,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,TRUNK_FLEXION,HIP_EXTENSION|HIP_FLEXION|LUMBAR_EXTENSION|LUMBAR_FLEXION|THORACIC_EXTENSION|THORACIC_FLEXION,,OPEN_CHAIN,MODERATE,LOW,SINGLE,PULL_UP_BAR,eqreq_ex_b3f447be,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_b4b198de,래터럴 런지,SELECTABLE_CANONICAL,ex_b4b198de,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,LUNGE,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION|HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION,,CLOSED_CHAIN,MODERATE,MODERATE,SINGLE,DUMBBELL,eqreq_ex_b4b198de,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_b59bed7d,스탠딩 레그 컬,SELECTABLE_CANONICAL,ex_b59bed7d,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,KNEE_EXTENSION|KNEE_FLEXION,,OPEN_CHAIN,LOW,LOW,SINGLE,LEG_CURL_MACHINE,eqreq_ex_b59bed7d,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_b69ab702,크로스바디 해머 컬,SELECTABLE_CANONICAL,ex_b69ab702,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,ELBOW_EXTENSION|ELBOW_FLEXION,,OPEN_CHAIN,LOW,LOW,SINGLE,DUMBBELL,eqreq_ex_b69ab702,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_b76d3f92,케이블 래터럴 레이즈,SELECTABLE_CANONICAL,ex_b76d3f92,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,SHOULDER_ABDUCTION|SHOULDER_ADDUCTION,,OPEN_CHAIN,LOW,LOW,SINGLE,CABLE,eqreq_ex_b76d3f92,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_b78a8f95,레그 익스텐션,SELECTABLE_CANONICAL,ex_b78a8f95,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,KNEE_EXTENSION|KNEE_FLEXION,,OPEN_CHAIN,LOW,LOW,SINGLE,LEG_EXTENSION_MACHINE,eqreq_ex_b78a8f95,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_badminton_lesson,배드민턴 레슨,SELECTABLE_CANONICAL,ex_badminton_lesson,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,,,,HIGH,MODERATE,ALL_REQUIRED,BADMINTON_RACKET|SHUTTLECOCKS,eqreq_ex_badminton_lesson,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_bb4b4276,등받이 없는 덤벨 시티드 숄더프레스,SELECTABLE_CANONICAL,ex_bb4b4276,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,VERTICAL_PUSH,ELBOW_EXTENSION|ELBOW_FLEXION|SCAPULAR_DOWNWARD_ROTATION|SCAPULAR_UPWARD_ROTATION|SHOULDER_EXTENSION|SHOULDER_FLEXION,,OPEN_CHAIN,MODERATE,HIGH,SINGLE,DUMBBELL,eqreq_ex_bb4b4276,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_bc84eb7f,6방향 랜덤 콕줍기,SELECTABLE_CANONICAL,ex_bc84eb7f,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,GAIT|STEP,,ACCELERATION|CHANGE_OF_DIRECTION|DECELERATION,,HIGH,MODERATE,SINGLE,SHUTTLECOCKS,eqreq_ex_bc84eb7f,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_bd072cd,스탠딩 카프 레이즈,HISTORY_ONLY_GENERIC,ex_bd072cd,SOURCE_GENERIC_HISTORY,NO,PRESERVE_GENERIC_HISTORY; DO_NOT_INFER_VARIANT,CALF_ANKLE_STRENGTH|ANKLE_STIFFNESS_SUPPORT,,,,,,HISTORICAL_GENERIC,DUMBBELL|MACHINE,,training_settings_seed.csv + equipment_variant_split_plan.csv,,KEEP_CANONICAL,HISTORY_ONLY,SOURCE_PROFILE_FOR_APPROVED_VARIANTS,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,FINAL_CLOSEOUT_SPLIT_FROM_ex_bd072cd
ex_c1a81cb2,로프 해머 컬,SELECTABLE_CANONICAL,ex_c1a81cb2,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,ELBOW_EXTENSION|ELBOW_FLEXION,,OPEN_CHAIN,LOW,LOW,SINGLE,CABLE,eqreq_ex_c1a81cb2,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_c1bf2aa8,안세영 참고 고강도 랠리 풋워크,SELECTABLE_CANONICAL,ex_c1bf2aa8,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,GAIT|STEP,,ACCELERATION|CHANGE_OF_DIRECTION|DECELERATION,,HIGH,MODERATE,SINGLE,SHUTTLECOCKS,eqreq_ex_c1bf2aa8,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_c365e5e2,원암 스트레이트암 풀다운,SELECTABLE_CANONICAL,ex_c365e5e2,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,SHOULDER_EXTENSION|SHOULDER_FLEXION,,OPEN_CHAIN,LOW,LOW,SINGLE,CABLE,eqreq_ex_c365e5e2,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_c4535de3,스캡 푸시업,SELECTABLE_CANONICAL,ex_c4535de3,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,HORIZONTAL_PUSH,SCAPULAR_PROTRACTION|SCAPULAR_RETRACTION,,CLOSED_CHAIN,MODERATE,MODERATE,NONE,,,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_c4ea0a2a,스킵 바운드,SELECTABLE_CANONICAL,ex_c4ea0a2a,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,BOUND|GAIT,,LANDING|REBOUND|TAKEOFF,,HIGH,MODERATE,NONE,,,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_c5043892,프론트 스쿼트,SELECTABLE_CANONICAL,ex_c5043892,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,SQUAT,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION|HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION,,CLOSED_CHAIN,MODERATE,HIGH,SINGLE,BARBELL,eqreq_ex_c5043892,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_c536edc2,원암 케이블 숄더프레스,SELECTABLE_CANONICAL,ex_c536edc2,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,VERTICAL_PUSH,ELBOW_EXTENSION|ELBOW_FLEXION|SCAPULAR_DOWNWARD_ROTATION|SCAPULAR_UPWARD_ROTATION|SHOULDER_EXTENSION|SHOULDER_FLEXION,,OPEN_CHAIN,HIGH,HIGH,SINGLE,CABLE,eqreq_ex_c536edc2,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_c5c2fdef,스트라이드,SELECTABLE_CANONICAL,ex_c5c2fdef,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,GAIT,,ACCELERATION,,MODERATE,MODERATE,NONE,,,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_c5f4c242,랜덤 비프 풋워크,SELECTABLE_CANONICAL,ex_c5f4c242,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,GAIT|STEP,,ACCELERATION|CHANGE_OF_DIRECTION|DECELERATION,,HIGH,MODERATE,SINGLE,AUDIO_CUE_DEVICE,eqreq_ex_c5f4c242,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_c62c0716,컨센트레이션 컬,SELECTABLE_CANONICAL,ex_c62c0716,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,ELBOW_EXTENSION|ELBOW_FLEXION,,OPEN_CHAIN,LOW,LOW,SINGLE,DUMBBELL,eqreq_ex_c62c0716,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_c6d9efef,스플릿 스텝,SELECTABLE_CANONICAL,ex_c6d9efef,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,HOP,,LANDING|REBOUND|TAKEOFF,,HIGH,MODERATE,NONE,,,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_c7977dfd,6코너 풋워크 최대반복 테스트,SELECTABLE_CANONICAL,ex_c7977dfd,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,GAIT|STEP,,ACCELERATION|CHANGE_OF_DIRECTION|DECELERATION,,HIGH,MODERATE,NONE,,,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_c8bcf3ce,리버스 런지,SELECTABLE_CANONICAL,ex_c8bcf3ce,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,LUNGE,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION|HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION,,CLOSED_CHAIN,MODERATE,MODERATE,SINGLE,DUMBBELL,eqreq_ex_c8bcf3ce,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_ca5cce66,스트레이트암 풀다운,SELECTABLE_CANONICAL,ex_ca5cce66,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,SHOULDER_EXTENSION|SHOULDER_FLEXION,,OPEN_CHAIN,LOW,LOW,SINGLE,CABLE,eqreq_ex_ca5cce66,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_cb3c4dc2,맨몸 스쿼트,SELECTABLE_CANONICAL,ex_cb3c4dc2,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,SQUAT,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION|HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION,,CLOSED_CHAIN,MODERATE,MODERATE,NONE,,,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_d20b7487,라잉 트라이셉스 익스텐션,HISTORY_ONLY_GENERIC,ex_d20b7487,SOURCE_GENERIC_HISTORY,NO,PRESERVE_GENERIC_HISTORY; DO_NOT_INFER_VARIANT,ELBOW_EXTENSION|TRICEPS_ISOLATION|ARM_ACCESSORY,,,,,,HISTORICAL_GENERIC,EZ바|덤벨,,training_settings_seed.csv + equipment_variant_split_plan.csv,,,HISTORY_ONLY,SOURCE_PROFILE_FOR_APPROVED_VARIANTS,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,FINAL_CLOSEOUT_SPLIT_FROM_ex_d20b7487
ex_d5048362,인클라인 덤벨 컬,SELECTABLE_CANONICAL,ex_d5048362,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,ELBOW_EXTENSION|ELBOW_FLEXION,,OPEN_CHAIN,LOW,LOW,ALL_REQUIRED,BENCH|DUMBBELL,eqreq_ex_d5048362,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_d5bdffe1,데드버그,SELECTABLE_CANONICAL,ex_d5bdffe1,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,TRUNK_BRACE,HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION|SHOULDER_EXTENSION|SHOULDER_FLEXION,,OPEN_CHAIN,HIGH,LOW,NONE,,,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_d60745b4,원레그 레그 익스텐션,SELECTABLE_CANONICAL,ex_d60745b4,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,KNEE_EXTENSION|KNEE_FLEXION,,OPEN_CHAIN,LOW,LOW,SINGLE,LEG_EXTENSION_MACHINE,eqreq_ex_d60745b4,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_d6726746,드롭 점프,SELECTABLE_CANONICAL,ex_d6726746,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,JUMP,,LANDING|REBOUND|TAKEOFF,,HIGH,MODERATE,SINGLE,BOX_STEP,eqreq_ex_d6726746,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_d67e5761,피스톨 스쿼트,SELECTABLE_CANONICAL,ex_d67e5761,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,SQUAT,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION|HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION,,CLOSED_CHAIN,HIGH,HIGH,NONE,,,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_d7c90536,로잉머신,SELECTABLE_CANONICAL,ex_d7c90536,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,HINGE|HORIZONTAL_PULL,ELBOW_EXTENSION|ELBOW_FLEXION|HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION|SCAPULAR_PROTRACTION|SCAPULAR_RETRACTION|SHOULDER_EXTENSION|SHOULDER_FLEXION,,,LOW,MODERATE,SINGLE,ROWING_MACHINE,eqreq_ex_d7c90536,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_d9084b5e,원암 인버티드 로우,HISTORY_ONLY_GENERIC,ex_d9084b5e,SOURCE_GENERIC_HISTORY,NO,PRESERVE_GENERIC_HISTORY; DO_NOT_INFER_VARIANT,PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER|CORE_STABILITY_SUPPORT,,,,,,HISTORICAL_GENERIC,TRX/링,,training_settings_seed.csv + equipment_variant_split_plan.csv,,,HISTORY_ONLY,SOURCE_PROFILE_FOR_APPROVED_VARIANTS,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,FINAL_CLOSEOUT_SPLIT_FROM_ex_d9084b5e
ex_d9e141e4,박스 점프,SELECTABLE_CANONICAL,ex_d9e141e4,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,JUMP,,LANDING|TAKEOFF,,HIGH,MODERATE,SINGLE,BOX_STEP,eqreq_ex_d9e141e4,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_da56a4fe,덤벨 킥백,SELECTABLE_CANONICAL,ex_da56a4fe,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,ELBOW_EXTENSION|ELBOW_FLEXION,,OPEN_CHAIN,LOW,LOW,SINGLE,DUMBBELL,eqreq_ex_da56a4fe,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_dc9e5953,랫풀다운,SELECTABLE_CANONICAL,ex_dc9e5953,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,VERTICAL_PULL,ELBOW_EXTENSION|ELBOW_FLEXION|SCAPULAR_DEPRESSION|SCAPULAR_ELEVATION|SHOULDER_ABDUCTION|SHOULDER_ADDUCTION,,OPEN_CHAIN,LOW,MODERATE,SINGLE,LAT_PULLDOWN_MACHINE,eqreq_ex_dc9e5953,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_dd16e07a,스트레칭,SELECTABLE_CANONICAL,ex_dd16e07a,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,,,,LOW,LOW,NONE,,,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_dd2f732e,리버스 컬,HISTORY_ONLY_GENERIC,ex_dd2f732e,SOURCE_GENERIC_HISTORY,NO,PRESERVE_GENERIC_HISTORY; DO_NOT_INFER_VARIANT,ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT|BRACHIALIS_BRACHIORADIALIS,,,,,,HISTORICAL_GENERIC,EZ바|바벨,,training_settings_seed.csv + equipment_variant_split_plan.csv,,,HISTORY_ONLY,SOURCE_PROFILE_FOR_APPROVED_VARIANTS,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,FINAL_CLOSEOUT_SPLIT_FROM_ex_dd2f732e
ex_de46b7f6,바벨 로우,SELECTABLE_CANONICAL,ex_de46b7f6,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,HORIZONTAL_PULL,ELBOW_EXTENSION|ELBOW_FLEXION|SCAPULAR_PROTRACTION|SCAPULAR_RETRACTION|SHOULDER_EXTENSION|SHOULDER_FLEXION,,OPEN_CHAIN,MODERATE,MODERATE,SINGLE,BARBELL,eqreq_ex_de46b7f6,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_debf6a8b,다이아몬드 푸시업,SELECTABLE_CANONICAL,ex_debf6a8b,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,HORIZONTAL_PUSH,ELBOW_EXTENSION|ELBOW_FLEXION|SHOULDER_HORIZONTAL_ABDUCTION|SHOULDER_HORIZONTAL_ADDUCTION,,CLOSED_CHAIN,MODERATE,MODERATE,NONE,,,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_deca2b61,벤치 딥스,SELECTABLE_CANONICAL,ex_deca2b61,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,VERTICAL_PUSH,ELBOW_EXTENSION|ELBOW_FLEXION|SCAPULAR_DOWNWARD_ROTATION|SCAPULAR_UPWARD_ROTATION|SHOULDER_EXTENSION|SHOULDER_FLEXION,,CLOSED_CHAIN,MODERATE,MODERATE,SINGLE,BENCH,eqreq_ex_deca2b61,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_df966b45,점프 런지,SELECTABLE_CANONICAL,ex_df966b45,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,JUMP|LUNGE,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION|HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION,LANDING|TAKEOFF,CLOSED_CHAIN,HIGH,MODERATE,NONE,,,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_e0b1e364,원암 덤벨 RDL,SELECTABLE_CANONICAL,ex_e0b1e364,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,HINGE,HIP_EXTENSION|HIP_FLEXION,,CLOSED_CHAIN,HIGH,MODERATE,SINGLE,DUMBBELL,eqreq_ex_e0b1e364,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_e159d15a,인버티드 로우,HISTORY_ONLY_GENERIC,ex_e159d15a,SOURCE_GENERIC_HISTORY,NO,PRESERVE_GENERIC_HISTORY; DO_NOT_INFER_VARIANT,PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|CORE_STABILITY_SUPPORT,,,,,,HISTORICAL_GENERIC,TRX/링,,training_settings_seed.csv + equipment_variant_split_plan.csv,,,HISTORY_ONLY,SOURCE_PROFILE_FOR_APPROVED_VARIANTS,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,FINAL_CLOSEOUT_SPLIT_FROM_ex_e159d15a
ex_e1894690,스캡 풀업,SELECTABLE_CANONICAL,ex_e1894690,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,VERTICAL_PULL,SCAPULAR_DEPRESSION|SCAPULAR_ELEVATION,,CLOSED_CHAIN,MODERATE,MODERATE,SINGLE,PULL_UP_BAR,eqreq_ex_e1894690,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
