"exerciseName","stableKey","currentCategoryType","estimatedMovementFamily","originalManualReviewRequired","originalSourceIdIssue","originalReasons","individualJudgement","familyJudgement","judgementPriority","rowManualReviewRequired","sourceReviewRequired","templateMissingReviewRequired","stressReviewRequired","sportSessionReviewRequired","sourceOnlyReview","overbroadManualReview","recommendedFamilyCorrection","recommendedSourceAction","recommendedNextAction","safeForTemplateDefault","safeForSeedMutation","notes"
"파이크 푸시업","ex_3caa236b","category=근력운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION","OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. overhead/shoulder source review만 남기면 충분하다."
"페이스풀","face_pull","category=근력운동; movement_category=ACCESSORY; force_type=PULL; movement_pattern=SHOULDER_HORIZONTAL_ABDUCTION|REAR_DELTOID_ISOLATION|SHOULDER_ACCESSORY|SCAPULAR_RETRACTION|EXTERNAL_ROTATION_SUPPORT","ROW_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390","SOURCE_REVIEW|ROW_SUBTYPE_MANUAL_REVIEW","수동검토 적절","수정 필요","P0","YES","YES","NO","NO","NO","NO","NO","FACE_PULL_LOWER_TRAP_SERRATUS_VARIANTS","source 검토 적절","sidecar 생성 전 family 보정 규칙을 추가하라.","PARTIAL","CANDIDATE","현재 ROW_VARIANTS로 남아 있으나 face pull/후면어깨/견갑조절 계열이 더 적절하다."
"푸시업","ex_28902b13","category=근력운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_HORIZONTAL|CHEST_STRENGTH","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","NO","NO","","NOT_IN_ORIGINAL_MANUAL_SET","NOT_REVIEWED","","NO","NO","NO","NO","NO","NO","NO","","NONE","Retain report-only classification; no manual action required.","YES","NO","No individual judgement row because original manualReviewRequired was NO."
"풀업","pull_up","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_VERTICAL|BACK_STRENGTH|SCAPULAR_CONTROL","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:C_LAT_PULLDOWN_EMG_PMC449729|E_BADMINTON_INJURY_PMC7205924","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다."
"프론트 스쿼트","ex_c5043892","category=근력운동; movement_category=STRENGTH; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN","SQUAT_VARIANTS","YES","NO","HIGH_STRESS_SESSION_CLUSTER_REVIEW","수동검토 적절","적절","P1","NO","NO","NO","YES","NO","NO","NO","","해당 없음","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"프론트풋 엘리베이티드 스플릿 스쿼트","ex_7ce96a7a","category=근력운동; movement_category=STRENGTH; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","LUNGE_SPLIT_SQUAT_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다."
"프리처 컬","ex_e994008a","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT|BICEPS_ISOLATION_STRICT","BICEPS_TRICEPS_ISOLATION_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_INJURY_PMC7205924","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. 단, E_BADMINTON_INJURY source는 배드민턴 grip/상지 support 보조 근거로만 두고 arm isolation의 주근거로 쓰면 안 된다."
"플랫 덤벨 플라이","ex_91b749b3","category=근력운동; movement_category=ACCESSORY; force_type=PUSH; movement_pattern=CHEST_FLY|CHEST_ACCESSORY|SHOULDER_HORIZONTAL_ADDUCTION","CHEST_ISOLATION_REVIEW","YES","MISSING_SOURCE_ID","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW","수동검토 적절","대체로 적절","P1","NO","YES","YES","NO","NO","NO","NO","","source/template 누락 검토 적절","새 template/sourceId를 만든 뒤에만 seed 반영.","NO","NO","새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다."
"할로우 바디 홀드","ex_2a826c82","category=근력운동; movement_category=SUPPORT; force_type=CORE; movement_pattern=CORE_STABILITY|ANTI_EXTENSION|ANTERIOR_CORE","ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS","NO","NO","","NOT_IN_ORIGINAL_MANUAL_SET","NOT_REVIEWED","","NO","NO","NO","NO","NO","NO","NO","","NONE","Retain report-only classification; no manual action required.","YES","NO","No individual judgement row because original manualReviewRequired was NO."
"해머 컬","ex_2892da5a","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT|BRACHIALIS_BRACHIORADIALIS","BICEPS_TRICEPS_ISOLATION_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_INJURY_PMC7205924","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. 단, E_BADMINTON_INJURY source는 배드민턴 grip/상지 support 보조 근거로만 두고 arm isolation의 주근거로 쓰면 안 된다."
"핵 스쿼트","ex_e9e97659","category=근력운동; movement_category=STRENGTH; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN","SQUAT_VARIANTS","YES","NO","HIGH_STRESS_SESSION_CLUSTER_REVIEW","수동검토 적절","적절","P1","NO","NO","NO","YES","NO","NO","NO","","해당 없음","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"핸드스탠드 푸시업","ex_fa2e73b3","category=근력운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION","OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. overhead/shoulder source review만 남기면 충분하다."
"행잉 레그 레이즈","ex_b3f447be","category=근력운동; movement_category=ACCESSORY; force_type=CORE; movement_pattern=CORE_FLEXION|ANTERIOR_CORE|HIP_FLEXOR_ACCESSORY","ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS","YES","NO","LOW_OR_MEDIUM_FAMILY_CONFIDENCE","수동검토 적절","세부분리 필요","P1","YES","NO","YES","NO","NO","NO","NO","CORE_FLEXION_HIP_FLEXOR_REVIEW","해당 없음","자동 template 반영 금지. sidecar에서 별도 review family로 둬라.","NO","CANDIDATE","복부 굴곡/고관절 굴곡 계열로 세부 템플릿 분리가 필요하다."
"힙 쓰러스트","ex_721f7b5b","category=근력운동; movement_category=STRENGTH; force_type=HINGE; movement_pattern=HIP_EXTENSION|GLUTE_STRENGTH|POSTERIOR_CHAIN_ACCESSORY","HIP_THRUST_GLUTE_BRIDGE_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:C_GLUTE_REHAB_EMG_PMC3201064","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다."
"힙 어덕션","ex_eaea872c","category=근력운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=HIP_STABILITY_SUPPORT|FRONTAL_PLANE_LOWER|ADDUCTOR_STRENGTH_SUPPORT","MOBILITY_WARMUP_RECOVERY_EXERCISES","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064","LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW","수동검토 적절","수정 필요","P0","YES","YES","YES","NO","NO","NO","NO","HIP_ADDUCTION_ACCESSORY_REVIEW","source 검토 적절","sidecar 생성 전 family 보정 규칙을 추가하라.","NO","CANDIDATE","MOBILITY/RECOVERY보다 고관절 내전 보조/머신 계열로 분리하는 편이 맞다."
"힙 어브덕션","ex_728da646","category=근력운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=HIP_STABILITY_SUPPORT|FRONTAL_PLANE_LOWER|GLUTE_MED_SUPPORT","MOBILITY_WARMUP_RECOVERY_EXERCISES","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064","LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW","수동검토 적절","수정 필요","P0","YES","YES","YES","NO","NO","NO","NO","HIP_ABDUCTION_GLUTE_MED_ACCESSORY_REVIEW","source 검토 적절","sidecar 생성 전 family 보정 규칙을 추가하라.","NO","CANDIDATE","MOBILITY/RECOVERY보다 중둔근/고관절 외전 보조 계열로 분리하는 편이 맞다."
"30초 반복 스매시 테스트","ex_91d8430b","category=기능성운동; movement_category=SPORT_SPECIFIC; force_type=POWER; movement_pattern=BADMINTON_SKILL_TEST|OVERHEAD_POWER|ROTATIONAL_POWER|REPEATED_STRIKE_CAPACITY","BADMINTON_OVERHEAD_POWER_TEST_REVIEW","YES","MISSING_SOURCE_ID","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW","수동검토 적절","대체로 적절","P1","NO","YES","YES","NO","NO","NO","NO","","source/template 누락 검토 적절","새 template/sourceId를 만든 뒤에만 seed 반영.","NO","NO","새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다."
"6방향 랜덤 콕줍기","ex_bc84eb7f","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","NO","NO","NO","","source 검토 적절","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"6코너 섀도우 풋워크","ex_33841b88","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","NO","NO","NO","","source 검토 적절","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"6코너 풋워크 최대반복 테스트","ex_c7977dfd","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","NO","NO","NO","","source 검토 적절","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"A스킵","ex_a12de111","category=기능성운동; movement_category=RUNNING_DRILL; force_type=PLYOMETRIC; movement_pattern=RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|KNEE_DRIVE","RUNNING_MECHANICS_SUPPORT_REVIEW","YES","MISSING_SOURCE_ID","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW","수동검토 적절","대체로 적절","P1","NO","YES","YES","NO","NO","NO","NO","","source/template 누락 검토 적절","새 template/sourceId를 만든 뒤에만 seed 반영.","NO","NO","새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다."
"B스킵","ex_a12de4d2","category=기능성운동; movement_category=RUNNING_DRILL; force_type=PLYOMETRIC; movement_pattern=RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|HAMSTRING_SWING","RUNNING_MECHANICS_SUPPORT_REVIEW","YES","MISSING_SOURCE_ID","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW","수동검토 적절","대체로 적절","P1","NO","YES","YES","NO","NO","NO","NO","","source/template 누락 검토 적절","새 template/sourceId를 만든 뒤에만 seed 반영.","NO","NO","새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다."
"가벼운 콕줍기","ex_216351a1","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_LIGHT|RECOVERY_MOVEMENT|LOW_INTENSITY_COORDINATION","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","부분 과잉","적절","P1","NO","YES","NO","YES","NO","NO","YES","","source 검토 적절","family는 유지하되 high-stress flag는 intensity/volume 조건부로 낮춰라.","PARTIAL","NO","가벼운 콕줍기는 family는 맞지만 high-stress/deceleration review는 과할 수 있다. 저강도 풋워크로 별도 intensity tag가 필요하다."
"고블릿 스쿼트","ex_ac7df636","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN","SQUAT_VARIANTS","NO","NO","","NOT_IN_ORIGINAL_MANUAL_SET","NOT_REVIEWED","","NO","NO","NO","NO","NO","NO","NO","","NONE","Retain report-only classification; no manual action required.","YES","NO","No individual judgement row because original manualReviewRequired was NO."
"노르딕 햄스트링 컬","ex_1cf51b6b","category=기능성운동; movement_category=SUPPORT; force_type=ECCENTRIC; movement_pattern=KNEE_FLEXION|HAMSTRING_STRENGTH|ECCENTRIC_HAMSTRING|DECELERATION_SUPPORT","HAMSTRING_CURL_VARIANTS","NO","NO","","NOT_IN_ORIGINAL_MANUAL_SET","NOT_REVIEWED","","NO","NO","NO","NO","NO","NO","NO","","NONE","Retain report-only classification; no manual action required.","YES","NO","No individual judgement row because original manualReviewRequired was NO."
"데드버그","ex_d5bdffe1","category=기능성운동; movement_category=SUPPORT; force_type=CORE; movement_pattern=CORE_STABILITY|ANTI_EXTENSION|LUMBOPELVIC_CONTROL|CONTRALATERAL_COORDINATION","ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS","NO","NO","","NOT_IN_ORIGINAL_MANUAL_SET","NOT_REVIEWED","","NO","NO","NO","NO","NO","NO","NO","","NONE","Retain report-only classification; no manual action required.","YES","NO","No individual judgement row because original manualReviewRequired was NO."
"드롭 점프","ex_d6726746","category=기능성운동; movement_category=PLYOMETRIC; force_type=PLYOMETRIC; movement_pattern=PLYOMETRIC_SSC|LOWER_BODY_POWER|LANDING_CONTROL_SUPPORT|LANDING_CONTROL_DIRECT","PLYOMETRIC_JUMP_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_TRAINING_EFFECTS_PMC12239426","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","NO","NO","NO","","source 검토 적절","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"라인 홉","ex_a3ddd8ac","category=기능성운동; movement_category=PLYOMETRIC; force_type=PLYOMETRIC; movement_pattern=ANKLE_STIFFNESS|PLYOMETRIC_SSC|LOW_LEVEL_HOP|LANDING_CONTROL_SUPPORT","CALF_RAISE_ANKLE_STIFFNESS_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","NO","NO","NO","","source 검토 적절","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"래터럴 바운드","ex_34e7d21","category=기능성운동; movement_category=PLYOMETRIC; force_type=PLYOMETRIC; movement_pattern=LATERAL_POWER|LATERAL_DECELERATION_DIRECT|LANDING_CONTROL_DIRECT|PLYOMETRIC_SSC|CHANGE_OF_DIRECTION_SUPPORT","LATERAL_BOUND_LANDING_DECELERATION_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","NO","NO","NO","","source 검토 적절","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"래터럴 스텝다운","ex_69a56484","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT|FRONTAL_PLANE_LOWER|ADDUCTOR_GLUTE_SUPPORT","STEP_UP_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:C_GLUTE_MED_MIN_META_PMC7727410|C_GLUTE_REHAB_EMG_PMC3201064","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다."
"랜덤 방향전환 드릴","ex_64422511","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","NO","NO","NO","","source 검토 적절","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"랜덤 비프 풋워크","ex_c5f4c242","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","NO","NO","NO","","source 검토 적절","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"랜덤 풋워크","ex_1c7f2342","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","NO","NO","NO","","source 검토 적절","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"린단 참고 트랙 스프린트","ex_4773b6ea","category=기능성운동; movement_category=SUPPORT; force_type=MIXED; movement_pattern=GENERAL_SUPPORT","MOBILITY_WARMUP_RECOVERY_EXERCISES","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064","LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW","수동검토 적절","수정 필요","P0","YES","YES","YES","NO","NO","NO","NO","SPRINT_ACCELERATION_CONDITIONING_REVIEW","source 검토 적절","sidecar 생성 전 family 보정 규칙을 추가하라.","NO","CANDIDATE","트랙 스프린트는 MOBILITY/RECOVERY가 아니라 가속/스프린트/컨디셔닝 계열이다."
"린단 참고 페이스 체인지 풋워크","ex_5004ca76","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT|PACE_CHANGE|ACCELERATION_DECELERATION_TRANSITION","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","NO","NO","NO","","source 검토 적절","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"멀티셔틀 풋워크","ex_752b45ae","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT|REPEAT_SPRINT_ABILITY|AEROBIC_ANAEROBIC","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","NO","NO","NO","","source 검토 적절","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"메디신볼 슬램","ex_26ac0c19","category=기능성운동; movement_category=POWER; force_type=POWER; movement_pattern=POWER|CORE_POWER|SHOULDER_EXTENSION_POWER","POWER_CORE_SHOULDER_REVIEW","YES","MISSING_SOURCE_ID","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW","수동검토 적절","대체로 적절","P1","NO","YES","YES","NO","NO","NO","NO","","source/template 누락 검토 적절","새 template/sourceId를 만든 뒤에만 seed 반영.","NO","NO","새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다."
"미니밴드 사이드워크","ex_16b298db","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=HIP_STABILITY_SUPPORT|FRONTAL_PLANE_LOWER|GLUTE_MED_SUPPORT","MOBILITY_WARMUP_RECOVERY_EXERCISES","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064","LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW","수동검토 적절","세부분리 필요","P1","YES","YES","YES","NO","NO","NO","NO","HIP_ABDUCTION_GLUTE_MED_ACTIVATION_REVIEW","source 검토 적절","자동 template 반영 금지. sidecar에서 별도 review family로 둬라.","NO","CANDIDATE","MOBILITY/RECOVERY로만 처리하기보다 중둔근 활성/고관절 안정성 보조로 분리할 필요가 있다."
"바이퍼 트위스트(아래로)","ex_8354acd","category=기능성운동; movement_category=POWER; force_type=ROTATION; movement_pattern=ROTATIONAL_POWER|TRUNK_ROTATION|CORE_POWER","POWER_CORE_SHOULDER_REVIEW","YES","MISSING_SOURCE_ID","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW","수동검토 적절","대체로 적절","P1","NO","YES","YES","NO","NO","NO","NO","","source/template 누락 검토 적절","새 template/sourceId를 만든 뒤에만 seed 반영.","NO","NO","새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다."
