"exerciseName","stableKey","field","oldValue","newValue","decisionType","reason"
"박스 점프","ex_d9e141e4","ligamentJointStabilityStressTags","ANKLE_INVERSION_LIGAMENT_STRESS/KNEE_VALGUS_CONTROL_STRESS/KNEE_ROTATIONAL_STABILITY_STRESS","ANKLE_INVERSION_LIGAMENT_STRESS|KNEE_VALGUS_CONTROL_STRESS|KNEE_ROTATIONAL_STABILITY_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"버피","ex_3f184ef9","secondaryStressTags","REPEATED_PATTERN_LOAD/QUAD_LOAD/CORE_BRACING_LOAD/LANDING_LOAD","REPEATED_PATTERN_LOAD|QUAD_LOAD|CORE_BRACING_LOAD|LANDING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"버피","ex_3f184ef9","tendonStressTags","ACHILLES_TENDON_STRESS/PATELLAR_TENDON_STRESS","ACHILLES_TENDON_STRESS|PATELLAR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"불가리안 스플릿 스쿼트","ex_e2efd0fe","secondaryStressTags","QUAD_LOAD/GLUTE_LOAD/UNILATERAL_CONTROL_LOAD/SINGLE_LEG_STABILITY_LOAD/HIP_CONTROL_LOAD","QUAD_LOAD|GLUTE_LOAD|UNILATERAL_CONTROL_LOAD|SINGLE_LEG_STABILITY_LOAD|HIP_CONTROL_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"불가리안 스플릿 스쿼트","ex_e2efd0fe","ligamentJointStabilityStressTags","KNEE_VALGUS_CONTROL_STRESS/HIP_ROTATIONAL_CONTROL_STRESS/LUMBOPELVIC_CONTROL_STRESS","KNEE_VALGUS_CONTROL_STRESS|HIP_ROTATIONAL_CONTROL_STRESS|LUMBOPELVIC_CONTROL_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"사이드 스텝 후 정지","ex_9b132c23","secondaryStressTags","FRONTAL_PLANE_LOAD/DECELERATION_LOAD/LANDING_LOAD/SINGLE_LEG_STABILITY_LOAD/CALF_ANKLE_SSC_LOAD","FRONTAL_PLANE_LOAD|DECELERATION_LOAD|LANDING_LOAD|SINGLE_LEG_STABILITY_LOAD|CALF_ANKLE_SSC_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"사이드 스텝 후 정지","ex_9b132c23","tendonStressTags","ACHILLES_TENDON_STRESS/PATELLAR_TENDON_STRESS","ACHILLES_TENDON_STRESS|PATELLAR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"사이드 스텝 후 정지","ex_9b132c23","ligamentJointStabilityStressTags","ANKLE_INVERSION_LIGAMENT_STRESS/KNEE_VALGUS_CONTROL_STRESS/KNEE_ROTATIONAL_STABILITY_STRESS/HIP_ROTATIONAL_CONTROL_STRESS","ANKLE_INVERSION_LIGAMENT_STRESS|KNEE_VALGUS_CONTROL_STRESS|KNEE_ROTATIONAL_STABILITY_STRESS|HIP_ROTATIONAL_CONTROL_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"셔틀런","ex_a4040be3","badmintonTransferType","LOWER_BODY_SUPPORTIVE/ANKLE_CALF_SSC_SUPPORTIVE","LOWER_BODY_SUPPORTIVE|ANKLE_CALF_SSC_SUPPORTIVE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"셔틀런","ex_a4040be3","badmintonPhysicalQualities","REACTIVE_AGILITY/DECELERATION/ANKLE_STIFFNESS","REACTIVE_AGILITY|DECELERATION|ANKLE_STIFFNESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스킵 바운드","ex_c4ea0a2a","badmintonTransferType","LOWER_BODY_SUPPORTIVE/ANKLE_CALF_SSC_SUPPORTIVE","LOWER_BODY_SUPPORTIVE|ANKLE_CALF_SSC_SUPPORTIVE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스킵 바운드","ex_c4ea0a2a","badmintonPhysicalQualities","ACCELERATION/ANKLE_STIFFNESS/CALF_ELASTICITY/HIP_CONTROL","ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|HIP_CONTROL","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스트라이드","ex_c5c2fdef","badmintonTransferType","LOWER_BODY_SUPPORTIVE/ANKLE_CALF_SSC_SUPPORTIVE","LOWER_BODY_SUPPORTIVE|ANKLE_CALF_SSC_SUPPORTIVE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스트라이드","ex_c5c2fdef","badmintonPhysicalQualities","ACCELERATION/ANKLE_STIFFNESS/CALF_ELASTICITY/HIP_CONTROL","ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|HIP_CONTROL","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스플릿 스텝","ex_c6d9efef","badmintonTransferType","FOOTWORK_DIRECT/CHANGE_OF_DIRECTION_DIRECT/REACTION_DECISION_DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|REACTION_DECISION_DIRECT","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스플릿 스텝","ex_c6d9efef","badmintonSkillTargets","SPLIT_STEP/FIRST_STEP/CHANGE_OF_DIRECTION/DEFENSIVE_COVERAGE","SPLIT_STEP|FIRST_STEP|CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스플릿 스텝","ex_c6d9efef","badmintonPhysicalQualities","REACTIVE_AGILITY/DECELERATION/ANKLE_STIFFNESS/SINGLE_LEG_STABILITY","REACTIVE_AGILITY|DECELERATION|ANKLE_STIFFNESS|SINGLE_LEG_STABILITY","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스플릿 스텝","ex_c6d9efef","cognitiveStressTags","REACTION_LOAD/DECISION_MAKING_LOAD/VISUAL_TRACKING_LOAD","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스플릿 스텝","ex_c6d9efef","sportContextTags","BADMINTON_FOOTWORK/BADMINTON_DIRECT_TRANSFER","BADMINTON_FOOTWORK|BADMINTON_DIRECT_TRANSFER","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스플릿 스텝 리액션","ex_8e69fc74","badmintonTransferType","FOOTWORK_DIRECT/CHANGE_OF_DIRECTION_DIRECT/REACTION_DECISION_DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|REACTION_DECISION_DIRECT","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스플릿 스텝 리액션","ex_8e69fc74","badmintonSkillTargets","SPLIT_STEP/FIRST_STEP/CHANGE_OF_DIRECTION/DEFENSIVE_COVERAGE","SPLIT_STEP|FIRST_STEP|CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스플릿 스텝 리액션","ex_8e69fc74","badmintonPhysicalQualities","REACTIVE_AGILITY/DECELERATION/ANKLE_STIFFNESS/SINGLE_LEG_STABILITY","REACTIVE_AGILITY|DECELERATION|ANKLE_STIFFNESS|SINGLE_LEG_STABILITY","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스플릿 스텝 리액션","ex_8e69fc74","cognitiveStressTags","REACTION_LOAD/DECISION_MAKING_LOAD/VISUAL_TRACKING_LOAD","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스플릿 스텝 리액션","ex_8e69fc74","sportContextTags","BADMINTON_FOOTWORK/BADMINTON_DIRECT_TRANSFER","BADMINTON_FOOTWORK|BADMINTON_DIRECT_TRANSFER","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스플릿 스텝 후 좌우 런지","ex_377448a9","badmintonTransferType","LUNGE_REACH_DIRECT/CHANGE_OF_DIRECTION_DIRECT","LUNGE_REACH_DIRECT|CHANGE_OF_DIRECTION_DIRECT","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스플릿 스텝 후 좌우 런지","ex_377448a9","badmintonSkillTargets","SPLIT_STEP/LATERAL_LUNGE/FRONT_COURT_LUNGE/DEFENSIVE_COVERAGE","SPLIT_STEP|LATERAL_LUNGE|FRONT_COURT_LUNGE|DEFENSIVE_COVERAGE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스플릿 스텝 후 좌우 런지","ex_377448a9","badmintonPhysicalQualities","DECELERATION/FRONTAL_PLANE_CONTROL/SINGLE_LEG_STABILITY/HIP_CONTROL","DECELERATION|FRONTAL_PLANE_CONTROL|SINGLE_LEG_STABILITY|HIP_CONTROL","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스플릿 스텝 후 좌우 런지","ex_377448a9","cognitiveStressTags","REACTION_LOAD/DECISION_MAKING_LOAD/VISUAL_TRACKING_LOAD","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"스플릿 스텝 후 좌우 런지","ex_377448a9","sportContextTags","BADMINTON_LUNGE_REACH/BADMINTON_FOOTWORK/BADMINTON_DIRECT_TRANSFER","BADMINTON_LUNGE_REACH|BADMINTON_FOOTWORK|BADMINTON_DIRECT_TRANSFER","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"싱글 레그 홉 앤 스틱","ex_314df428","secondaryStressTags","QUAD_LOAD/GLUTE_LOAD/CALF_ANKLE_SSC_LOAD/LANDING_LOAD/DECELERATION_LOAD","QUAD_LOAD|GLUTE_LOAD|CALF_ANKLE_SSC_LOAD|LANDING_LOAD|DECELERATION_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"싱글 레그 홉 앤 스틱","ex_314df428","tendonStressTags","ACHILLES_TENDON_STRESS/PATELLAR_TENDON_STRESS","ACHILLES_TENDON_STRESS|PATELLAR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"싱글 레그 홉 앤 스틱","ex_314df428","ligamentJointStabilityStressTags","ANKLE_INVERSION_LIGAMENT_STRESS/KNEE_VALGUS_CONTROL_STRESS/KNEE_ROTATIONAL_STABILITY_STRESS","ANKLE_INVERSION_LIGAMENT_STRESS|KNEE_VALGUS_CONTROL_STRESS|KNEE_ROTATIONAL_STABILITY_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"안세영 참고 고강도 랠리 풋워크","ex_c1bf2aa8","badmintonTransferType","FOOTWORK_DIRECT/CHANGE_OF_DIRECTION_DIRECT/RALLY_CONDITIONING_DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|RALLY_CONDITIONING_DIRECT","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"안세영 참고 고강도 랠리 풋워크","ex_c1bf2aa8","badmintonSkillTargets","SPLIT_STEP/CHANGE_OF_DIRECTION/MULTI_SHUTTLE_ENDURANCE/RALLY_TOLERANCE/DEFENSIVE_COVERAGE","SPLIT_STEP|CHANGE_OF_DIRECTION|MULTI_SHUTTLE_ENDURANCE|RALLY_TOLERANCE|DEFENSIVE_COVERAGE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"안세영 참고 고강도 랠리 풋워크","ex_c1bf2aa8","badmintonPhysicalQualities","REACTIVE_AGILITY/DECELERATION/ANKLE_STIFFNESS/SINGLE_LEG_STABILITY/ANAEROBIC_REPEATABILITY","REACTIVE_AGILITY|DECELERATION|ANKLE_STIFFNESS|SINGLE_LEG_STABILITY|ANAEROBIC_REPEATABILITY","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"안세영 참고 고강도 랠리 풋워크","ex_c1bf2aa8","cognitiveStressTags","REACTION_LOAD/DECISION_MAKING_LOAD/VISUAL_TRACKING_LOAD","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"안세영 참고 고강도 랠리 풋워크","ex_c1bf2aa8","sportContextTags","BADMINTON_MULTI_SHUTTLE/BADMINTON_RALLY/BADMINTON_DIRECT_TRANSFER","BADMINTON_MULTI_SHUTTLE|BADMINTON_RALLY|BADMINTON_DIRECT_TRANSFER","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"앙클링","ex_a412dd45","badmintonTransferType","LOWER_BODY_SUPPORTIVE/ANKLE_CALF_SSC_SUPPORTIVE","LOWER_BODY_SUPPORTIVE|ANKLE_CALF_SSC_SUPPORTIVE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"앙클링","ex_a412dd45","badmintonPhysicalQualities","ACCELERATION/ANKLE_STIFFNESS/CALF_ELASTICITY/HIP_CONTROL","ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|HIP_CONTROL","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"앞뒤 랜덤 콕줍기","ex_4255e429","badmintonTransferType","FOOTWORK_DIRECT/LUNGE_REACH_DIRECT/REACTION_DECISION_DIRECT","FOOTWORK_DIRECT|LUNGE_REACH_DIRECT|REACTION_DECISION_DIRECT","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"앞뒤 랜덤 콕줍기","ex_4255e429","badmintonSkillTargets","SPLIT_STEP/FIRST_STEP/FRONT_COURT_LUNGE/LATERAL_LUNGE/DEFENSIVE_COVERAGE","SPLIT_STEP|FIRST_STEP|FRONT_COURT_LUNGE|LATERAL_LUNGE|DEFENSIVE_COVERAGE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"앞뒤 랜덤 콕줍기","ex_4255e429","badmintonPhysicalQualities","REACTIVE_AGILITY/DECELERATION/SINGLE_LEG_STABILITY/HIP_CONTROL","REACTIVE_AGILITY|DECELERATION|SINGLE_LEG_STABILITY|HIP_CONTROL","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"앞뒤 랜덤 콕줍기","ex_4255e429","cognitiveStressTags","REACTION_LOAD/DECISION_MAKING_LOAD/VISUAL_TRACKING_LOAD","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"앞뒤 랜덤 콕줍기","ex_4255e429","sportContextTags","BADMINTON_LUNGE_REACH/BADMINTON_FOOTWORK/BADMINTON_DIRECT_TRANSFER","BADMINTON_LUNGE_REACH|BADMINTON_FOOTWORK|BADMINTON_DIRECT_TRANSFER","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"애질리티 래더","ex_2055b629","badmintonTransferType","LOWER_BODY_SUPPORTIVE/ANKLE_CALF_SSC_SUPPORTIVE","LOWER_BODY_SUPPORTIVE|ANKLE_CALF_SSC_SUPPORTIVE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"애질리티 래더","ex_2055b629","badmintonPhysicalQualities","REACTIVE_AGILITY/DECELERATION/ANKLE_STIFFNESS","REACTIVE_AGILITY|DECELERATION|ANKLE_STIFFNESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"월 드라이브","ex_f332aeab","badmintonTransferType","LOWER_BODY_SUPPORTIVE/ANKLE_CALF_SSC_SUPPORTIVE","LOWER_BODY_SUPPORTIVE|ANKLE_CALF_SSC_SUPPORTIVE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"월 드라이브","ex_f332aeab","badmintonPhysicalQualities","ACCELERATION/ANKLE_STIFFNESS/CALF_ELASTICITY/HIP_CONTROL","ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|HIP_CONTROL","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"점프 런지","ex_df966b45","secondaryStressTags","QUAD_LOAD/GLUTE_LOAD/LANDING_LOAD/DECELERATION_LOAD/SINGLE_LEG_STABILITY_LOAD","QUAD_LOAD|GLUTE_LOAD|LANDING_LOAD|DECELERATION_LOAD|SINGLE_LEG_STABILITY_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"점프 런지","ex_df966b45","tendonStressTags","ACHILLES_TENDON_STRESS/PATELLAR_TENDON_STRESS","ACHILLES_TENDON_STRESS|PATELLAR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"점프 런지","ex_df966b45","ligamentJointStabilityStressTags","KNEE_VALGUS_CONTROL_STRESS/HIP_ROTATIONAL_CONTROL_STRESS","KNEE_VALGUS_CONTROL_STRESS|HIP_ROTATIONAL_CONTROL_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"좌우 랜덤 콕줍기","ex_421ba24b","badmintonTransferType","FOOTWORK_DIRECT/LUNGE_REACH_DIRECT/REACTION_DECISION_DIRECT","FOOTWORK_DIRECT|LUNGE_REACH_DIRECT|REACTION_DECISION_DIRECT","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"좌우 랜덤 콕줍기","ex_421ba24b","badmintonSkillTargets","SPLIT_STEP/FIRST_STEP/FRONT_COURT_LUNGE/LATERAL_LUNGE/DEFENSIVE_COVERAGE","SPLIT_STEP|FIRST_STEP|FRONT_COURT_LUNGE|LATERAL_LUNGE|DEFENSIVE_COVERAGE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"좌우 랜덤 콕줍기","ex_421ba24b","badmintonPhysicalQualities","REACTIVE_AGILITY/DECELERATION/SINGLE_LEG_STABILITY/HIP_CONTROL","REACTIVE_AGILITY|DECELERATION|SINGLE_LEG_STABILITY|HIP_CONTROL","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"좌우 랜덤 콕줍기","ex_421ba24b","cognitiveStressTags","REACTION_LOAD/DECISION_MAKING_LOAD/VISUAL_TRACKING_LOAD","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"좌우 랜덤 콕줍기","ex_421ba24b","sportContextTags","BADMINTON_LUNGE_REACH/BADMINTON_FOOTWORK/BADMINTON_DIRECT_TRANSFER","BADMINTON_LUNGE_REACH|BADMINTON_FOOTWORK|BADMINTON_DIRECT_TRANSFER","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"케틀벨 스윙","ex_7404067c","secondaryStressTags","HAMSTRING_LOAD/GLUTE_LOAD/HIP_CONTROL_LOAD/CORE_BRACING_LOAD/NEURAL_LOAD","HAMSTRING_LOAD|GLUTE_LOAD|HIP_CONTROL_LOAD|CORE_BRACING_LOAD|NEURAL_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"케틀벨 스윙","ex_7404067c","ligamentJointStabilityStressTags","LUMBOPELVIC_CONTROL_STRESS/HIP_ROTATIONAL_CONTROL_STRESS","LUMBOPELVIC_CONTROL_STRESS|HIP_ROTATIONAL_CONTROL_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"콘 드릴","ex_a4350c0f","badmintonTransferType","LOWER_BODY_SUPPORTIVE/ANKLE_CALF_SSC_SUPPORTIVE","LOWER_BODY_SUPPORTIVE|ANKLE_CALF_SSC_SUPPORTIVE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"콘 드릴","ex_a4350c0f","badmintonPhysicalQualities","REACTIVE_AGILITY/DECELERATION/ANKLE_STIFFNESS","REACTIVE_AGILITY|DECELERATION|ANKLE_STIFFNESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"포고 점프","ex_e465d1e9","secondaryStressTags","CALF_ANKLE_SSC_LOAD/REPEATED_PATTERN_LOAD/LANDING_LOAD","CALF_ANKLE_SSC_LOAD|REPEATED_PATTERN_LOAD|LANDING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"포고 점프","ex_e465d1e9","tendonStressTags","ACHILLES_TENDON_STRESS/PATELLAR_TENDON_STRESS","ACHILLES_TENDON_STRESS|PATELLAR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"포고 점프","ex_e465d1e9","ligamentJointStabilityStressTags","ANKLE_INVERSION_LIGAMENT_STRESS/ANKLE_EVERSION_CONTROL_STRESS","ANKLE_INVERSION_LIGAMENT_STRESS|ANKLE_EVERSION_CONTROL_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"하이니 스킵","ex_c821775c","badmintonTransferType","LOWER_BODY_SUPPORTIVE/ANKLE_CALF_SSC_SUPPORTIVE","LOWER_BODY_SUPPORTIVE|ANKLE_CALF_SSC_SUPPORTIVE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"하이니 스킵","ex_c821775c","badmintonPhysicalQualities","ACCELERATION/ANKLE_STIFFNESS/CALF_ELASTICITY/HIP_CONTROL","ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|HIP_CONTROL","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"배드민턴","ex_ae9ecdbc","badmintonTransferType","RALLY_CONDITIONING_DIRECT/REACTION_DECISION_DIRECT/CHANGE_OF_DIRECTION_DIRECT","RALLY_CONDITIONING_DIRECT|REACTION_DECISION_DIRECT|CHANGE_OF_DIRECTION_DIRECT","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"배드민턴","ex_ae9ecdbc","badmintonSkillTargets","RALLY_TOLERANCE/DEFENSIVE_COVERAGE/CHANGE_OF_DIRECTION/OVERHEAD_CLEAR/SMASH","RALLY_TOLERANCE|DEFENSIVE_COVERAGE|CHANGE_OF_DIRECTION|OVERHEAD_CLEAR|SMASH","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"배드민턴","ex_ae9ecdbc","badmintonPhysicalQualities","REACTIVE_AGILITY/ANAEROBIC_REPEATABILITY/AEROBIC_BASE/DECELERATION/SHOULDER_DURABILITY","REACTIVE_AGILITY|ANAEROBIC_REPEATABILITY|AEROBIC_BASE|DECELERATION|SHOULDER_DURABILITY","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"배드민턴","ex_ae9ecdbc","cognitiveStressTags","REACTION_LOAD/DECISION_MAKING_LOAD/VISUAL_TRACKING_LOAD/TACTICAL_CONCENTRATION_LOAD","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD|TACTICAL_CONCENTRATION_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"배드민턴","ex_ae9ecdbc","sportContextTags","BADMINTON_MATCH/BADMINTON_RALLY/BADMINTON_DIRECT_TRANSFER","BADMINTON_MATCH|BADMINTON_RALLY|BADMINTON_DIRECT_TRANSFER","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"배드민턴 레슨","ex_badminton_lesson","badmintonTransferType","OVERHEAD_HITTING_DIRECT/FOOTWORK_DIRECT/REACTION_DECISION_DIRECT","OVERHEAD_HITTING_DIRECT|FOOTWORK_DIRECT|REACTION_DECISION_DIRECT","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"배드민턴 레슨","ex_badminton_lesson","badmintonSkillTargets","OVERHEAD_CLEAR/SMASH/SPLIT_STEP/CHANGE_OF_DIRECTION","OVERHEAD_CLEAR|SMASH|SPLIT_STEP|CHANGE_OF_DIRECTION","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"배드민턴 레슨","ex_badminton_lesson","badmintonPhysicalQualities","SHOULDER_DURABILITY/SCAPULAR_CONTROL/REACTIVE_AGILITY","SHOULDER_DURABILITY|SCAPULAR_CONTROL|REACTIVE_AGILITY","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"배드민턴 레슨","ex_badminton_lesson","cognitiveStressTags","TECHNICAL_CONCENTRATION_LOAD/MOTOR_LEARNING_LOAD/COACHING_FEEDBACK_PROCESSING_LOAD","TECHNICAL_CONCENTRATION_LOAD|MOTOR_LEARNING_LOAD|COACHING_FEEDBACK_PROCESSING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"배드민턴 레슨","ex_badminton_lesson","sportContextTags","BADMINTON_LESSON/BADMINTON_DIRECT_TRANSFER","BADMINTON_LESSON|BADMINTON_DIRECT_TRANSFER","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"줄넘기","ex_9bd6dddb","secondaryStressTags","CALF_ANKLE_SSC_LOAD/REPEATED_PATTERN_LOAD/LANDING_LOAD","CALF_ANKLE_SSC_LOAD|REPEATED_PATTERN_LOAD|LANDING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
