"exerciseName","stableKey","currentCategoryType","currentMovementPattern","currentMovementCategory","currentForceType","currentActivityKind","currentPlanningEligibility","proposedMovementFamily","proposedMovementSubtype","proposedDetailedMuscleTags","proposedMuscleContribution","proposedProgramSlot","proposedRedundancyGroup","proposedProgressMetricType","proposedFatigueProfile","proposedBadmintonTransferDirect","proposedBadmintonTransferSupportive","proposedAnalysisEligibility","proposedEvidenceSourceGroup","proposedEvidenceLevel","metadataConfidenceCandidate","sourceReviewRequired","rowManualReviewRequired","templateMissingReviewRequired","stressReviewRequired","sportSessionReviewRequired","sourceOnlyReview","overbroadManualReview","safeForTemplateDefault","safeForSeedMutation","proposalStatus","proposalReason","recommendedNextAction","notes"
"덤벨 리스트 컬","ex_95028bfe","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT","ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT","ACCESSORY","ISOLATION","EXERCISE","NOT_PRESENT_IN_SEED","FOREARM_GRIP_ACCESSORY_REVIEW","WRIST_CURL","FOREARM_FLEXORS|FOREARM_EXTENSORS|PRONATOR_SUPINATOR_GROUP|GRIP_FLEXORS|WRIST_STABILIZERS","REVIEW","FOREARM_GRIP_ACCESSORY_REVIEW","FOREARM_WRIST_GRIP","QUALITY_BASED","LOCAL_MUSCLE,GRIP_FOREARM,WRIST_FOREARM_REVIEW,LOW_SYSTEMIC","NONE","GRIP_FOREARM_SUPPORT","FATIGUE,HYPERTROPHY_VOLUME,BADMINTON_TRANSFER,BALANCE","A_OPENSTAX_11_5|E_BADMINTON_INJURY_PMC7205924","anatomy_textbook","LOW","YES","NO","YES","NO","NO","NO","NO","NO","NO","NEEDS_TEMPLATE_DEFINITION","Forearm/grip rows are separated from arm isolation; subtype contribution remains under review.","DEFINE_AND_REVIEW_FAMILY_TEMPLATE","V2 taxonomy correction draft only. Muscle contribution is an app-internal heuristic, not a physiological measurement. Do not mutate seed without human approval."
"덤벨 벤치프레스","ex_3a7d3eda","category=근력운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_HORIZONTAL|CHEST_STRENGTH","PUSH_HORIZONTAL|CHEST_STRENGTH","STRENGTH","PUSH","EXERCISE","NOT_PRESENT_IN_SEED","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","NEEDS_SUBTYPE_REVIEW","PECTORALIS_MAJOR_STERNAL|PECTORALIS_MAJOR_CLAVICULAR|ANTERIOR_DELTOID|TRICEPS_BRACHII|SERRATUS_ANTERIOR|ROTATOR_CUFF_EXTERNAL|ROTATOR_CUFF_INTERNAL|DEEP_CORE","{""PECTORALIS_MAJOR_STERNAL"":0.3,""PECTORALIS_MAJOR_CLAVICULAR"":0.15,""ANTERIOR_DELTOID"":0.2,""TRICEPS_BRACHII"":0.2,""SERRATUS_ANTERIOR"":0.05,""ROTATOR_CUFF_EXTERNAL"":0.05,""DEEP_CORE"":0.05}","UPPER_PUSH_STRENGTH","HORIZONTAL_PUSH_COMPOUND","VOLUME_LOAD","SYSTEMIC moderate, NEURAL_HEAVY moderate-to-high, LOCAL_MUSCLE","NONE","UPPER_PUSH_CAPACITY, SHOULDER_CONTROL if relevant","FATIGUE, STRENGTH_PROGRESS, HYPERTROPHY_VOLUME, BALANCE","A_OPENSTAX_11_5|C_BENCH_INCLINE_EMG_PMC7579505|B_ACSM_2009_PMID19204579","anatomy_textbook","HIGH","NO","NO","NO","NO","NO","NO","NO","YES","NO","READY_TEMPLATE_CANDIDATE","Audited family template is complete and no review flag remains.","HUMAN_APPROVE_TEMPLATE_BEFORE_SEED_PATCH","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used."
"덤벨 숄더프레스","ex_79f3bdbe","category=근력운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION","PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION","STRENGTH","PUSH","EXERCISE","NOT_PRESENT_IN_SEED","OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS","NEEDS_SUBTYPE_REVIEW","ANTERIOR_DELTOID|LATERAL_DELTOID|TRICEPS_BRACHII|PECTORALIS_MAJOR_CLAVICULAR|SERRATUS_ANTERIOR|TRAPEZIUS_UPPER|ROTATOR_CUFF_EXTERNAL|ROTATOR_CUFF_INTERNAL|TRAPEZIUS_LOWER|DEEP_CORE|OBLIQUES","{""ANTERIOR_DELTOID"":0.25,""LATERAL_DELTOID"":0.15,""TRICEPS_BRACHII"":0.2,""PECTORALIS_MAJOR_CLAVICULAR"":0.08,""SERRATUS_ANTERIOR"":0.08,""TRAPEZIUS_UPPER"":0.06,""ROTATOR_CUFF_EXTERNAL"":0.06,""ROTATOR_CUFF_INTERNAL"":0.04,""TRAPEZIUS_LOWER"":0.04,""DEEP_CORE"":0.04}","VERTICAL_PUSH_STRENGTH","VERTICAL_PUSH_OVERHEAD","VOLUME_LOAD","LOCAL_MUSCLE, OVERHEAD_REPETITION, SYSTEMIC moderate, ANTI_ROTATION for unilateral variants","NONE","SHOULDER_DURABILITY, OVERHEAD_POWER_SUPPORT, ANTI_ROTATION_STABILITY","FATIGUE, STRENGTH_PROGRESS, HYPERTROPHY_VOLUME, BADMINTON_TRANSFER, BALANCE","A_OPENSTAX_11_5|D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924","anatomy_textbook","MEDIUM","YES","NO","NO","NO","NO","YES","YES","YES","NO","NEEDS_SOURCE_REVIEW","Family is usable as a draft, but evidence source verification remains.","VERIFY_EXISTING_SOURCE_IDS","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924"
"덤벨 스텝업","ex_704cbf1a","category=근력운동; movement_category=STRENGTH; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","KNEE_DOMINANT|LOWER_BODY_STRENGTH|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","STRENGTH","LOWER_BODY","EXERCISE","NOT_PRESENT_IN_SEED","STEP_UP_VARIANTS","NEEDS_SUBTYPE_REVIEW","QUADRICEPS|RECTUS_FEMORIS|GLUTE_MAX|HAMSTRINGS|GASTROCNEMIUS|SOLEUS|HIP_ADDUCTORS|GLUTE_MED_MIN|DEEP_CORE|OBLIQUES|TIBIALIS_ANTERIOR","{""QUADRICEPS"":0.25,""RECTUS_FEMORIS"":0.08,""GLUTE_MAX"":0.3,""HAMSTRINGS"":0.08,""GASTROCNEMIUS"":0.05,""SOLEUS"":0.05,""GLUTE_MED_MIN"":0.1,""DEEP_CORE"":0.05,""OBLIQUES"":0.04}","UNILATERAL_LOWER_ACCESSORY","STEP_UP_UNILATERAL_LOWER","VOLUME_LOAD","LOCAL_MUSCLE, moderate unilateral stability","NONE by default","HIP_STABILITY_SUPPORT, KNEE_CONTROL, LOWER_STRENGTH_SUPPORT","FATIGUE, HYPERTROPHY_VOLUME, BALANCE","A_OPENSTAX_11_6|C_GLUTE_MED_MIN_META_PMC7727410|C_GLUTE_REHAB_EMG_PMC3201064","anatomy_textbook","MEDIUM","YES","NO","NO","NO","NO","YES","YES","YES","NO","NEEDS_SOURCE_REVIEW","Family is usable as a draft, but evidence source verification remains.","VERIFY_EXISTING_SOURCE_IDS","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: C_GLUTE_MED_MIN_META_PMC7727410|C_GLUTE_REHAB_EMG_PMC3201064"
"덤벨 컬","ex_281347da","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT","ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT","ACCESSORY","ISOLATION","EXERCISE","NOT_PRESENT_IN_SEED","ELBOW_FLEXION_BICEPS_CURL_VARIANTS","DUMBBELL_CURL","BICEPS_BRACHII|BRACHIALIS|BRACHIORADIALIS|FOREARM_FLEXORS|GRIP_FLEXORS|DEEP_CORE","{""BICEPS_BRACHII"":0.45,""BRACHIALIS"":0.18,""BRACHIORADIALIS"":0.12,""FOREARM_FLEXORS"":0.10,""GRIP_FLEXORS"":0.08,""DEEP_CORE"":0.07}","BICEPS_ACCESSORY","ELBOW_FLEXION_CURL","VOLUME_LOAD","LOCAL_MUSCLE,ELBOW_FLEXION,GRIP_FOREARM_LOW_TO_MODERATE,LOW_SYSTEMIC","NONE","GRIP_FOREARM_SUPPORT_WHEN_MEANINGFUL","FATIGUE,HYPERTROPHY_VOLUME,BADMINTON_TRANSFER,BALANCE","A_OPENSTAX_11_5|E_BADMINTON_INJURY_PMC7205924","anatomy_textbook","MEDIUM","YES","NO","NO","NO","NO","YES","YES","YES","NO","NEEDS_SOURCE_REVIEW","Arm family is corrected; badminton-support source still needs network recheck.","VERIFY_EXISTING_SOURCE_IDS","V2 taxonomy correction draft only. Muscle contribution is an app-internal heuristic, not a physiological measurement. Do not mutate seed without human approval."
"덤벨 킥백","ex_da56a4fe","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_EXTENSION|TRICEPS_ISOLATION|ARM_ACCESSORY","ELBOW_EXTENSION|TRICEPS_ISOLATION|ARM_ACCESSORY","ACCESSORY","ISOLATION","EXERCISE","NOT_PRESENT_IN_SEED","ELBOW_EXTENSION_TRICEPS_ISOLATION_VARIANTS","DUMBBELL_KICKBACK","TRICEPS_BRACHII|TRICEPS_LONG_HEAD|TRICEPS_LATERAL_MEDIAL|FOREARM_STABILIZERS|DEEP_CORE","{""TRICEPS_BRACHII"":0.45,""TRICEPS_LONG_HEAD"":0.20,""TRICEPS_LATERAL_MEDIAL"":0.20,""FOREARM_STABILIZERS"":0.07,""DEEP_CORE"":0.08}","TRICEPS_ACCESSORY","ELBOW_EXTENSION_TRICEPS","VOLUME_LOAD","LOCAL_MUSCLE,ELBOW_EXTENSION,LOW_SYSTEMIC","NONE","UPPER_PUSH_SUPPORT_IF_NEEDED","FATIGUE,HYPERTROPHY_VOLUME,BALANCE","A_OPENSTAX_11_5","anatomy_textbook","HIGH","NO","NO","NO","NO","NO","NO","YES","YES","NO","READY_TEMPLATE_CANDIDATE","Stable elbow-extension template is separated from biceps and forearm rows.","HUMAN_APPROVE_TEMPLATE_BEFORE_SEED_PATCH","V2 taxonomy correction draft only. Muscle contribution is an app-internal heuristic, not a physiological measurement. Do not mutate seed without human approval."
"덤벨 풀오버","ex_708e64ce","category=근력운동; movement_category=ACCESSORY; force_type=PULL; movement_pattern=SHOULDER_EXTENSION|LAT_ACCESSORY|SCAPULAR_CONTROL|CHEST_LAT_ACCESSORY","SHOULDER_EXTENSION|LAT_ACCESSORY|SCAPULAR_CONTROL|CHEST_LAT_ACCESSORY","ACCESSORY","PULL","EXERCISE","NOT_PRESENT_IN_SEED","PULLOVER_LAT_CHEST_ACCESSORY_REVIEW","NEEDS_SUBTYPE_REVIEW","REVIEW","REVIEW","PULLOVER_ACCESSORY_REVIEW","PULLOVER_LAT_CHEST_ACCESSORY_REVIEW","REVIEW","LOCAL_MUSCLE,OVERHEAD_REPETITION_REVIEW","NONE","UPPER_PULL_SUPPORT,OVERHEAD_SUPPORT","FATIGUE,HYPERTROPHY_VOLUME,BALANCE","NEEDS_SOURCE_TEMPLATE","heuristic_only","LOW","YES","NO","YES","NO","NO","NO","NO","NO","NO","NEEDS_TEMPLATE_DEFINITION","The proposed review family has no approved family template.","DEFINE_AND_REVIEW_FAMILY_TEMPLATE","Draft only; do not mutate seed without human approval. Subtype intentionally left for review; no broad exercise-name parsing was used. No approved family template; concrete muscle values were not invented."
"덤벨 프로네이션/수피네이션","ex_f6703b06","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=WRIST_FOREARM|FOREARM_ACCESSORY|GRIP_SUPPORT|FOREARM_ROTATION","WRIST_FOREARM|FOREARM_ACCESSORY|GRIP_SUPPORT|FOREARM_ROTATION","ACCESSORY","ISOLATION","EXERCISE","NOT_PRESENT_IN_SEED","FOREARM_GRIP_ACCESSORY_REVIEW","PRONATION_SUPINATION","FOREARM_FLEXORS|FOREARM_EXTENSORS|PRONATOR_SUPINATOR_GROUP|GRIP_FLEXORS|WRIST_STABILIZERS","REVIEW","FOREARM_GRIP_ACCESSORY_REVIEW","FOREARM_WRIST_GRIP","QUALITY_BASED","LOCAL_MUSCLE,GRIP_FOREARM,WRIST_FOREARM_REVIEW,LOW_SYSTEMIC","NONE","GRIP_FOREARM_SUPPORT","FATIGUE,HYPERTROPHY_VOLUME,BADMINTON_TRANSFER,BALANCE","A_OPENSTAX_11_5|E_BADMINTON_INJURY_PMC7205924","anatomy_textbook","LOW","YES","NO","YES","NO","NO","NO","NO","NO","NO","NEEDS_TEMPLATE_DEFINITION","Forearm/grip rows are separated from arm isolation; subtype contribution remains under review.","DEFINE_AND_REVIEW_FAMILY_TEMPLATE","V2 taxonomy correction draft only. Muscle contribution is an app-internal heuristic, not a physiological measurement. Do not mutate seed without human approval."
"데드리프트","barbell_deadlift","category=근력운동; movement_category=STRENGTH; force_type=HINGE; movement_pattern=HIP_HINGE|POSTERIOR_CHAIN_STRENGTH","HIP_HINGE|POSTERIOR_CHAIN_STRENGTH","STRENGTH","HINGE","EXERCISE","NOT_PRESENT_IN_SEED","DEADLIFT_HINGE_VARIANTS","CONVENTIONAL_DEADLIFT","GLUTE_MAX|HAMSTRINGS|ERECTOR_SPINAE|LATISSIMUS_DORSI|GRIP_FLEXORS|TRAPEZIUS_MIDDLE|DEEP_CORE|GLUTE_MED_MIN|OBLIQUES|RHOMBOIDS","{""GLUTE_MAX"":0.25,""HAMSTRINGS"":0.25,""ERECTOR_SPINAE"":0.2,""LATISSIMUS_DORSI"":0.08,""GRIP_FLEXORS"":0.07,""DEEP_CORE"":0.07,""TRAPEZIUS_MIDDLE"":0.04,""GLUTE_MED_MIN"":0.04}","MAIN_HINGE_STRENGTH","HEAVY_HINGE","ESTIMATED_1RM","SYSTEMIC, NEURAL_HEAVY, LOCAL_MUSCLE, GRIP_FOREARM, LONG or VERY_LONG decay","NONE","POSTERIOR_CHAIN_CAPACITY, HIP_STABILITY_SUPPORT","FATIGUE, STRENGTH_PROGRESS, HYPERTROPHY_VOLUME, BALANCE","A_OPENSTAX_11_6|C_DEADLIFT_EMG_PMC7046193|C_GLUTE_MAX_REVIEW_PMC7039033","anatomy_textbook","LOW","NO","NO","NO","YES","NO","NO","NO","PARTIAL","NO","NEEDS_STRESS_REVIEW","Axial, plyometric, deceleration, SSC, or session stress mapping needs review.","REVIEW_STRESS_AND_RECOVERY_MAPPING","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement."
"등받이 없는 덤벨 시티드 숄더프레스","ex_bb4b4276","category=근력운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION","PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION","STRENGTH","PUSH","EXERCISE","NOT_PRESENT_IN_SEED","OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS","NEEDS_SUBTYPE_REVIEW","ANTERIOR_DELTOID|LATERAL_DELTOID|TRICEPS_BRACHII|PECTORALIS_MAJOR_CLAVICULAR|SERRATUS_ANTERIOR|TRAPEZIUS_UPPER|ROTATOR_CUFF_EXTERNAL|ROTATOR_CUFF_INTERNAL|TRAPEZIUS_LOWER|DEEP_CORE|OBLIQUES","{""ANTERIOR_DELTOID"":0.25,""LATERAL_DELTOID"":0.15,""TRICEPS_BRACHII"":0.2,""PECTORALIS_MAJOR_CLAVICULAR"":0.08,""SERRATUS_ANTERIOR"":0.08,""TRAPEZIUS_UPPER"":0.06,""ROTATOR_CUFF_EXTERNAL"":0.06,""ROTATOR_CUFF_INTERNAL"":0.04,""TRAPEZIUS_LOWER"":0.04,""DEEP_CORE"":0.04}","VERTICAL_PUSH_STRENGTH","VERTICAL_PUSH_OVERHEAD","VOLUME_LOAD","LOCAL_MUSCLE, OVERHEAD_REPETITION, SYSTEMIC moderate, ANTI_ROTATION for unilateral variants","NONE","SHOULDER_DURABILITY, OVERHEAD_POWER_SUPPORT, ANTI_ROTATION_STABILITY","FATIGUE, STRENGTH_PROGRESS, HYPERTROPHY_VOLUME, BADMINTON_TRANSFER, BALANCE","A_OPENSTAX_11_5|D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924","anatomy_textbook","MEDIUM","YES","NO","NO","NO","NO","YES","YES","YES","NO","NEEDS_SOURCE_REVIEW","Family is usable as a draft, but evidence source verification remains.","VERIFY_EXISTING_SOURCE_IDS","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924"
"디클라인 푸시업","ex_fb67af37","category=근력운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_HORIZONTAL|CHEST_STRENGTH","PUSH_HORIZONTAL|CHEST_STRENGTH","STRENGTH","PUSH","EXERCISE","NOT_PRESENT_IN_SEED","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","NEEDS_SUBTYPE_REVIEW","PECTORALIS_MAJOR_STERNAL|PECTORALIS_MAJOR_CLAVICULAR|ANTERIOR_DELTOID|TRICEPS_BRACHII|SERRATUS_ANTERIOR|ROTATOR_CUFF_EXTERNAL|ROTATOR_CUFF_INTERNAL|DEEP_CORE","{""PECTORALIS_MAJOR_STERNAL"":0.3,""PECTORALIS_MAJOR_CLAVICULAR"":0.15,""ANTERIOR_DELTOID"":0.2,""TRICEPS_BRACHII"":0.2,""SERRATUS_ANTERIOR"":0.05,""ROTATOR_CUFF_EXTERNAL"":0.05,""DEEP_CORE"":0.05}","UPPER_PUSH_STRENGTH","HORIZONTAL_PUSH_COMPOUND","VOLUME_LOAD","SYSTEMIC moderate, NEURAL_HEAVY moderate-to-high, LOCAL_MUSCLE","NONE","UPPER_PUSH_CAPACITY, SHOULDER_CONTROL if relevant","FATIGUE, STRENGTH_PROGRESS, HYPERTROPHY_VOLUME, BALANCE","A_OPENSTAX_11_5|C_BENCH_INCLINE_EMG_PMC7579505|B_ACSM_2009_PMID19204579","anatomy_textbook","HIGH","NO","NO","NO","NO","NO","NO","NO","YES","NO","READY_TEMPLATE_CANDIDATE","Audited family template is complete and no review flag remains.","HUMAN_APPROVE_TEMPLATE_BEFORE_SEED_PATCH","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used."
"딥스","ex_6463edad","category=근력운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_VERTICAL_SUPPORT|CHEST_TRICEPS_STRENGTH","PUSH_VERTICAL_SUPPORT|CHEST_TRICEPS_STRENGTH","STRENGTH","PUSH","EXERCISE","NOT_PRESENT_IN_SEED","DIP_COMPOUND_PUSH_REVIEW","DIP","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","NEEDS_SOURCE_TEMPLATE","heuristic_only","NEEDS_REVIEW","YES","YES","YES","NO","NO","NO","NO","NO","CANDIDATE","NEEDS_ROW_REVIEW","Row family or subtype requires explicit human judgement before mutation.","CONFIRM_FAMILY_AND_SUBTYPE","Draft only; do not mutate seed without human approval. No approved family template; concrete muscle values were not invented."
"라잉 트라이셉스 익스텐션","ex_d20b7487","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_EXTENSION|TRICEPS_ISOLATION|ARM_ACCESSORY","ELBOW_EXTENSION|TRICEPS_ISOLATION|ARM_ACCESSORY","ACCESSORY","ISOLATION","EXERCISE","NOT_PRESENT_IN_SEED","ELBOW_EXTENSION_TRICEPS_ISOLATION_VARIANTS","LYING_TRICEPS_EXTENSION","TRICEPS_BRACHII|TRICEPS_LONG_HEAD|TRICEPS_LATERAL_MEDIAL|FOREARM_STABILIZERS|DEEP_CORE","{""TRICEPS_BRACHII"":0.45,""TRICEPS_LONG_HEAD"":0.20,""TRICEPS_LATERAL_MEDIAL"":0.20,""FOREARM_STABILIZERS"":0.07,""DEEP_CORE"":0.08}","TRICEPS_ACCESSORY","ELBOW_EXTENSION_TRICEPS","VOLUME_LOAD","LOCAL_MUSCLE,ELBOW_EXTENSION,LOW_SYSTEMIC","NONE","UPPER_PUSH_SUPPORT_IF_NEEDED","FATIGUE,HYPERTROPHY_VOLUME,BALANCE","A_OPENSTAX_11_5","anatomy_textbook","HIGH","NO","NO","NO","NO","NO","NO","YES","YES","NO","READY_TEMPLATE_CANDIDATE","Stable elbow-extension template is separated from biceps and forearm rows.","HUMAN_APPROVE_TEMPLATE_BEFORE_SEED_PATCH","V2 taxonomy correction draft only. Muscle contribution is an app-internal heuristic, not a physiological measurement. Do not mutate seed without human approval."
"래터럴 런지","ex_b4b198de","category=근력운동; movement_category=STRENGTH; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|LUNGE_PATTERN|UNILATERAL_LOWER|FRONTAL_PLANE_LOWER|ADDUCTOR_GLUTE_SUPPORT","KNEE_DOMINANT|LOWER_BODY_STRENGTH|LUNGE_PATTERN|UNILATERAL_LOWER|FRONTAL_PLANE_LOWER|ADDUCTOR_GLUTE_SUPPORT","STRENGTH","LOWER_BODY","EXERCISE","NOT_PRESENT_IN_SEED","LUNGE_SPLIT_SQUAT_VARIANTS","NEEDS_SUBTYPE_REVIEW","QUADRICEPS|RECTUS_FEMORIS|GLUTE_MAX|HAMSTRINGS|HIP_ADDUCTORS|GASTROCNEMIUS|SOLEUS|GLUTE_MED_MIN|DEEP_CORE|OBLIQUES|TIBIALIS_ANTERIOR","{""QUADRICEPS"":0.25,""RECTUS_FEMORIS"":0.1,""GLUTE_MAX"":0.25,""HAMSTRINGS"":0.1,""HIP_ADDUCTORS"":0.08,""GASTROCNEMIUS"":0.05,""SOLEUS"":0.05,""GLUTE_MED_MIN"":0.05,""DEEP_CORE"":0.04,""OBLIQUES"":0.03}","UNILATERAL_LOWER_STRENGTH","LUNGE_UNILATERAL_LOWER","VOLUME_LOAD","LOCAL_MUSCLE, SYSTEMIC moderate, DECELERATION if dynamic/lateral/front lunge","LUNGE_REACH for badminton-specific front/lateral lunge drills","HIP_STABILITY_SUPPORT, KNEE_CONTROL","FATIGUE, HYPERTROPHY_VOLUME, BADMINTON_TRANSFER if court-specific, BALANCE","A_OPENSTAX_11_6|E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410","anatomy_textbook","MEDIUM","YES","NO","NO","NO","NO","YES","YES","YES","NO","NEEDS_SOURCE_REVIEW","Family is usable as a draft, but evidence source verification remains.","VERIFY_EXISTING_SOURCE_IDS","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410"
"랫풀다운","ex_dc9e5953","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_VERTICAL|BACK_STRENGTH|SCAPULAR_CONTROL","PULL_VERTICAL|BACK_STRENGTH|SCAPULAR_CONTROL","STRENGTH","PULL","EXERCISE","NOT_PRESENT_IN_SEED","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","LAT_PULLDOWN","LATISSIMUS_DORSI|TERES_MAJOR|BICEPS_BRACHII|BRACHIALIS|BRACHIORADIALIS|TRAPEZIUS_LOWER|TRAPEZIUS_MIDDLE|GRIP_FLEXORS|DEEP_CORE|ROTATOR_CUFF_EXTERNAL","{""LATISSIMUS_DORSI"":0.32,""TERES_MAJOR"":0.1,""BICEPS_BRACHII"":0.14,""BRACHIALIS"":0.07,""BRACHIORADIALIS"":0.06,""TRAPEZIUS_LOWER"":0.08,""TRAPEZIUS_MIDDLE"":0.06,""GRIP_FLEXORS"":0.08,""DEEP_CORE"":0.05,""ROTATOR_CUFF_EXTERNAL"":0.04}","VERTICAL_PULL_STRENGTH","VERTICAL_PULL_COMPOUND","VOLUME_LOAD","LOCAL_MUSCLE, NEURAL_HEAVY if weighted, GRIP_FOREARM","NONE","GRIP_FOREARM, SHOULDER_DURABILITY","FATIGUE, STRENGTH_PROGRESS, HYPERTROPHY_VOLUME, BADMINTON_TRANSFER, BALANCE","A_OPENSTAX_11_5|C_LAT_PULLDOWN_EMG_PMC449729|E_BADMINTON_INJURY_PMC7205924","anatomy_textbook","MEDIUM","YES","NO","NO","NO","NO","YES","YES","YES","NO","NEEDS_SOURCE_REVIEW","Family is usable as a draft, but evidence source verification remains.","VERIFY_EXISTING_SOURCE_IDS","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Sources need network recheck: C_LAT_PULLDOWN_EMG_PMC449729|E_BADMINTON_INJURY_PMC7205924"
"런지","ex_64644b5e","category=근력운동; movement_category=STRENGTH; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|LUNGE_PATTERN|UNILATERAL_LOWER","KNEE_DOMINANT|LOWER_BODY_STRENGTH|LUNGE_PATTERN|UNILATERAL_LOWER","STRENGTH","LOWER_BODY","EXERCISE","NOT_PRESENT_IN_SEED","LUNGE_SPLIT_SQUAT_VARIANTS","NEEDS_SUBTYPE_REVIEW","QUADRICEPS|RECTUS_FEMORIS|GLUTE_MAX|HAMSTRINGS|HIP_ADDUCTORS|GASTROCNEMIUS|SOLEUS|GLUTE_MED_MIN|DEEP_CORE|OBLIQUES|TIBIALIS_ANTERIOR","{""QUADRICEPS"":0.25,""RECTUS_FEMORIS"":0.1,""GLUTE_MAX"":0.25,""HAMSTRINGS"":0.1,""HIP_ADDUCTORS"":0.08,""GASTROCNEMIUS"":0.05,""SOLEUS"":0.05,""GLUTE_MED_MIN"":0.05,""DEEP_CORE"":0.04,""OBLIQUES"":0.03}","UNILATERAL_LOWER_STRENGTH","LUNGE_UNILATERAL_LOWER","VOLUME_LOAD","LOCAL_MUSCLE, SYSTEMIC moderate, DECELERATION if dynamic/lateral/front lunge","LUNGE_REACH for badminton-specific front/lateral lunge drills","HIP_STABILITY_SUPPORT, KNEE_CONTROL","FATIGUE, HYPERTROPHY_VOLUME, BADMINTON_TRANSFER if court-specific, BALANCE","A_OPENSTAX_11_6|E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410","anatomy_textbook","MEDIUM","YES","NO","NO","NO","NO","YES","YES","YES","NO","NEEDS_SOURCE_REVIEW","Family is usable as a draft, but evidence source verification remains.","VERIFY_EXISTING_SOURCE_IDS","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410"
