exerciseStableKey,exerciseName,sourceStableKey,movementJointComplexCodes,tissueJointComplexCodes,mappedLoadUnitCount,sourceProfileState,sourceProfileSha256,reconciliationAction,reviewFlags,status
ex_a091b9fe,원레그 레그 프레스,ex_a091b9fe,jc_ankle_hindfoot|jc_hip|jc_knee_tibiofemoral|jc_knee_patellofemoral,jc_lumbar_spine|jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral|jc_hip,11,REVIEWED_PROFILE_PRESENT,62345c9f542b85269e0f949f88f0323df2bc0713c8d3401c95a1e322bca34a68,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine,REVIEW_REQUIRED
ex_a12de111,A스킵,ex_a12de111,,jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral|jc_hip,8,REVIEWED_PROFILE_PRESENT,719b4c2e5a0098871bfcc80e10fd106f2732d96beac2b4b85f14742026d5743c,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_hip,REVIEW_REQUIRED
ex_a12de4d2,B스킵,ex_a12de4d2,,jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral|jc_hip,8,REVIEWED_PROFILE_PRESENT,9db076a52d161afc1aaa38146c4c56498b036e37111a94d208bc87bd2982af6e,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_hip,REVIEW_REQUIRED
ex_a345e30b,캡틴체어 레그 레이즈,ex_a345e30b,jc_hip|jc_lumbar_spine|jc_thoracic_spine_ribcage,jc_lumbar_spine|jc_thoracic_spine_ribcage|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_hip|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,14,REVIEWED_PROFILE_PRESENT,fe77a535ba248258656609f0580762e463bf3da29cf919070f48b7b1ef7d97b5,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_shoulder_glenohumeral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_elbow_flexion_extension|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_shoulder_scapuloclavicular,REVIEW_REQUIRED
ex_a3ddd8ac,라인 홉,ex_a3ddd8ac,,jc_ankle_hindfoot,7,REVIEWED_PROFILE_PRESENT,7d792f8776c1a0be7c848ef9df63bea357804e3cff7425212630ff9b303d4177,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot,REVIEW_REQUIRED
ex_a4040be3,셔틀런,ex_a4040be3,,jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral,7,REVIEWED_PROFILE_PRESENT,a982063112ab8ddce7741db813641a9639e30876070ed16567871aa23b9d3eea,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral,REVIEW_REQUIRED
ex_a412dd45,앙클링,ex_a412dd45,,jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral|jc_hip,8,REVIEWED_PROFILE_PRESENT,4ad9838084f863e72ca66f05be271a502861e0a8b20bbbaf76d58e008b871658,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_hip,REVIEW_REQUIRED
ex_a4350c0f,콘 드릴,ex_a4350c0f,,jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral,7,REVIEWED_PROFILE_PRESENT,ed2493e95bac632526dd9bb650a52c50b47d166ab9ff72dbf859a60569a9852e,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral,REVIEW_REQUIRED
ex_a44ae2ca,플랭크,ex_a44ae2ca,,jc_lumbar_spine|jc_thoracic_spine_ribcage|jc_wrist_carpal|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,18,REVIEWED_PROFILE_PRESENT,7629abbaf44ad62d03dcc8ef1606f53e4ecc1ee2b6c97d8e34cdd8a5ec4e1b5f,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_shoulder_glenohumeral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_elbow_flexion_extension|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_shoulder_scapuloclavicular,REVIEW_REQUIRED
ex_a60496be,원암 리어델트 케이블 플라이,ex_a60496be,jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_wrist_carpal|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,13,REVIEWED_PROFILE_PRESENT,7ccfeab1778e56947a68fa9929579b457ef683cd980df1093d7515d521ddf199,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_elbow_flexion_extension,REVIEW_REQUIRED
ex_a611010d,코사크 스쿼트,ex_a611010d,jc_ankle_hindfoot|jc_hip|jc_knee_tibiofemoral|jc_knee_patellofemoral,jc_lumbar_spine|jc_knee_patellofemoral|jc_knee_tibiofemoral|jc_hip,13,REVIEWED_PROFILE_PRESENT,72fb3d97a1a414a75f387eb86f91590913c29fa6c7dfb6ef1a15afd3f21aaccc,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|MOVEMENT_ONLY_NO_TISSUE_LOAD:jc_ankle_hindfoot,REVIEW_REQUIRED
ex_a61f1e96,인클라인 덤벨 프레스,ex_a61f1e96,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_wrist_carpal|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,15,REVIEWED_PROFILE_PRESENT,62a8ae0f51d1f3154829ed8ed58536d1618f126f677d0750ee8c0b6dd53bb3a6,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_a61f307a,인클라인 덤벨 플라이,ex_a61f307a,jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_wrist_carpal|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,14,REVIEWED_PROFILE_PRESENT,ea8d9fa462f4b21a787b8dbbabe4ccf06cf6bf0ac6116e0a2b306ee68ec7d199,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_elbow_flexion_extension,REVIEW_REQUIRED
ex_a76f20b6,시티드 원암 케이블 로우,ex_a76f20b6,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_thoracic_spine_ribcage|jc_wrist_carpal|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,22,REVIEWED_PROFILE_PRESENT,42572b522b5f5fc0857383c1f722e6a706c5c33d78b3a88cf57704aae3cd616b,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_a8385c4a,코펜하겐 플랭크,ex_a8385c4a,,jc_lumbar_spine|jc_thoracic_spine_ribcage|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_hip|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,17,REVIEWED_PROFILE_PRESENT,79630bcb6597f6bda0af4fa93d7e76d0c2fc44d77a1cfde22d5aff00585c248a,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_shoulder_glenohumeral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_hip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_elbow_flexion_extension|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_shoulder_scapuloclavicular,REVIEW_REQUIRED
ex_a9b52886,마운틴 클라이머,ex_a9b52886,jc_hip|jc_knee_tibiofemoral|jc_knee_patellofemoral,jc_lumbar_spine|jc_knee_patellofemoral|jc_thoracic_spine_ribcage|jc_ankle_hindfoot|jc_wrist_carpal|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_knee_tibiofemoral|jc_hip|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,26,REVIEWED_PROFILE_PRESENT,4e6433be4e6c4838f5afa7d3282fe377630639d41b4ce1c9c57b4bdac05605dc,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_shoulder_glenohumeral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_elbow_flexion_extension|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_shoulder_scapuloclavicular,REVIEW_REQUIRED
ex_ab468462,레그 프레스,ex_ab468462,jc_ankle_hindfoot|jc_hip|jc_knee_tibiofemoral|jc_knee_patellofemoral,jc_lumbar_spine|jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral|jc_hip,12,REVIEWED_PROFILE_PRESENT,8482394f0ca448b0ad384b649516850da3df115b50e357e588cb2fc73668bd5a,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine,REVIEW_REQUIRED
ex_ab918e2b,실내 자전거,ex_ab918e2b,,jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral|jc_hip,9,REVIEWED_PROFILE_PRESENT,70ce603e7ce1e5cf1530511ca07c4a1e5588c9908cebac750b814543b1f9ff0c,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_hip,REVIEW_REQUIRED
ex_aca9d312,러닝 풋살,ex_aca9d312,,jc_lumbar_spine|jc_knee_patellofemoral|jc_thoracic_spine_ribcage|jc_ankle_hindfoot|jc_pelvic_ring_sacroiliac|jc_knee_tibiofemoral|jc_hip|jc_foot_mid_forefoot,33,REVIEWED_PROFILE_PRESENT,058443447e64a59f1716d99adbcdce8f9648341b6337138cd6e5719b3e16b2f5,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_foot_mid_forefoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_hip,REVIEW_REQUIRED
ex_ae9ecdbc,배드민턴,ex_ae9ecdbc,,jc_hand_grip|jc_lumbar_spine|jc_knee_patellofemoral|jc_thoracic_spine_ribcage|jc_ankle_hindfoot|jc_wrist_carpal|jc_forearm_radioulnar|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_knee_tibiofemoral|jc_hip|jc_elbow_flexion_extension|jc_foot_mid_forefoot|jc_shoulder_scapuloclavicular,55,REVIEWED_PROFILE_PRESENT,a31b399abf987b13a287502d00d4ad703b8933c68516fedbc5aa16a23c437345,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_foot_mid_forefoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_forearm_radioulnar|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_shoulder_glenohumeral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_hip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_elbow_flexion_extension|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_shoulder_scapuloclavicular,REVIEW_REQUIRED
ex_b076570e,원암 케이블 래터럴 레이즈,ex_b076570e,jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_wrist_carpal|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,9,REVIEWED_PROFILE_PRESENT,65cdeee5b9ebde259d12bfa7a3206af3d3103fddec86f49a3316bf003e1f7d5d,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_b3f447be,행잉 레그 레이즈,ex_b3f447be,jc_hip|jc_lumbar_spine|jc_thoracic_spine_ribcage,jc_hand_grip|jc_lumbar_spine|jc_thoracic_spine_ribcage|jc_wrist_carpal|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_hip|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,18,REVIEWED_PROFILE_PRESENT,cdd409adb0f58a2fcc33b583afcad94f9ab8691ce24a4003a06444276b1e5ea6,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_shoulder_glenohumeral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_elbow_flexion_extension|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_shoulder_scapuloclavicular,REVIEW_REQUIRED
ex_b4b198de,래터럴 런지,ex_b4b198de,jc_ankle_hindfoot|jc_hip|jc_knee_tibiofemoral|jc_knee_patellofemoral,jc_lumbar_spine|jc_knee_patellofemoral|jc_knee_tibiofemoral|jc_hip,14,REVIEWED_PROFILE_PRESENT,30ba6dc254186d8ea6b49493b1e266b433dc7ca9f490ab57f9760fd04de7da94,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|MOVEMENT_ONLY_NO_TISSUE_LOAD:jc_ankle_hindfoot,REVIEW_REQUIRED
ex_b59bed7d,스탠딩 레그 컬,ex_b59bed7d,jc_knee_tibiofemoral|jc_knee_patellofemoral,jc_knee_patellofemoral|jc_knee_tibiofemoral|jc_hip,7,REVIEWED_PROFILE_PRESENT,1fca8cfc152bee8a86414590b09aeb8b25912cc82f6e1febf14bcf351a6cbc97,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_hip,REVIEW_REQUIRED
ex_b69ab702,크로스바디 해머 컬,ex_b69ab702,jc_elbow_flexion_extension,jc_hand_grip|jc_wrist_carpal|jc_forearm_radioulnar|jc_elbow_flexion_extension,11,REVIEWED_PROFILE_PRESENT,8fb05b3c425a9a0187188263c818d4a87fff0fcba6a829bec1820dcb45c2319f,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_forearm_radioulnar,REVIEW_REQUIRED
ex_b76d3f92,케이블 래터럴 레이즈,ex_b76d3f92,jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_wrist_carpal|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,9,REVIEWED_PROFILE_PRESENT,3b2f5acfa048b810f0a08ca32a76db479a348f6e5952a532880c9600a4e8463c,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_b78a8f95,레그 익스텐션,ex_b78a8f95,jc_knee_tibiofemoral|jc_knee_patellofemoral,jc_knee_patellofemoral|jc_knee_tibiofemoral,7,REVIEWED_PROFILE_PRESENT,561ea81ba8dea1ee24460011727b0b47a3e0930a177d5a93b5f230dd57cb6cbd,PRESERVE_UNCHANGED,,PASS
ex_badminton_lesson,배드민턴 레슨,ex_badminton_lesson,,jc_hand_grip|jc_lumbar_spine|jc_knee_patellofemoral|jc_thoracic_spine_ribcage|jc_ankle_hindfoot|jc_wrist_carpal|jc_forearm_radioulnar|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_knee_tibiofemoral|jc_hip|jc_elbow_flexion_extension|jc_foot_mid_forefoot|jc_shoulder_scapuloclavicular,55,REVIEWED_PROFILE_PRESENT,10812af040aad041b7177b001091ae3fe7f1f1ade3ae5fb4e8df95e71e0787c3,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_foot_mid_forefoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_forearm_radioulnar|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_shoulder_glenohumeral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_hip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_elbow_flexion_extension|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_shoulder_scapuloclavicular,REVIEW_REQUIRED
ex_bb4b4276,등받이 없는 덤벨 시티드 숄더프레스,ex_bb4b4276,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_thoracic_spine_ribcage|jc_wrist_carpal|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,19,REVIEWED_PROFILE_PRESENT,22afd9cc73fb92546be14282bbe95660e4a1dab283aad31199735e484473e9be,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_bc84eb7f,6방향 랜덤 콕줍기,ex_bc84eb7f,,jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral,7,REVIEWED_PROFILE_PRESENT,eab23634e315cecb07522d46b10780ddd58b5a94f4ff005f7f890ce53e3ecf70,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral,REVIEW_REQUIRED
ex_c1a81cb2,로프 해머 컬,ex_c1a81cb2,jc_elbow_flexion_extension,jc_hand_grip|jc_wrist_carpal|jc_forearm_radioulnar|jc_elbow_flexion_extension,11,REVIEWED_PROFILE_PRESENT,d671339fb5605eacee170abfedd30585f45717910eb99d0e0d9c516b5a1b4f5b,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_forearm_radioulnar,REVIEW_REQUIRED
ex_c1bf2aa8,안세영 참고 고강도 랠리 풋워크,ex_c1bf2aa8,,jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral,7,REVIEWED_PROFILE_PRESENT,953b710223c7e9865080906a94fb65babe128214bcdfa94afe780f49e8315aea,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral,REVIEW_REQUIRED
ex_c365e5e2,원암 스트레이트암 풀다운,ex_c365e5e2,jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_wrist_carpal|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,11,REVIEWED_PROFILE_PRESENT,fa4831319f42f9cae28c79820ad13a9930415ca0f251912ededd2db026de477c,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_c4535de3,스캡 푸시업,ex_c4535de3,jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_wrist_carpal|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,9,REVIEWED_PROFILE_PRESENT,286f7eb7f701d8ac111d4380bdc7d31d103270430929a5ac8ffda6f4d673ec8e,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_c4ea0a2a,스킵 바운드,ex_c4ea0a2a,,jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral|jc_hip,8,REVIEWED_PROFILE_PRESENT,0c77a176afbdce18bd2692c1a0a6e90620d4d9e1053f4222dcdaf604df6b02f8,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_hip,REVIEW_REQUIRED
ex_c5043892,프론트 스쿼트,ex_c5043892,jc_ankle_hindfoot|jc_hip|jc_knee_tibiofemoral|jc_knee_patellofemoral,jc_lumbar_spine|jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral|jc_hip,12,REVIEWED_PROFILE_PRESENT,e867c2ce5388a19ef179326f4632c0e91107058f4b7102ed4a4611f7538b4cfb,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine,REVIEW_REQUIRED
ex_c536edc2,원암 케이블 숄더프레스,ex_c536edc2,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_lumbar_spine|jc_thoracic_spine_ribcage|jc_wrist_carpal|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,23,REVIEWED_PROFILE_PRESENT,9cc3a2e411cf50202de76d540ec0c32605b657ff23886325ffc0a638cf633320,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
