korean,english,provenance,sourcePath
회복성 운동,restorative exercise,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/TodayReadinessSentenceBuilder.kt
회복을 우선하고 고강도 훈련을 피하세요.,Prioritize recovery and avoid high-intensity training.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueMath.kt
회전 동작,rotation motion,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
회전 생성,Rotation generation,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/BadmintonTrainingMethodLabels.kt
회전근,rotator cuff,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/MuscleGroupKeyNormalizer.kt
회전코어,rotating core,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/MuscleGroupKeyNormalizer.kt
횟수,number,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
횟수 +,Count +,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
횟수 -,number -,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
횟수 수정,Modify number of times,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
후면사슬,back chain,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/MuscleGroupKeyNormalizer.kt
후면사슬/척추기립근,Posterior chain/erector spinae,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrengthAndMuscleMetricSeriesBuilder.kt
후보 주,candidate week,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
훈련 지표 사이의 관계를 탐색합니다. 이 결과는 인과관계가 아니라 패턴 탐색용입니다.,"Exploring relationships between training metrics. These results are for pattern exploration, not causality.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
휴게 타이머,break timer,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
휴식,rest,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
휴식 ${translator.translate(,rest ${translator.translate(,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
휴식 +,rest +,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
휴식 -,rest -,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
휴식 설정,relaxation settings,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
휴식 종료,break ends,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
휴식 중,resting,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
휴식시간은 0~3600초로 입력하세요.,Enter the rest time between 0 and 3600 seconds.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
흉근,pecs,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/MuscleGroupKeyNormalizer.kt
힘/부하 유형,Force/Load Type,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
탐색적 시차 분석,Exploratory lag analysis,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
이 분석은 기록의 탐색적 시차 패턴을 보여 주며 인과관계나 완성된 엄격 Bayesian posterior를 뜻하지 않습니다.,This analysis shows exploratory lag patterns in your records; it does not establish causality or represent a completed strict Bayesian posterior.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
분석 가능 여부를 확인하는 중입니다.,Checking whether the analysis is available.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
탐색적 분석을 실행하고 있습니다.,Running the exploratory analysis.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
분석할 수 없습니다,Analysis unavailable,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
진단 접기,Hide diagnostics,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
진단 세부정보,Diagnostic details,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
분석 실행 오류,Analysis execution error,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
예상치 못한 내부 오류로 분석을 완료하지 못했습니다.,The analysis could not be completed because of an unexpected internal error.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
탐색적 시차 분석 결과,Exploratory lag analysis result,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
선택한 주간 기록에서 탐색적 시차 반응을 계산했습니다.,Exploratory lag responses were calculated from the selected weekly records.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
80% 불확실성 구간은 탐색적 근사이며 인과관계를 확정하지 않습니다.,The 80% uncertainty interval is an exploratory approximation and does not establish causality.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
탐색적 국소 투영 호환 모형,Exploratory local-projection compatibility model,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
탐색적 VAR 호환 모형,Exploratory VAR compatibility model,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
탐색적 VECM 호환 모형,Exploratory VECM compatibility model,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
주간 기록을 정렬하는 중입니다.,Aligning weekly records.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
지표의 결측과 변환 가능성을 확인하는 중입니다.,Checking metric gaps and transformation availability.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
분석에 사용할 지표 조합을 확인하는 중입니다.,Checking the metric combination for analysis.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
탐색적 시차 모형을 맞추는 중입니다.,Fitting the exploratory lag model.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
표준화 충격을 확인하는 중입니다.,Identifying the standardized shock.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
반응 경로와 불확실성 구간을 계산하는 중입니다.,Calculating response paths and uncertainty intervals.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
결과를 정리하는 중입니다.,Finalizing the result.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
반응 확인 기간은 1~8주에서 선택해야 합니다.,Select a response horizon from 1 to 8 weeks.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
응답 변수 Y를 하나 이상 선택해 주세요.,Select at least one response variable Y.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
선택 지표,selected metric,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
선택한 지표에 공통으로 정렬할 수 있는 주간 기록이 없습니다.,The selected metrics have no weekly records that can be aligned in common.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
선택한 지표 중 현재 분석 경로에서 안전하게 변환할 수 없는 지표가 있습니다.,At least one selected metric cannot be transformed safely by the current analysis route.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
선택한 충격 또는 응답 지표의 변화가 부족해 안정적인 시차 반응을 계산할 수 없습니다.,The selected shock or response metric does not vary enough to calculate a stable lag response.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
선택한 분석 조건이 유효하지 않습니다.,The selected analysis conditions are invalid.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
선택한 지표를 같은 주간 달력에서 정렬할 수 없습니다.,The selected metrics cannot be aligned on the same weekly calendar.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
"필수 X, Y 또는 Z 지표를 준비할 수 없습니다.","A required X, Y, or Z metric could not be prepared.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
필수 지표를 현재 탐색 모형에 맞게 안전하게 준비할 수 없습니다.,A required metric cannot be prepared safely for the current exploratory model.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
시차와 반응 기간을 적용한 추정 행이 최소 조건에 미치지 못했습니다.,The estimation rows remaining after lag and horizon requirements are below the minimum.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
자동 지표 확인 뒤 남은 공통 표본이 부족합니다.,Too few common observations remain after automatic metric screening.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
선택한 자료의 변화나 수치 안정성이 충분하지 않습니다.,The selected data do not have enough variation or numerical stability.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
충격 확인에 필요한 탐색 모형을 안정적으로 맞추지 못했습니다.,The exploratory model required for shock identification could not be fitted stably.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
선택한 X에서 안정적인 표준화 충격을 확인하지 못했습니다.,A stable standardized shock could not be identified from the selected X.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
선택한 Y의 시차 반응을 모든 기간에서 계산하지 못했습니다.,The lag response for the selected Y could not be calculated at every horizon.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
현재 자료에서는 통과한 탐색 모형이 없습니다.,No exploratory model passed with the current data.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
선택한 지표의 주간 기록을 더 쌓은 뒤 다시 확인해 주세요.,Collect more weekly records for the selected metrics and check again.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
통제 변수를 줄이거나 반응 확인 기간을 줄이면 가능한 행이 늘어날 수 있습니다.,Removing controls or reducing the response horizon may increase the available rows.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
기록이 있는 지표를 선택하거나 해당 지표 기록을 더 쌓아 주세요.,Select a metric with records or collect more records for that metric.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
변수 조합을 줄여 다시 시도하거나 기록을 더 쌓아 주세요.,Try again with fewer variables or collect more records.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
기록 백업,Record backup,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
기록 복원,Record restore,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
진행 중,In progress,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
성공,Success,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
경고,Warning,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
실패,Failed,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
작업 시작,Operation started,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
데이터 불러오기,Loading data,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
무결성 사전검사,Integrity preflight,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
백업 직렬화,Serializing backup,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
파일 쓰기,Writing file,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
작성 결과 재검증,Validating written file,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
파일 읽기,Reading file,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
형식 및 무결성 검사,Format and integrity check,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
복원 계획 생성,Creating restore plan,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
트랜잭션 복원,Transactional restore,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
복원 결과 검증,Validating restored data,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
완료,Completed,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
[단계],[Stages],CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
[개수],[Counts],CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
[경고],[Warnings],CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
[오류],[Errors],CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
(알 수 없음),(Unknown),CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt
무게,Weight,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/CommonUi.kt
거리,Distance,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/CommonUi.kt
누적 코어 훈련 자극,Cumulative core training stimulus,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisStrengthTrendSections.kt
직접 코어 자극,Direct core stimulus,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisStrengthTrendSections.kt
간접 코어 자극,Indirect core stimulus,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisStrengthTrendSections.kt
전체 코어 자극,Total core stimulus,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisStrengthTrendSections.kt
세트 자극 단위,Set stimulus units,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisStrengthTrendSections.kt
"직접 자극은 코어 기능 자체가 훈련 목표인 세트이고, 간접 자극은 다른 목적 운동에서 함께 누적된 코어 요구입니다.","Direct stimulus comes from sets where core function is the training target; indirect stimulus is core demand accumulated during exercises with another primary purpose.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisStrengthTrendSections.kt
스매시처럼 하체와 몸통을 거쳐 회전 힘을 만들어 내는 훈련 목적입니다.,This training objective develops rotational force through the lower body and trunk as used in a smash.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/BadmintonTrainingMethodLabels.kt
"리치, 런지, 방향전환 중 몸통이 무너지지 않게 버티는 훈련 목적입니다.","This training objective develops trunk resistance during reaches, lunges, and changes of direction.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/BadmintonTrainingMethodLabels.kt
배드민턴 훈련을 버틸 수 있는 반복 능력과 체력 기반을 보강하는 훈련 목적입니다.,This training objective supports repeat capacity and conditioning for badminton practice.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/BadmintonTrainingMethodLabels.kt
명시적 canonical 관계에서 확인된 배드민턴 전이 목적입니다.,This badminton transfer objective is supported by an explicit canonical relation.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/BadmintonTrainingMethodLabels.kt
주별 코어 훈련 자극,Weekly core training stimulus,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisStrengthTrendSections.kt
"직접 자극은 코어 기능 자체가 명시된 훈련 목표인 세트이고, 간접 자극은 다른 목적 운동에서 함께 발생한 코어 요구입니다. 주별 값은 해당 주의 훈련 노출이며, 높은 간접 값은 복합 근력운동이 많아도 발생할 수 있습니다.","Direct stimulus comes from sets where core function itself is an explicit training target; indirect stimulus is core demand that occurs during exercises with another purpose. Weekly values are that week's training exposure, and high indirect values can also result from many compound strength exercises.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisStrengthTrendSections.kt
코어 자극,Core stimulus,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisLabModels.kt
주간 코어 총 자극,Weekly total core stimulus,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
CoreStimulus V1의 주간 직접 및 간접 자극 합계,Weekly sum of direct and indirect CoreStimulus V1,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
자극,Stimulus,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
주간 코어 직접 자극,Weekly direct core stimulus,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
CoreStimulus V1의 주간 직접 코어 자극,Weekly direct CoreStimulus V1,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
주간 코어 간접 자극,Weekly indirect core stimulus,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
CoreStimulus V1의 주간 간접 코어 자극,Weekly indirect CoreStimulus V1,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
확인된 배드민턴 연습 시간과 RPE를 반영한 주간 훈련량,Weekly load based on confirmed badminton practice time and RPE.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
훈련량,Load,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
기록이 더 쌓이면 배드민턴 연습 훈련량을 볼 수 있습니다.,You can view badminton practice load after more records accumulate.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
배드민턴 연습 훈련량은 확인된 연습 시간과 RPE를 반영한 흐름입니다.,Badminton practice load reflects confirmed practice time and RPE.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
확인된 배드민턴 연습 시간과 RPE만 사용한 일별 훈련량입니다.,Daily load using only confirmed badminton practice time and RPE.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisDetailScreens.kt
"전이 점검, 배드민턴 연습 훈련량의 일별·주별 흐름","Transfer review and daily and weekly badminton practice load trends",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisHubUi.kt
"이 결과는 완화 진단 기준을 충족했습니다.","This result met the relaxed diagnostic criteria.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/BayesianResponsePresentation.kt
"결과는 계산되었지만 표본추출 진단이 제한적이므로 더 주의해서 해석하세요.","The result was calculated, but the sampling diagnostics are limited, so interpret it with greater caution.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/BayesianResponsePresentation.kt
"이 반응은 현재 기록과 모형에 조건부이며 인과관계를 확정하지 않습니다.","This response is conditional on the current records and model and does not establish causality.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/BayesianResponsePresentation.kt
"비교할 시차 posterior가 없습니다.","There is no lag posterior to compare.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/BayesianResponsePresentation.kt
"다른 시차에도 비중이 분포할 수 있으므로 특정 한 주를 효과 발생 시점으로 단정하지 말고 주별 반응 경로를 함께 보세요.","Posterior weight may also be distributed across other lags, so review the weekly response path rather than treating one week as the definite onset of an effect.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/BayesianResponsePresentation.kt
"주간 분석 데이터를 준비하지 못했습니다.","Weekly analysis data could not be prepared.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabCoordinator.kt
"최신 주간 분석 데이터를 준비하지 못했습니다.","The latest weekly analysis data could not be prepared.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabCoordinator.kt
"갱신된 기록에서 선택한 조합을 분석할 수 없습니다.","The selected combination cannot be analyzed from the updated records.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabCoordinator.kt
"분석 중 기록이 갱신되어 이전 결과를 표시하지 않았습니다.","The records changed during analysis, so the previous result was not displayed.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabCoordinator.kt
"기록된 주간 값이 없습니다.","There are no recorded weekly values.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabModels.kt
"주간 값의 변화가 아직 없습니다.","The weekly values have not changed yet.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabModels.kt
"적분 진단 표본은 짧지만 승인된 단기 기록 표현으로 가능한 엄격 모형을 시도합니다.","The integration diagnostic sample is short, but an eligible strict model will be attempted using the approved short-history representation.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabService.kt
"선택한 지표 조합은 엄격 분석을 시작할 수 없습니다.","Strict analysis cannot start with the selected metric combination.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabService.kt
"분석 데이터가 갱신되어 다시 준비해야 합니다.","The analysis data changed and must be prepared again.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabService.kt
"Bayesian posterior를 계산했고 엄격 진단 기준을 충족했습니다.","The Bayesian posterior was calculated and met the strict diagnostic criteria.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabService.kt
"엄격 Bayesian 분석을 완료하지 못했습니다.","Strict Bayesian analysis could not be completed.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabService.kt
"선택한 핵심 지표를 엄격 모형 표현으로 준비할 수 없습니다.","The selected core metrics cannot be prepared for the strict model representation.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabService.kt
"선택한 지표의 주간 변화가 충분하지 않습니다.","The selected metrics do not have enough weekly variation.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabService.kt
"공통 주간 행을 유지하는 시차 모형을 만들 수 없습니다.","A lag model that preserves the common weekly rows cannot be built.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabService.kt
"선택한 지표에 필요한 canonical metadata가 완전하지 않습니다.","The canonical metadata required for the selected metrics is incomplete.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabService.kt
"필수 지표의 유한한 분석 척도를 만들 수 없습니다.","A finite analysis scale cannot be created for a required metric.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabService.kt
"필수 지표의 canonical source identity를 확인할 수 없습니다.","The canonical source identity of a required metric cannot be verified.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabService.kt
"선택한 지표에 적용할 승인된 단기 기록 표현 정책이 없습니다.","There is no approved short-history representation policy for the selected metrics.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabService.kt
"기록 길이 부족이 아니라 표현 진단과 승인 정책이 서로 충돌했습니다.","The representation diagnostics conflict with the approval policy; this is not simply a short-history issue.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabService.kt
"현재 기록으로 승인된 엄격 모형 입력을 만들 수 없습니다.","The approved strict-model input cannot be built from the current records.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabService.kt
"Bayesian chain의 시차 상태와 일부 반응 추정치가 충분히 안정되지 않았습니다.","The lag states and some response estimates in the Bayesian chains were not sufficiently stable.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabService.kt
"Bayesian chain의 일부 추정치가 엄격 신뢰도 기준에 도달하지 못했습니다.","Some estimates in the Bayesian chains did not meet the strict reliability criteria.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabService.kt
"시차 posterior의 혼합 신뢰도를 확보하지 못했습니다.","The lag posterior did not achieve reliable mixing.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabService.kt
"허용된 계산 범위에서 posterior 정밀도에 도달하지 못했습니다.","The posterior did not reach the required precision within the allowed computation limits.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabService.kt
"행렬 계산의 수치 신뢰도 조건을 통과하지 못했습니다.","The matrix calculation did not pass the numerical reliability checks.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabService.kt
"posterior 계산 중 유한하지 않은 수치가 발생했습니다.","A non-finite value occurred during posterior calculation.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabService.kt
"분석이 취소되었습니다.","The analysis was canceled.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrictBayesianLabService.kt
"확대됨","Zoomed",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisChartUi.kt
"축 맞춤","Fit axes",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisChartUi.kt
"길게 눌러 운동 순서 변경","Long-press to change exercise order",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/RecordEntryCard.kt
