"stableKey","exerciseName","currentActivityKind","currentPlanningEligibility","movementFamily","movementSubtype","programSlot","redundancyGroup","progressMetricType","strengthProgressionGroup","analysisEligibility","primaryStressProfile","secondaryStressTags","tendonStressTags","ligamentJointStabilityStressTags","jointImpactStressTags","cognitiveStressTags","sportContextTags","recoveryDecayProfile","stressMagnitudeHint","badmintonTransferLevel","badmintonTransferType","badmintonSkillTargets","badmintonPhysicalQualities","transferConfidence","sourceConfidenceLevel","finalSourceStatus","neuromuscularStressLevel","systemicMuscularStressLevel","localMuscularStressLevel","jointTendonImpactStressLevel","movementFocusDemandLevel","recoveryDurationClass","appCueProfile"
"ex_a60496be","원암 리어델트 케이블 플라이","EXERCISE","PROGRAM_SELECTABLE","REAR_DELT_FLY_HORIZONTAL_ABDUCTION_VARIANTS","ONE_ARM_REAR_DELT_CABLE_FLY","REAR_DELT_SCAPULAR_ACCESSORY","POSTERIOR_DELTOID_HORIZONTAL_ABDUCTION","VOLUME_LOAD","POSTERIOR_DELTOID_HORIZONTAL_ABDUCTION","FATIGUE|HYPERTROPHY_VOLUME|BALANCE","ISOLATION_ACCESSORY_STRESS","POSTERIOR_DELTOID_LOCAL_LOAD|SCAPULAR_RETRACTION_LOAD","ROTATOR_CUFF_TENDON_STRESS","SHOULDER_SCAPULAR_STABILITY_STRESS","NONE","NONE","NONE","SHORT","LOW","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY|SCAPULAR_CONTROL|ROTATOR_CUFF_CONTROL","LOW","VERIFIED_FAMILY","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_33d2da8e","원암 머신 로우","EXERCISE","PROGRAM_SELECTABLE","ROW_VARIANTS","ONE_ARM_MACHINE_ROW","HORIZONTAL_PULL_STRENGTH","HORIZONTAL_PULL_COMPOUND","VOLUME_LOAD","HORIZONTAL_PULL_COMPOUND","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","HORIZONTAL_ROW_STRESS","LAT_LOAD|UPPER_BACK_LOAD|REAR_DELTOID_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_STABILITY_LOAD","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY|SCAPULAR_CONTROL","LOW","VERIFIED_FAMILY","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","MEDIUM","NONE"
"ex_c365e5e2","원암 스트레이트암 풀다운","EXERCISE","PROGRAM_SELECTABLE","LAT_STRAIGHT_ARM_PULLDOWN_OR_PULLOVER_ACCESSORY","ONE_ARM_STRAIGHT_ARM_PULLDOWN","LAT_ACCESSORY","STRAIGHT_ARM_LAT_ACCESSORY","LOAD_REPS","STRAIGHT_ARM_LAT_ACCESSORY","HYPERTROPHY_VOLUME|FATIGUE","ISOLATION_ACCESSORY_STRESS","LAT_LOCAL_LOAD|STRAIGHT_ARM_SHOULDER_EXTENSION_LOAD","SHOULDER_TENDON_STRESS","SHOULDER_SCAPULAR_STABILITY_STRESS","NONE","NONE","NONE","SHORT","LOW","NONE","NONE","NONE","NONE","NONE","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_d9084b5e","원암 인버티드 로우","EXERCISE","PROGRAM_SELECTABLE","ROW_VARIANTS","ONE_ARM_INVERTED_ROW","HORIZONTAL_PULL_STRENGTH","HORIZONTAL_PULL_COMPOUND","VOLUME_LOAD","HORIZONTAL_PULL_COMPOUND","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","HORIZONTAL_ROW_STRESS","LAT_LOAD|UPPER_BACK_LOAD|REAR_DELTOID_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_STABILITY_LOAD","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY|SCAPULAR_CONTROL","LOW","VERIFIED_EXACT","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","MEDIUM","NONE"
"ex_9f283612","원암 인클라인 덤벨 프레스","EXERCISE","PROGRAM_SELECTABLE","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","ONE_ARM_INCLINE_DUMBBELL_PRESS","UNILATERAL_UPPER_PUSH","UNILATERAL_INCLINE_PUSH","VOLUME_LOAD","UNILATERAL_INCLINE_PUSH","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","HORIZONTAL_PUSH_STRESS","PECTORAL_LOAD|TRICEPS_LOAD|ANTERIOR_DELTOID_LOAD|ANTI_ROTATION_LOAD","PECTORAL_TENDON_STRESS|TRICEPS_TENDON_STRESS","SHOULDER_SCAPULAR_STABILITY_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","NONE","NONE","NONE","NONE","NONE","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","MEDIUM","NONE"
"ex_b076570e","원암 케이블 래터럴 레이즈","EXERCISE","PROGRAM_SELECTABLE","LATERAL_RAISE_DELTOID_ISOLATION_VARIANTS","ONE_ARM_CABLE_LATERAL_RAISE","SHOULDER_ACCESSORY","LATERAL_DELTOID_ISOLATION","VOLUME_LOAD","LATERAL_DELTOID_ISOLATION","FATIGUE|HYPERTROPHY_VOLUME|BALANCE","ISOLATION_ACCESSORY_STRESS","LATERAL_DELTOID_LOCAL_LOAD","ROTATOR_CUFF_TENDON_STRESS","SHOULDER_SCAPULAR_STABILITY_STRESS","NONE","NONE","NONE","SHORT","LOW","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY|SCAPULAR_CONTROL|ROTATOR_CUFF_CONTROL","LOW","VERIFIED_FAMILY","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_c536edc2","원암 케이블 숄더프레스","EXERCISE","PROGRAM_SELECTABLE","OVERHEAD_PRESS_VARIANTS","ONE_ARM_OVERHEAD_PRESS","OVERHEAD_PUSH_STRENGTH_OR_ACCESSORY","OVERHEAD_PRESS_SHOULDER_DOMINANT","LOAD_REPS","OVERHEAD_PRESS_SHOULDER_DOMINANT","STRENGTH_VOLUME|HYPERTROPHY_VOLUME|FATIGUE","OVERHEAD_PUSH_STRESS","DELTOID_LOAD|TRICEPS_LOAD|OVERHEAD_REPETITION_LOAD","ROTATOR_CUFF_TENDON_STRESS|TRICEPS_TENDON_STRESS","SHOULDER_SCAPULAR_STABILITY_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY|SCAPULAR_CONTROL|ROTATOR_CUFF_CONTROL","LOW","VERIFIED_FAMILY","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","HIGH","MEDIUM","NONE"
"ex_3d5719de","원암 케이블 컬","EXERCISE","PROGRAM_SELECTABLE","ELBOW_FLEXION_BICEPS_CURL_VARIANTS","ONE_ARM_CABLE_CURL","BICEPS_ACCESSORY","ELBOW_FLEXION_CURL","VOLUME_LOAD","ELBOW_FLEXION_CURL","FATIGUE|HYPERTROPHY_VOLUME|BALANCE","ISOLATION_ACCESSORY_STRESS","BICEPS_LOCAL_LOAD|ELBOW_FLEXION_LOAD|GRIP_FOREARM_LOAD","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","NONE","NONE","NONE","NONE","SHORT","LOW","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","GRIP_ENDURANCE","LOW","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_5322f2d1","원암 케이블 트라이셉스 푸시다운","EXERCISE","PROGRAM_SELECTABLE","ELBOW_EXTENSION_TRICEPS_ISOLATION_VARIANTS","ONE_ARM_TRICEPS_PUSHDOWN","TRICEPS_ACCESSORY","ELBOW_EXTENSION_TRICEPS","VOLUME_LOAD","ELBOW_EXTENSION_TRICEPS","FATIGUE|HYPERTROPHY_VOLUME|BALANCE","ISOLATION_ACCESSORY_STRESS","TRICEPS_LOCAL_LOAD|ELBOW_EXTENSION_LOAD","TRICEPS_TENDON_STRESS|ELBOW_TENDON_STRESS","NONE","NONE","NONE","NONE","SHORT","LOW","NONE","NONE","NONE","NONE","NONE","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_442617f6","원암 케이블 플라이","EXERCISE","PROGRAM_SELECTABLE","CHEST_ISOLATION","ONE_ARM_CABLE_FLY","CHEST_ISOLATION_ACCESSORY","CHEST_FLY_ISOLATION","LOAD_REPS","CHEST_FLY_ISOLATION","HYPERTROPHY_VOLUME|FATIGUE","ISOLATION_ACCESSORY_STRESS","PECTORAL_LOCAL_LOAD","PECTORAL_TENDON_STRESS","SHOULDER_SCAPULAR_STABILITY_STRESS","NONE","NONE","NONE","SHORT","LOW","NONE","NONE","NONE","NONE","NONE","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_40fa57be","원암 케이블 하이 로우","EXERCISE","PROGRAM_SELECTABLE","ROW_VARIANTS","ONE_ARM_CABLE_HIGH_ROW","HORIZONTAL_PULL_STRENGTH","HORIZONTAL_PULL_COMPOUND","VOLUME_LOAD","HORIZONTAL_PULL_COMPOUND","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE","HORIZONTAL_ROW_STRESS","LAT_LOAD|UPPER_BACK_LOAD|REAR_DELTOID_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_STABILITY_LOAD","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","SUPPORTIVE","SHOULDER_SCAPULAR_SUPPORTIVE","OVERHEAD_CLEAR|DRIVE","SHOULDER_DURABILITY|SCAPULAR_CONTROL","LOW","SOURCE_WEAK_BUT_ACCEPTABLE","SOURCE_ACCEPTED_WITH_LIMITATION","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","MEDIUM","NONE"
"ex_86323ed6","원암 해머 컬","EXERCISE","PROGRAM_SELECTABLE","ELBOW_FLEXION_BRACHIALIS_BRACHIORADIALIS_VARIANTS","ONE_ARM_HAMMER_CURL","BRACHIALIS_FOREARM_ACCESSORY","ELBOW_FLEXION_NEUTRAL_PRONATED_CURL","VOLUME_LOAD","ELBOW_FLEXION_NEUTRAL_PRONATED_CURL","FATIGUE|HYPERTROPHY_VOLUME|BALANCE","ISOLATION_ACCESSORY_STRESS","BRACHIALIS_BRACHIORADIALIS_LOAD|ELBOW_FLEXION_LOAD|GRIP_FOREARM_LOAD","FOREARM_FLEXOR_TENDON_STRESS|FOREARM_EXTENSOR_TENDON_STRESS","NONE","NONE","NONE","NONE","SHORT","LOW","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","GRIP_ENDURANCE","LOW","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_64661229","월싯","EXERCISE","PROGRAM_SELECTABLE","KNEE_DOMINANT_ISOMETRIC","WALL_SIT","LOWER_BODY_ISOMETRIC_ACCESSORY","LOWER_BODY_ISOMETRIC_HOLD","TIME","LOWER_BODY_ISOMETRIC_HOLD","FATIGUE|ACCESSORY_VOLUME","LOW_LOAD_PREHAB_CONTROL_STRESS","QUADRICEPS_ISOMETRIC_LOAD|KNEE_CONTROL_LOAD","PATELLAR_TENDON_STRESS","KNEE_STABILITY_STRESS","NONE","NONE","NONE","SHORT","LOW","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH","LOW","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","MODERATE","MODERATE","HIGH","SHORT","NONE"
"ex_e159d15a","인버티드 로우","EXERCISE","PROGRAM_SELECTABLE","ROW_VARIANTS","INVERTED_ROW","HORIZONTAL_PULL_STRENGTH","HORIZONTAL_PULL_COMPOUND","VOLUME_LOAD","HORIZONTAL_PULL_COMPOUND","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","HORIZONTAL_ROW_STRESS","LAT_LOAD|UPPER_BACK_LOAD|REAR_DELTOID_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_STABILITY_LOAD","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY|SCAPULAR_CONTROL","LOW","VERIFIED_EXACT","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","MEDIUM","NONE"
"ex_d5048362","인클라인 덤벨 컬","EXERCISE","PROGRAM_SELECTABLE","ELBOW_FLEXION_BICEPS_CURL_VARIANTS","INCLINE_DUMBBELL_CURL","BICEPS_ACCESSORY","ELBOW_FLEXION_CURL","VOLUME_LOAD","ELBOW_FLEXION_CURL","FATIGUE|HYPERTROPHY_VOLUME|BALANCE","ISOLATION_ACCESSORY_STRESS","BICEPS_LOCAL_LOAD|ELBOW_FLEXION_LOAD|GRIP_FOREARM_LOAD","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","NONE","NONE","NONE","NONE","SHORT","LOW","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","GRIP_ENDURANCE","LOW","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_a61f1e96","인클라인 덤벨 프레스","EXERCISE","PROGRAM_SELECTABLE","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","INCLINE_DUMBBELL_PRESS","HORIZONTAL_PUSH_STRENGTH_OR_ACCESSORY","HORIZONTAL_PUSH_COMPOUND","LOAD_REPS","HORIZONTAL_PUSH_COMPOUND","STRENGTH_VOLUME|HYPERTROPHY_VOLUME|FATIGUE","HORIZONTAL_PUSH_STRESS","PECTORAL_LOAD|TRICEPS_LOAD|ANTERIOR_DELTOID_LOAD","PECTORAL_TENDON_STRESS|TRICEPS_TENDON_STRESS","SHOULDER_SCAPULAR_STABILITY_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","NONE","NONE","NONE","NONE","NONE","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","MEDIUM","NONE"
"ex_a61f307a","인클라인 덤벨 플라이","EXERCISE","PROGRAM_SELECTABLE","CHEST_ISOLATION","INCLINE_DUMBBELL_FLY","CHEST_ISOLATION_ACCESSORY","CHEST_FLY_ISOLATION","LOAD_REPS","CHEST_FLY_ISOLATION","HYPERTROPHY_VOLUME|FATIGUE","ISOLATION_ACCESSORY_STRESS","PECTORAL_LOCAL_LOAD","PECTORAL_TENDON_STRESS","SHOULDER_SCAPULAR_STABILITY_STRESS","NONE","NONE","NONE","SHORT","LOW","NONE","NONE","NONE","NONE","NONE","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_e41e8dcf","중량 친업","EXERCISE","PROGRAM_SELECTABLE","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","WEIGHTED_CHIN_UP","VERTICAL_PULL_STRENGTH","VERTICAL_PULL_COMPOUND","VOLUME_LOAD","VERTICAL_PULL_COMPOUND","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","VERTICAL_PULL_STRESS","LAT_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_CONTROL_LOAD|CORE_BRACING_LOAD|EXTERNAL_LOAD|HEAVY_LOAD|NEURAL_LOAD","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","SHOULDER_JOINT_STABILITY_STRESS","NONE","NONE","NONE","LONG","HIGH","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY|SCAPULAR_CONTROL","LOW","VERIFIED_FAMILY","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","LONG","NONE"
"ex_e41f4c2b","중량 풀업","EXERCISE","PROGRAM_SELECTABLE","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","WEIGHTED_PULL_UP","VERTICAL_PULL_STRENGTH","VERTICAL_PULL_COMPOUND","ESTIMATED_1RM","VERTICAL_PULL_COMPOUND","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","VERTICAL_PULL_STRESS","LAT_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_CONTROL_LOAD|CORE_BRACING_LOAD|EXTERNAL_LOAD|HEAVY_LOAD|NEURAL_LOAD","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","SHOULDER_JOINT_STABILITY_STRESS","NONE","NONE","NONE","LONG","HIGH","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY|SCAPULAR_CONTROL","LOW","VERIFIED_FAMILY","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","LONG","NONE"
"ex_8e51640a","체스트 서포티드 로우","EXERCISE","PROGRAM_SELECTABLE","ROW_VARIANTS","CHEST_SUPPORTED_ROW","HORIZONTAL_PULL_STRENGTH","HORIZONTAL_PULL_COMPOUND","VOLUME_LOAD","HORIZONTAL_PULL_COMPOUND","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","HORIZONTAL_ROW_STRESS","LAT_LOAD|UPPER_BACK_LOAD|REAR_DELTOID_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_STABILITY_LOAD","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY|SCAPULAR_CONTROL","LOW","VERIFIED_FAMILY","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","MEDIUM","NONE"
"ex_6a966452","체스트 서포티드 원암 덤벨 로우","EXERCISE","PROGRAM_SELECTABLE","ROW_VARIANTS","CHEST_SUPPORTED_ONE_ARM_DUMBBELL_ROW","HORIZONTAL_PULL_STRENGTH","HORIZONTAL_PULL_COMPOUND","VOLUME_LOAD","HORIZONTAL_PULL_COMPOUND","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","HORIZONTAL_ROW_STRESS","LAT_LOAD|UPPER_BACK_LOAD|REAR_DELTOID_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_STABILITY_LOAD","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY|SCAPULAR_CONTROL","LOW","VERIFIED_FAMILY","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","MEDIUM","NONE"
"ex_462c760e","체스트 서포티드 원암 로우","EXERCISE","PROGRAM_SELECTABLE","ROW_VARIANTS","CHEST_SUPPORTED_ONE_ARM_ROW","HORIZONTAL_PULL_STRENGTH","HORIZONTAL_PULL_COMPOUND","VOLUME_LOAD","HORIZONTAL_PULL_COMPOUND","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","HORIZONTAL_ROW_STRESS","LAT_LOAD|UPPER_BACK_LOAD|REAR_DELTOID_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_STABILITY_LOAD","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY|SCAPULAR_CONTROL","LOW","VERIFIED_FAMILY","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","MEDIUM","NONE"
"ex_6466fe77","친업","EXERCISE","PROGRAM_SELECTABLE","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","CHIN_UP","VERTICAL_PULL_STRENGTH","VERTICAL_PULL_COMPOUND","VOLUME_LOAD","VERTICAL_PULL_COMPOUND","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","VERTICAL_PULL_STRESS","LAT_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_CONTROL_LOAD|CORE_BRACING_LOAD|BODYWEIGHT_LOAD","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","SHOULDER_JOINT_STABILITY_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY|SCAPULAR_CONTROL","LOW","VERIFIED_FAMILY","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","MEDIUM","NONE"
"ex_f892893e","카프 레이즈","EXERCISE","PROGRAM_SELECTABLE","CALF_RAISE_ANKLE_STIFFNESS_VARIANTS","CALF_RAISE","ANKLE_CALF_SUPPORT","CALF_ACHILLES_ANKLE_STIFFNESS","VOLUME_LOAD","CALF_ACHILLES_ANKLE_STIFFNESS","FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE","ISOLATION_ACCESSORY_STRESS","CALF_ANKLE_SSC_LOAD","ACHILLES_TENDON_STRESS","ANKLE_EVERSION_CONTROL_STRESS","NONE","NONE","NONE","SHORT","MODERATE","SUPPORTIVE","ANKLE_CALF_SSC_SUPPORTIVE","SPLIT_STEP|FIRST_STEP|CHANGE_OF_DIRECTION","ANKLE_STIFFNESS|CALF_ELASTICITY|ACCELERATION","MEDIUM","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_a345e30b","캡틴체어 레그 레이즈","EXERCISE","PROGRAM_SELECTABLE","CORE_FLEXION_ANTERIOR_CORE","CAPTAINS_CHAIR_LEG_RAISE","CORE_FLEXION_ACCESSORY","ANTERIOR_CORE_FLEXION","REPS_OR_TIME","ANTERIOR_CORE_FLEXION","ACCESSORY_VOLUME|FATIGUE","DYNAMIC_CORE_FLEXION_STRESS","ANTERIOR_CORE_LOAD|HIP_FLEXION_LOAD","NONE","LUMBOPELVIC_CONTROL_STRESS","NONE","NONE","NONE","SHORT","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","CORE_BRACING","LOW","HEURISTIC_ACCEPTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","MODERATE","SHORT","NONE"
"ex_c62c0716","컨센트레이션 컬","EXERCISE","PROGRAM_SELECTABLE","ELBOW_FLEXION_BICEPS_CURL_VARIANTS","CONCENTRATION_CURL","BICEPS_ACCESSORY","ELBOW_FLEXION_CURL","VOLUME_LOAD","ELBOW_FLEXION_CURL","FATIGUE|HYPERTROPHY_VOLUME|BALANCE","ISOLATION_ACCESSORY_STRESS","BICEPS_LOCAL_LOAD|ELBOW_FLEXION_LOAD|GRIP_FOREARM_LOAD","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","NONE","NONE","NONE","NONE","SHORT","LOW","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","GRIP_ENDURANCE","LOW","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_b76d3f92","케이블 래터럴 레이즈","EXERCISE","PROGRAM_SELECTABLE","LATERAL_RAISE_DELTOID_ISOLATION_VARIANTS","CABLE_LATERAL_RAISE","SHOULDER_ACCESSORY","LATERAL_DELTOID_ISOLATION","VOLUME_LOAD","LATERAL_DELTOID_ISOLATION","FATIGUE|HYPERTROPHY_VOLUME|BALANCE","ISOLATION_ACCESSORY_STRESS","LATERAL_DELTOID_LOCAL_LOAD","ROTATOR_CUFF_TENDON_STRESS","SHOULDER_SCAPULAR_STABILITY_STRESS","NONE","NONE","NONE","SHORT","LOW","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY|SCAPULAR_CONTROL|ROTATOR_CUFF_CONTROL","LOW","VERIFIED_FAMILY","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_fa31f7a6","케이블 로우","EXERCISE","PROGRAM_SELECTABLE","ROW_VARIANTS","CABLE_ROW","HORIZONTAL_PULL_STRENGTH","HORIZONTAL_PULL_COMPOUND","VOLUME_LOAD","HORIZONTAL_PULL_COMPOUND","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","HORIZONTAL_ROW_STRESS","LAT_LOAD|UPPER_BACK_LOAD|REAR_DELTOID_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_STABILITY_LOAD","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY|SCAPULAR_CONTROL","LOW","SOURCE_WEAK_BUT_ACCEPTABLE","SOURCE_ACCEPTED_WITH_LIMITATION","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","MEDIUM","NONE"
